filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error,publication_year
PMID 30995176 CT a_Summary_SoE.pdf,Arm A (High-dose GS-1101 300 mg BID),intervention,1.0,3.0,7.0,10.0,12.0,14.0,14.0,"Every 2 weeks for 12 weeks, then every 4 weeks until Week 24, then every 6 weeks until Week 48.",,2019.0
PMID 30995176 CT a_Summary_SoE.pdf,Arm B (Standard-dose GS-1101 150 mg BID),control,1.0,3.0,7.0,10.0,12.0,14.0,14.0,"Every 2 weeks for 12 weeks, then every 4 weeks until Week 24, then every 6 weeks until Week 48.",,2019.0
PMID 31002578 a_Summary_SoE.pdf,"Arm I: TJIV (IV paclitaxel, IV carboplatin, IV bevacizumab)",control,2.0,5.0,13.0,22.0,27.0,32.0,21.0,"Phase A (Cycles 1-6): Days 1, 8, 15 of each 21-day cycle. Phase B (Cycles 7-22): Day 1 of each 21-day cycle.",,2019.0
PMID 31002578 a_Summary_SoE.pdf,"Arm II: TJIP (IV paclitaxel, IP carboplatin, IV bevacizumab)",intervention,2.0,5.0,13.0,22.0,27.0,32.0,21.0,"Phase A (Cycles 1-6): Days 1, 8, 15 of each 21-day cycle. Phase B (Cycles 7-22): Day 1 of each 21-day cycle.",,2019.0
PMID 31002578 a_Summary_SoE.pdf,"Arm III: TCTIP (IV paclitaxel, IP cisplatin, IP paclitaxel, IV bevacizumab)",intervention,2.0,7.0,18.0,28.0,33.0,38.0,21.0,"Phase A (Cycles 1-6): Days 1, 2, 8 for treatment; Day 15 for weekly labs. Phase B (Cycles 7-22): Day 1 of each 21-day cycle.",,2019.0
PMID 31003911 CT_Summary_SoE.pdf,Arm A (Cobimetinib plus Atezolizumab),intervention,1.0,3.0,7.0,13.0,19.0,27.0,28.0,Day 1 and Day 15 of each 28-day cycle.,,2019.0
PMID 31003911 CT_Summary_SoE.pdf,Arm B (Atezolizumab Monotherapy),intervention,1.0,3.0,6.0,10.0,14.0,19.0,21.0,"Day 1 of each 21-day cycle, plus a one-time lab visit on Cycle 1 Day 15.",,2019.0
PMID 31003911 CT_Summary_SoE.pdf,Arm C (Regorafenib),control,1.0,5.0,9.0,12.0,15.0,19.0,28.0,"Cycle 1: Days 1, 8, 15, 22; Cycle 2: Days 1, 8, 15; Cycle 3+: Day 1.",,2019.0
PMID 31070709 CT_Summary_SoE.pdf,Arm A (ASP8273),intervention,1.0,3.0,5.0,8.0,9.0,11.0,28.0,"C1D1, C1D15, then Day 1 of every cycle until Cycle 7, then Day 1 of odd-numbered cycles (C9, C11, C13, etc.)",,2019.0
PMID 31070709 CT_Summary_SoE.pdf,Arm B (Erlotinib or Gefitinib),control,1.0,3.0,5.0,8.0,9.0,11.0,28.0,"C1D1, C1D15, then Day 1 of every cycle until Cycle 7, then Day 1 of odd-numbered cycles (C9, C11, C13, etc.)",,2019.0
PMID 31079938 CT_Summary_SoE.pdf,Arm A (Atezolizumab + Bevacizumab),intervention,1.0,2.0,5.0,9.0,13.0,19.0,42.0,Days 1 and 22 of each 42-day cycle,,2019.0
PMID 31079938 CT_Summary_SoE.pdf,Arm B (Sunitinib),control,1.0,2.0,5.0,9.0,13.0,19.0,42.0,Days 1 and 22 of each 42-day cycle for the first year,,2019.0
PMID 31091374 a_Summary_SoE.pdf,Arm B (Alpelisib + Fulvestrant),intervention,2.0,4.0,7.0,10.0,13.0,17.0,28.0,"Cycle 1: Days 1, 8, 15; Cycle 2: Days 1, 15; Subsequent cycles: Day 1 only.",,2019.0
PMID 31091374 a_Summary_SoE.pdf,Arm A (Placebo + Fulvestrant),control,2.0,4.0,7.0,10.0,13.0,17.0,28.0,"Cycle 1: Days 1, 8, 15; Cycle 2: Days 1, 15; Subsequent cycles: Day 1 only.",,2019.0
PMID 31097405 a_Summary_SoE.pdf,"Arm A (pomalidomide, bortezomib, and low-dose dexamethasone, PVd)",intervention,2.0,8.0,19.0,35.0,43.0,53.0,21.0,"Cycles 1-8: Days 1, 4, 8, 11. Cycles 9+: Days 1, 8. Cycle 1 also includes Day 15 for pregnancy testing.",,2019.0
PMID 31097405 a_Summary_SoE.pdf,"Arm B (bortezomib and low-dose dexamethasone, Vd)",control,2.0,8.0,19.0,35.0,43.0,53.0,21.0,"Cycles 1-8: Days 1, 4, 8, 11. Cycles 9+: Days 1, 8. Cycle 1 also includes Day 15 for pregnancy testing.",,2019.0
PMID 31122901 CT_Summary_SoE.pdf,Arm A (Atezolizumab + Carboplatin + nab-Paclitaxel),intervention,2.0,5.0,13.0,21.0,25.0,30.0,21.0,"Induction (Cycles 1-6): Days 1, 8, 15. Maintenance (Cycle 7+): Day 1 only.",,2019.0
PMID 31122901 CT_Summary_SoE.pdf,Arm B (Carboplatin + nab-Paclitaxel),control,2.0,5.0,13.0,21.0,25.0,30.0,21.0,"Induction (Cycles 1-6): Days 1, 8, 15. Maintenance (Cycle 7+): Day 1 only (Pemetrexed switch maintenance).",,2019.0
PMID 31141632 a_Summary_SoE.pdf,Arm B (Daratumumab + Lenalidomide + Dexamethasone [DRd]),intervention,1.0,5.0,11.0,17.0,20.0,24.0,28.0,"Cycles 1-2: Weekly (D1, D8, D15, D22); Cycles 3-6: Bi-weekly (D1, D15); Cycle 7+: Monthly (D1)",,2019.0
PMID 31141632 a_Summary_SoE.pdf,Arm A (Lenalidomide + Dexamethasone [Rd]),control,1.0,2.0,4.0,7.0,10.0,14.0,28.0,Day 1 of each 28-day cycle for labs and drug dispensing.,,2019.0
PMID 31150574 a_Summary_SoE.pdf,Arm A (Apalutamide plus ADT),intervention,1.0,2.0,4.0,7.0,10.0,13.0,28.0,"C1D1, then every 28 days (monthly) through Cycle 13, then every 2 cycles (56 days) through Cycle 25, then every 4 cycles.",,2019.0
PMID 31150574 a_Summary_SoE.pdf,Arm B (Placebo plus ADT),control,1.0,2.0,4.0,7.0,10.0,13.0,28.0,"C1D1, then every 28 days (monthly) through Cycle 13, then every 2 cycles (56 days) through Cycle 25, then every 4 cycles.",,2019.0
PMID 31157963 a_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON,2019.0
PMID 31166681 a_Summary_SoE.pdf,Arm A (Obinutuzumab + Venetoclax),intervention,1.0,8.0,16.0,19.0,22.0,25.0,28.0,"Cycle 1: Days 1, 2, 8, 15, 22, 23. Cycle 2: Days 1, 2, 8, 9, 15, 16, 22, 23. Cycles 3-12: Day 1 only.",,2019.0
PMID 31166681 a_Summary_SoE.pdf,Arm B (Obinutuzumab + Chlorambucil),control,1.0,5.0,9.0,15.0,22.0,27.0,28.0,"Cycle 1: Days 1, 2, 8, 15. Cycles 2-12: Days 1 and 15.",,2019.0
PMID 31175001 CT_Summary_SoE.pdf,Arm 1 (Quizartinib Monotherapy),intervention,1.0,6.0,9.0,12.0,15.0,19.0,28.0,"Cycle 1: Days 1, 2, 8, 15, 16; Cycle 2: Days 1, 15; Cycle 3 and subsequent: Day 1.",,2019.0
PMID 31175001 CT_Summary_SoE.pdf,Arm 2 (Salvage Chemotherapy - LoDAC),control,1.0,13.0,38.0,72.0,102.0,133.0,28.0,Days 1-10 of every cycle; Cycle 1 and 2: Day 15.,,2019.0
PMID 31189035 a_Summary_SoE.pdf,Regimen I (Cisplatin + Radiation followed by Carboplatin + Paclitaxel),intervention,2.0,22.0,28.0,31.0,32.0,33.0,21.0,Phase 1: Daily radiation (5 days/week) for 5 weeks (25 days total) with Cisplatin on Days 1 and 28. Phase 2: 4 cycles of Carboplatin/Paclitaxel every 21 days.,,2019.0
PMID 31189035 a_Summary_SoE.pdf,Regimen II (Carboplatin + Paclitaxel),control,2.0,2.0,5.0,7.0,8.0,9.0,21.0,6 cycles of Carboplatin/Paclitaxel administered every 21 days.,,2019.0
PMID 31194247 a_Summary_SoE.pdf,Afatinib,intervention,1.0,4.0,6.0,9.0,12.0,16.0,28.0,"Weekly for the first month (Day 1, 8, 15, 29), then every 4 weeks (28 days) thereafter.",,2019.0
PMID 31194247 a_Summary_SoE.pdf,Placebo,control,1.0,4.0,6.0,9.0,12.0,16.0,28.0,"Weekly for the first month (Day 1, 8, 15, 29), then every 4 weeks (28 days) thereafter.",,2019.0
PMID 31221619 a_Summary_SoE.pdf,Arm A (Pembrolizumab + Epacadostat),intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,1 visit per cycle (Day 1) for pembrolizumab infusion.,,2019.0
PMID 31221619 a_Summary_SoE.pdf,Arm B (Pembrolizumab + Placebo),control,1.0,2.0,5.0,9.0,13.0,18.0,21.0,1 visit per cycle (Day 1) for pembrolizumab infusion.,,2019.0
PMID 31240472 CT_Summary_SoE.pdf,Arm A (Plitidepsin + Dexamethasone),intervention,2.0,5.0,13.0,26.0,39.0,53.0,28.0,"Days 1, 8, 15, and 22 of each 28-day cycle.",,2019.0
PMID 31240472 CT_Summary_SoE.pdf,Arm B (Dexamethasone Alone),control,2.0,5.0,13.0,26.0,39.0,53.0,28.0,"Days 1, 8, 15, and 22 of each 28-day cycle.",,2019.0
PMID 31246522 CT_Summary_SoE.pdf,Arm A (HD-ADE Induction),control,2.0,10.0,23.0,28.0,29.0,30.0,30.0,"Induction I (6 days), Induction II (8 days), Consolidation I (5 days), Consolidation II (4 days)",,2019.0
PMID 31246522 CT_Summary_SoE.pdf,Arm B (Clo/AraC Induction),intervention,2.0,9.0,22.0,27.0,28.0,29.0,30.0,"Induction I (5 days), Induction II (8 days), Consolidation I (5 days), Consolidation II (4 days)",,2019.0
PMID 31248843 CT_Summary_SoE.pdf,Arm 1 (CSP + MMF),control,2.0,18.0,44.0,47.0,50.0,53.0,0.0,"Intensive monitoring (3 visits/week) for the first 3 months (until Day 96), followed by monthly visits thereafter.",,2019.0
PMID 31248843 CT_Summary_SoE.pdf,Arm 2 (CSP + MMF + Sirolimus),intervention,2.0,18.0,44.0,47.0,50.0,53.0,0.0,"Intensive monitoring (3 visits/week) for the first 3 months (until Day 96), followed by monthly visits thereafter.",,2019.0
PMID 31327687 CT_Summary_SoE.pdf,Arm A (Pembrolizumab + Pomalidomide + Low Dose Dexamethasone),intervention,1.0,3.0,7.0,13.0,19.0,27.0,28.0,"Day 1 of each 28-day cycle for labs/assessments, plus Pembrolizumab infusions every 21 days (Q3W).",,2019.0
PMID 31327687 CT_Summary_SoE.pdf,Arm B (Pomalidomide + Low Dose Dexamethasone),control,1.0,2.0,4.0,7.0,10.0,14.0,28.0,Day 1 of each 28-day cycle only.,,2019.0
PMID 31327689 a_Summary_SoE.pdf,Arm A (Pembrolizumab + Lenalidomide + Dexamethasone),intervention,2.0,3.0,7.0,13.0,19.0,27.0,28.0,"Visits occur on Day 1 of each 28-day cycle and every 3 weeks for Pembrolizumab infusions (Day 1, 22 of C1; Day 15 of C2; Day 8 of C3; repeating).",,2019.0
PMID 31327689 a_Summary_SoE.pdf,Arm B (Lenalidomide + Dexamethasone),control,2.0,2.0,4.0,7.0,10.0,14.0,28.0,Visits occur on Day 1 of each 28-day cycle for monitoring of oral therapy.,,2019.0
PMID 31329516 a_Summary_SoE.pdf,Enzalutamide + ADT,intervention,1.0,2.0,3.0,4.0,5.0,6.0,84.0,"Day 1, Day 29, then every 84 days (Weeks 1, 5, 13, 25, 37, 49)",,2019.0
PMID 31329516 a_Summary_SoE.pdf,Placebo + ADT,control,1.0,2.0,3.0,4.0,5.0,6.0,84.0,"Day 1, Day 29, then every 84 days (Weeks 1, 5, 13, 25, 37, 49)",,2019.0
PMID 31338773 CT_Summary_SoE.pdf,bevacizumab-Pfizer + paclitaxel + carboplatin,intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle,,2019.0
PMID 31338773 CT_Summary_SoE.pdf,bevacizumab-EU + paclitaxel + carboplatin,control,1.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle,,2019.0
PMID 31345387 CT_Summary_SoE.pdf,Arm A (Reduced Dose Radiation + Carboplatin),intervention,2.0,6.0,19.0,38.0,39.0,40.0,21.0,"Induction: 3 days per 21-day cycle (D1, D5, D8); CRT: 5 days per week for 5.6 weeks (28 fractions).",,2019.0
PMID 31345387 CT_Summary_SoE.pdf,Arm B (Standard Dose Radiation + Carboplatin),control,2.0,6.0,19.0,44.0,46.0,47.0,21.0,"Induction: 3 days per 21-day cycle (D1, D5, D8); CRT: 5 days per week for 7 weeks (35 fractions).",,2019.0
PMID 31361535 a_Summary_SoE.pdf,Arm A (Bevacizumab Maintenance),control,1.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of every 21-day cycle for both Induction and Maintenance phases.,,2019.0
PMID 31361535 a_Summary_SoE.pdf,Arm B (Pemetrexed Maintenance),intervention,1.0,2.0,5.0,10.0,14.0,19.0,21.0,Day 1 of every 21-day cycle; includes an additional visit for Vitamin B12 premedication 1 week prior to starting Maintenance Phase.,,2019.0
PMID 31361535 a_Summary_SoE.pdf,Arm C (Bevacizumab + Pemetrexed Maintenance),intervention,1.0,2.0,5.0,10.0,14.0,19.0,21.0,Day 1 of every 21-day cycle; includes an additional visit for Vitamin B12 premedication 1 week prior to starting Maintenance Phase.,,2019.0
PMID 31365801 a_Summary_SoE.pdf,Arm A (Ibrutinib + Rituximab),intervention,1.0,4.0,6.0,9.0,10.0,12.0,28.0,Cycle 1 Day 1 (Labs); Cycle 2 Days 1-2 (Rituximab); Cycles 3-7 Day 1 (Rituximab); then every 90 days (Labs).,,2019.0
PMID 31365801 a_Summary_SoE.pdf,Arm B (FCR Chemoimmunotherapy),control,1.0,6.0,13.0,20.0,21.0,23.0,28.0,"Cycles 1-6 Days 1, 2, and 3 (FCR infusions); End of Cycle 6 visit; then every 90 days.",,2019.0
PMID 31371228 CT_Summary_SoE.pdf,Group B (Adjuvant HIPEC + Standard Adjuvant Systemic Chemotherapy),intervention,1.0,4.0,7.0,13.0,13.0,14.0,21.0,"Staged HIPEC (Day 7), Day 14 Labs, followed by 8 cycles of CAPOX every 3 weeks (C1D1, C2D1, etc.) and routine follow-up visits at 3, 6, and 12 months.",,2019.0
PMID 31371228 CT_Summary_SoE.pdf,Group A (Standard Adjuvant Systemic Chemotherapy),control,1.0,1.0,5.0,10.0,11.0,12.0,21.0,"Primary resection followed by 8 cycles of CAPOX every 3 weeks (C1D1, C2D1, etc.) and routine follow-up visits at 3, 6, and 12 months.",,2019.0
PMID 31399378 CT_Summary_SoE.pdf,Arm A (V212 Vaccine),intervention,1.0,1.0,3.0,5.0,5.0,5.0,30.0,"Day 1 (Visit 1), then every ~30 days for 4 doses (Visits 1-4), followed by a post-vaccination visit ~30 days after the last dose (Visit 5).",,2019.0
PMID 31399378 CT_Summary_SoE.pdf,Arm B (Placebo),control,1.0,1.0,3.0,5.0,5.0,5.0,30.0,"Day 1 (Visit 1), then every ~30 days for 4 doses (Visits 1-4), followed by a post-vaccination visit ~30 days after the last dose (Visit 5).",,2019.0
PMID 31454045 a_Summary_SoE.pdf,Regimen A (Single Myeloablative Consolidation),intervention,3.0,12.0,28.0,61.0,83.0,89.0,21.0,Induction cycles (21 days) involve 3-5 days of drug administration followed by lab checks on Day 5/6 and Day 21. Consolidation involves 5 days of myeloablative therapy and 14 days of daily labs during recovery. Radiation is 20 fractions. Maintenance is 1 visit per 28-day cycle.,,2019.0
PMID 31454045 a_Summary_SoE.pdf,Regimen B (Tandem Myeloablative Consolidation),intervention,3.0,12.0,28.0,63.0,104.0,110.0,21.0,"Induction is identical to Arm A. Consolidation involves two separate HSCT procedures (tandem), each with 5-7 days of chemo and 14 days of daily recovery labs. Radiation and Maintenance follow the second HSCT.",,2019.0
PMID 31486832 a_Summary_SoE.pdf,Arm A (Sorafenib plus Doxorubicin),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,"Day 1 of each 21-day cycle for treatment, labs, and clinic assessments. Restaging imaging (CT/MRI) occurs every 2 cycles (6 weeks). MUGA/ECHO occurs every 3 cycles.",,2019.0
PMID 31486832 a_Summary_SoE.pdf,Arm B (Sorafenib alone),control,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle for labs and clinic assessments. Restaging imaging (CT/MRI) occurs every 2 cycles (6 weeks).,,2019.0
PMID 31562799 a_Summary_SoE.pdf,Niraparib (Intervention),intervention,2.0,5.0,7.0,10.0,13.0,17.0,28.0,"Cycle 1: Days 1, 8, 15, 22. Subsequent Cycles: Day 1 only.",,2019.0
PMID 31562799 a_Summary_SoE.pdf,Placebo (Control),control,2.0,5.0,7.0,10.0,13.0,17.0,28.0,"Cycle 1: Days 1, 8, 15, 22. Subsequent Cycles: Day 1 only.",,2019.0
PMID 31566309 a_Summary_SoE.pdf,Triplet Arm (Encorafenib + Binimetinib + Cetuximab),intervention,2.0,5.0,13.0,26.0,39.0,53.0,28.0,"Weekly visits on Days 1, 8, 15, and 22 of every 28-day cycle.",,2019.0
PMID 31566309 a_Summary_SoE.pdf,Doublet Arm (Encorafenib + Cetuximab),intervention,2.0,5.0,13.0,26.0,39.0,53.0,28.0,"Weekly visits on Days 1, 8, 15, and 22 of every 28-day cycle.",,2019.0
PMID 31566309 a_Summary_SoE.pdf,Control Arm (Irinotecan/Cetuximab or FOLFIRI/Cetuximab),control,2.0,5.0,13.0,26.0,39.0,53.0,28.0,"Weekly visits on Days 1, 8, 15, and 22 of every 28-day cycle.",,2019.0
PMID 31582355 a_Summary_SoE.pdf,Nivolumab (ONO-4538),intervention,1.0,4.0,8.0,14.0,21.0,28.0,42.0,"Doses on Days 1, 15, 29 of a 42-day cycle. Day 8 labs in Cycle 1. Day 43 assessment at end of each cycle.",,2019.0
PMID 31582355 a_Summary_SoE.pdf,Docetaxel,control,1.0,3.0,6.0,10.0,14.0,19.0,21.0,Dose on Day 1 of a 21-day cycle. Day 8 labs in Cycle 1. Day 22 assessment at end of each cycle.,,2019.0
PMID 31582355 a_Summary_SoE.pdf,Paclitaxel,control,1.0,5.0,13.0,24.0,36.0,48.0,56.0,Weekly doses for 6 weeks followed by 2 weeks off (8-week cycle). Assessments on Days 43 and 50 of Cycle 1.,,2019.0
PMID 31590988 a_Summary_SoE.pdf,Durvalumab + EP,intervention,1.0,2.0,5.0,8.0,11.0,15.0,21.0,"q3w for 4 cycles (induction), followed by q4w maintenance starting at Day 85.",,2019.0
PMID 31590988 a_Summary_SoE.pdf,Durvalumab + tremelimumab + EP,intervention,1.0,2.0,5.0,8.0,11.0,15.0,21.0,"q3w for 4 cycles (induction), followed by q4w maintenance starting at Day 85.",,2019.0
PMID 31590988 a_Summary_SoE.pdf,EP alone,control,1.0,2.0,5.0,6.0,7.0,9.0,21.0,"q3w for 6 cycles, followed by survival follow-up approximately every 12 weeks.",,2019.0
PMID 31591063 CT a_Summary_SoE.pdf,Arm A (Erlotinib + Ramucirumab),intervention,1.0,3.0,7.0,13.0,20.0,27.0,14.0,Day 1 of every 14-day cycle for IV infusion and assessments.,,2019.0
PMID 31591063 CT a_Summary_SoE.pdf,Arm B (Erlotinib + Placebo),control,1.0,3.0,7.0,13.0,20.0,27.0,14.0,Day 1 of every 14-day cycle for IV placebo infusion and assessments.,,2019.0
PMID 31618129 a_Summary_SoE.pdf,Arm A (Platinum-doublet chemotherapy alone),control,2.0,2.0,5.0,7.0,9.0,10.0,21.0,"Day 1 of each 21-day cycle for 6 cycles, followed by interim follow-up visits every 6-9 weeks.",,2019.0
PMID 31618129 a_Summary_SoE.pdf,Arm B (Platinum-doublet chemotherapy plus Bevacizumab),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle until disease progression.,,2019.0
PMID 31629060 a_Summary_SoE.pdf,Group A (Darbepoetin alfa 500 µg Q3W),intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,"Screening (1 day); Treatment Period: Q3W visits (every 21 days) starting on Day 1 for IP administration, labs, and clinical assessments. Imaging is performed every 9 weeks (Q9W) starting at Week 10.",,2020.0
PMID 31629060 a_Summary_SoE.pdf,Group B (Placebo Q3W),control,1.0,2.0,5.0,9.0,13.0,18.0,21.0,"Screening (1 day); Treatment Period: Q3W visits (every 21 days) starting on Day 1 for Placebo administration, labs, and clinical assessments. Imaging is performed every 9 weeks (Q9W) starting at Week 10.",,2020.0
PMID 31645288 CT_Summary_SoE.pdf,Regional Anesthesia and Analgesia,intervention,1.0,2.0,2.0,2.0,2.0,3.0,0.0,"Screening visit, Surgery (Day 1), Post-operative Day 1 assessment, and Yearly Mammogram (Day ~365).",,2019.0
PMID 31645288 CT_Summary_SoE.pdf,General Anesthesia and Opioid Analgesia,control,1.0,2.0,2.0,2.0,2.0,3.0,0.0,"Screening visit, Surgery (Day 1), Post-operative Day 1 assessment, and Yearly Mammogram (Day ~365).",,2019.0
PMID 31647503 a_Summary_SoE.pdf,Arm A (Pertuzumab + Trastuzumab + Docetaxel),intervention,1.0,3.0,7.0,11.0,15.0,20.0,21.0,Day 1 of each 21-day cycle for treatment. Additional imaging visits (ECHO) on Days 15-21 of Cycles 1 and 3. Pre-surgery MRI on Day 22 of Cycle 4. Surgery occurs between neoadjuvant and adjuvant phases.,,2020.0
PMID 31647503 a_Summary_SoE.pdf,Arm B (Placebo + Trastuzumab + Docetaxel),control,1.0,3.0,7.0,11.0,15.0,20.0,21.0,Day 1 of each 21-day cycle for treatment. Additional imaging visits (ECHO) on Days 15-21 of Cycles 1 and 3. Pre-surgery MRI on Day 22 of Cycle 4. Surgery occurs between neoadjuvant and adjuvant phases.,,2020.0
PMID 31665578 a_Summary_SoE.pdf,ASP2215 Arm (Gilteritinib),intervention,1.0,5.0,8.0,11.0,14.0,19.0,28.0,"Cycle 1: Days 1, 4, 8, 15; Cycle 2: Days 1, 15; Subsequent Cycles: Day 1.",,2019.0
PMID 31665578 a_Summary_SoE.pdf,Salvage Chemotherapy Arm (LoDAC),control,1.0,13.0,38.0,72.0,102.0,134.0,28.0,"Dosing Days 1-10 (LoDAC) or 1-7 (Azacitidine) per cycle; SoA visits on C1D1, 4, 8, 15 and C2D1, 15.",,2019.0
PMID 31679945 a_Summary_SoE.pdf,Arm 1 (Pembrolizumab Monotherapy),intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle.,,2019.0
PMID 31679945 a_Summary_SoE.pdf,Arm 2 (Pembrolizumab plus Chemotherapy),intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle.,,2019.0
PMID 31679945 a_Summary_SoE.pdf,Arm 3 (Cetuximab plus Chemotherapy),control,1.0,5.0,13.0,26.0,39.0,53.0,21.0,"Days 1, 8, and 15 of each 21-day cycle.",,2019.0
PMID 31688884 a_Summary_SoE.pdf,Caspofungin Arm,intervention,1.0,30.0,90.0,151.0,151.0,151.0,30.0,Daily contact for IV infusion (core_treatment) throughout the treatment phase.,,2019.0
PMID 31688884 a_Summary_SoE.pdf,Fluconazole Arm,control,1.0,16.0,48.0,81.0,81.0,81.0,30.0,"Daily contact during chemotherapy (10 days/course), followed by twice-weekly lab contacts during the prophylaxis phase.",,2019.0
PMID 31693129 CT_Summary_SoE.pdf,Arm 1 (Zoledronic Acid),intervention,1.0,1.0,3.0,6.0,7.0,8.0,30.0,"Monthly for the first 6 months, then every 3 months.",,2020.0
PMID 31693129 CT_Summary_SoE.pdf,Arm 2 (Clodronate),intervention,1.0,1.0,3.0,6.0,7.0,8.0,30.0,"Monthly for the first 6 months, then every 3 months.",,2020.0
PMID 31693129 CT_Summary_SoE.pdf,Arm 3 (Ibandronate),intervention,1.0,1.0,3.0,6.0,7.0,8.0,30.0,"Monthly for the first 6 months, then every 3 months.",,2020.0
PMID 31725692 CT_Summary_SoE.pdf,Intervention Group (Acetaminophen and Carbohydrate Loading),intervention,1.0,2.0,2.0,2.0,2.0,2.0,0.0,"1 screening visit, 1 surgery day (Day 1), and 1 follow-up visit (Day 7).",,2020.0
PMID 31725692 CT_Summary_SoE.pdf,Control Group (Usual Perioperative Care),control,1.0,2.0,2.0,2.0,2.0,2.0,0.0,"1 screening visit, 1 surgery day (Day 1), and 1 follow-up visit (Day 7).",,2020.0
PMID 31735560 CT_Summary_SoE.pdf,IPd (Isatuximab + Pomalidomide + Dexamethasone),intervention,1.0,5.0,9.0,15.0,22.0,29.0,28.0,"Cycle 1: Days 1, 8, 15, 22. Subsequent Cycles: Days 1, 15.",,2019.0
PMID 31735560 CT_Summary_SoE.pdf,Pd (Pomalidomide + Dexamethasone),control,1.0,5.0,9.0,15.0,22.0,29.0,28.0,"Cycle 1: Days 1, 8, 15, 22. Subsequent Cycles: Days 1, 15.",,2019.0
PMID 31800611 a_Summary_SoE.pdf,Ketorolac,intervention,1.0,2.0,2.0,2.0,2.0,3.0,0.0,"Screening visit, Surgery/Treatment day (D0), Hospital discharge (D8), and Annual Follow-up (Year 1).",,2019.0
PMID 31800611 a_Summary_SoE.pdf,Placebo,control,1.0,2.0,2.0,2.0,2.0,3.0,0.0,"Screening visit, Surgery/Treatment day (D0), Hospital discharge (D8), and Annual Follow-up (Year 1).",,2019.0
PMID 31806543 CT_Summary_SoE.pdf,Arm A (Denosumab 120 mg),intervention,3.0,5.0,7.0,10.0,11.0,13.0,28.0,"Q4W (every 4 weeks) for 6 months, then Q3M (every 3 months) for 54 months.",,2020.0
PMID 31806543 CT_Summary_SoE.pdf,Arm B (Placebo),control,3.0,5.0,7.0,10.0,11.0,13.0,28.0,"Q4W (every 4 weeks) for 6 months, then Q3M (every 3 months) for 54 months.",,2020.0
PMID 31810797 CT_Summary_SoE.pdf,Tivozanib Hydrochloride,intervention,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"Screening visit, Cycle 1 Day 1, Cycle 1 Day 15, and Day 1 of every subsequent 28-day cycle.",,2020.0
PMID 31810797 CT_Summary_SoE.pdf,Sorafenib,control,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"Screening visit, Cycle 1 Day 1, Cycle 1 Day 15, and Day 1 of every subsequent 28-day cycle.",,2020.0
PMID 31820339 CT_Summary_SoE.pdf,Arm A (Rituximab-Pfizer),intervention,1.0,5.0,5.0,6.0,7.0,9.0,7.0,"4 weekly treatment visits (Days 1, 8, 15, 22), followed by a Week 5 follow-up visit (Day 29), and then follow-up visits approximately every 3 months (Weeks 13, 26, 39, 52).",,2020.0
PMID 31820339 CT_Summary_SoE.pdf,Arm B (Rituximab-EU / MabThera),control,1.0,5.0,5.0,6.0,7.0,9.0,7.0,"4 weekly treatment visits (Days 1, 8, 15, 22), followed by a Week 5 follow-up visit (Day 29), and then follow-up visits approximately every 3 months (Weeks 13, 26, 39, 52).",,2020.0
PMID 31821109 a_Summary_SoE.pdf,Arm 1 (Chemotherapy Alone),control,2.0,3.0,8.0,17.0,17.0,18.0,14.0,"AC (dose-dense) every 2 weeks for 4 cycles, followed by weekly Paclitaxel for 12 doses.",,2020.0
PMID 31821109 a_Summary_SoE.pdf,Arm 2 (Chemotherapy + Trastuzumab),intervention,2.0,3.0,8.0,18.0,22.0,28.0,21.0,"AC (dose-dense) every 2 weeks, followed by weekly Paclitaxel + Trastuzumab for 12 doses, then Trastuzumab alone every 3 weeks.",,2020.0
PMID 31924332 CT_Summary_SoE.pdf,Arm A (Trabectedin + DOXIL),intervention,1.0,6.0,14.0,27.0,40.0,54.0,21.0,"Day 1 (Infusion), Day 8 (Labs), Day 15 (Labs) of each 21-day cycle.",,2020.0
PMID 31924332 CT_Summary_SoE.pdf,Arm B (DOXIL Monotherapy),control,1.0,6.0,14.0,27.0,40.0,54.0,28.0,"Day 1 (Infusion), Day 8 (Labs), Day 15 (Labs), Day 22 (Labs) of each 28-day cycle.",,2020.0
