filename,arm_name,n,median,q1,q3,mean,std,min,max,iqr
PMID 31645288 CT_Summary_SoE.pdf,General Anesthesia (Sevoflurane + Morphine),1,4.0,4.0,4.0,4.0,,4.0,4.0,0.0
PMID 31645288 CT_Summary_SoE.pdf,General Anesthesia and Opioid Analgesia,2,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0
PMID 31645288 CT_Summary_SoE.pdf,Regional Anesthesia (Paravertebral or Thoracic Epidural + Propofol),1,4.0,4.0,4.0,4.0,,4.0,4.0,0.0
PMID 31645288 CT_Summary_SoE.pdf,Regional Anesthesia and Analgesia,2,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0
PMID 31647503 a_Summary_SoE.pdf,Arm A (Pertuzumab + Trastuzumab + Docetaxel),3,22.0,21.0,22.0,21.333333333333332,1.154700538379251,20.0,22.0,1.0
PMID 31647503 a_Summary_SoE.pdf,Arm B (Placebo + Trastuzumab + Docetaxel),3,22.0,21.0,22.0,21.333333333333332,1.154700538379251,20.0,22.0,1.0
PMID 31665578 a_Summary_SoE.pdf,ASP2215 Arm (Gilteritinib),1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 31665578 a_Summary_SoE.pdf,Arm 1 (ASP2215 / Gilteritinib),1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 31665578 a_Summary_SoE.pdf,Arm 2 (Salvage Chemotherapy),1,133.0,133.0,133.0,133.0,,133.0,133.0,0.0
PMID 31665578 a_Summary_SoE.pdf,Arm A (ASP2215),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 31665578 a_Summary_SoE.pdf,Arm B (Salvage Chemotherapy),1,132.0,132.0,132.0,132.0,,132.0,132.0,0.0
PMID 31665578 a_Summary_SoE.pdf,Salvage Chemotherapy Arm (LoDAC),1,134.0,134.0,134.0,134.0,,134.0,134.0,0.0
PMID 31679945 a_Summary_SoE.pdf,Arm 1 (Pembrolizumab Monotherapy),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 31679945 a_Summary_SoE.pdf,Arm 2 (Pembrolizumab plus Chemotherapy),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 31679945 a_Summary_SoE.pdf,Arm 3 (Cetuximab plus Chemotherapy),1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 31679945 a_Summary_SoE.pdf,Cetuximab + Platinum + 5-FU (Standard Treatment),1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 31679945 a_Summary_SoE.pdf,Cetuximab plus Chemotherapy (Standard of Care),1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 31679945 a_Summary_SoE.pdf,Pembrolizumab + Platinum + 5-FU,1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 31679945 a_Summary_SoE.pdf,Pembrolizumab Monotherapy,2,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 31679945 a_Summary_SoE.pdf,Pembrolizumab plus Chemotherapy (Platinum + 5-FU),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 31688884 a_Summary_SoE.pdf,Arm A (Caspofungin),1,88.0,88.0,88.0,88.0,,88.0,88.0,0.0
PMID 31688884 a_Summary_SoE.pdf,Arm B (Fluconazole),1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 31688884 a_Summary_SoE.pdf,Caspofungin Arm,1,151.0,151.0,151.0,151.0,,151.0,151.0,0.0
PMID 31688884 a_Summary_SoE.pdf,Caspofungin Arm (Experimental),1,106.0,106.0,106.0,106.0,,106.0,106.0,0.0
PMID 31688884 a_Summary_SoE.pdf,Fluconazole Arm,1,81.0,81.0,81.0,81.0,,81.0,81.0,0.0
PMID 31688884 a_Summary_SoE.pdf,Fluconazole Arm (Standard),1,31.0,31.0,31.0,31.0,,31.0,31.0,0.0
PMID 31693129 CT_Summary_SoE.pdf,Arm 1 (Zoledronic Acid),3,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0
PMID 31693129 CT_Summary_SoE.pdf,Arm 2 (Clodronate),3,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0
PMID 31693129 CT_Summary_SoE.pdf,Arm 3 (Ibandronate),3,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0
PMID 31725692 CT_Summary_SoE.pdf,Control Group (Usual Perioperative Care),3,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
PMID 31725692 CT_Summary_SoE.pdf,Intervention Group (Acetaminophen and Carbohydrate Loading),3,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
PMID 31735560 CT_Summary_SoE.pdf,Arm A: IPd (Isatuximab + Pomalidomide + Dexamethasone),1,29.0,29.0,29.0,29.0,,29.0,29.0,0.0
PMID 31735560 CT_Summary_SoE.pdf,Arm B: Pd (Pomalidomide + Dexamethasone),1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 31735560 CT_Summary_SoE.pdf,IPd (Isatuximab + Pomalidomide + Dexamethasone),2,29.0,29.0,29.0,29.0,0.0,29.0,29.0,0.0
PMID 31735560 CT_Summary_SoE.pdf,Pd (Pomalidomide + Dexamethasone),2,29.0,29.0,29.0,29.0,0.0,29.0,29.0,0.0
PMID 31800611 a_Summary_SoE.pdf,Arm A (Ketorolac),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 31800611 a_Summary_SoE.pdf,Arm B (Placebo),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 31800611 a_Summary_SoE.pdf,Ketorolac,1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 31800611 a_Summary_SoE.pdf,Ketorolac (30mg ketorolac),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 31800611 a_Summary_SoE.pdf,Placebo,1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 31800611 a_Summary_SoE.pdf,Placebo (3mL 0.9% NaCl),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 31806543 CT_Summary_SoE.pdf,Arm A (Denosumab 120 mg SC),1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 31806543 CT_Summary_SoE.pdf,Arm A (Denosumab 120 mg),1,13.0,13.0,13.0,13.0,,13.0,13.0,0.0
PMID 31806543 CT_Summary_SoE.pdf,Arm B (Matching Placebo SC),1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 31806543 CT_Summary_SoE.pdf,Arm B (Placebo),1,13.0,13.0,13.0,13.0,,13.0,13.0,0.0
PMID 31806543 CT_Summary_SoE.pdf,Denosumab 120 mg,1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 31806543 CT_Summary_SoE.pdf,Matching Placebo,1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 31810797 CT_Summary_SoE.pdf,Sorafenib,3,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 31810797 CT_Summary_SoE.pdf,Tivozanib Hydrochloride,1,15.0,15.0,15.0,15.0,,15.0,15.0,0.0
PMID 31810797 CT_Summary_SoE.pdf,Tivozanib Hydrochloride (AV-951),1,15.0,15.0,15.0,15.0,,15.0,15.0,0.0
PMID 31810797 CT_Summary_SoE.pdf,Tivozanib Hydrochloride (tivozanib),1,15.0,15.0,15.0,15.0,,15.0,15.0,0.0
PMID 31820339 CT_Summary_SoE.pdf,Arm A (PF-05280586 / rituximab-Pfizer),2,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0
PMID 31820339 CT_Summary_SoE.pdf,Arm A (Rituximab-Pfizer),1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 31820339 CT_Summary_SoE.pdf,Arm B (Rituximab-EU / MabThera),1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 31820339 CT_Summary_SoE.pdf,Arm B (rituximab-EU / MabThera),2,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0
PMID 31821109 a_Summary_SoE.pdf,Arm 1 (Chemotherapy Alone - AC→WP),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 31821109 a_Summary_SoE.pdf,Arm 1 (Chemotherapy Alone),2,19.0,18.5,19.5,19.0,1.4142135623730951,18.0,20.0,1.0
PMID 31821109 a_Summary_SoE.pdf,Arm 2 (Chemotherapy + Trastuzumab - AC→WP+H→H),1,28.0,28.0,28.0,28.0,,28.0,28.0,0.0
PMID 31821109 a_Summary_SoE.pdf,Arm 2 (Chemotherapy + Trastuzumab),2,28.5,28.25,28.75,28.5,0.7071067811865476,28.0,29.0,0.5
PMID 31924332 CT_Summary_SoE.pdf,Arm A (Trabectedin + DOXIL),3,54.0,53.5,54.0,53.666666666666664,0.5773502691896263,53.0,54.0,0.5
PMID 31924332 CT_Summary_SoE.pdf,Arm B (DOXIL Monotherapy),3,53.0,53.0,53.5,53.333333333333336,0.5773502691896247,53.0,54.0,0.5
PMID 31935026 a_Summary_SoE.pdf,Arm A (MEAL Program Intervention),3,4.0,4.0,4.5,4.333333333333333,0.5773502691896257,4.0,5.0,0.5
PMID 31935026 a_Summary_SoE.pdf,Arm B (Control - PCF Booklet),1,4.0,4.0,4.0,4.0,,4.0,4.0,0.0
PMID 31935026 a_Summary_SoE.pdf,Arm B (Control Group),1,5.0,5.0,5.0,5.0,,5.0,5.0,0.0
PMID 31935026 a_Summary_SoE.pdf,Arm B (Control),1,4.0,4.0,4.0,4.0,,4.0,4.0,0.0
PMID 32010577 a_Summary_SoE.pdf,Arm A (IBI305 + Paclitaxel/Carboplatin),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 32010577 a_Summary_SoE.pdf,Arm B (Bevacizumab + Paclitaxel/Carboplatin),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 32010577 a_Summary_SoE.pdf,Bevacizumab + Paclitaxel/Carboplatin,2,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 32010577 a_Summary_SoE.pdf,IBI305 + Paclitaxel/Carboplatin,2,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 32031887 CT_Summary_SoE.pdf,Arm 1 (Early Palliative Care),3,14.0,13.5,14.0,13.666666666666666,0.5773502691896258,13.0,14.0,0.5
PMID 32031887 CT_Summary_SoE.pdf,Arm 2 (Standard Oncology Care),3,3.0,3.0,8.5,6.666666666666667,6.3508529610858835,3.0,14.0,5.5
PMID 32058845 a_Summary_SoE.pdf,Arm 1 (WBRT + Memantine),3,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0
PMID 32058845 a_Summary_SoE.pdf,Arm 2 (HA-WBRT + Memantine),3,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0
PMID 32073956 a_Summary_SoE.pdf,Arm A (Olaparib Monotherapy),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32073956 a_Summary_SoE.pdf,Arm B (Physician’s Choice Single Agent Chemotherapy),1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 32073956 a_Summary_SoE.pdf,Olaparib Monotherapy,2,17.0,17.0,17.0,17.0,0.0,17.0,17.0,0.0
PMID 32073956 a_Summary_SoE.pdf,Physician's Choice Chemotherapy (Weekly Paclitaxel),1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 32073956 a_Summary_SoE.pdf,Physician's Choice Single Agent Chemotherapy,1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 32145827 a_Summary_SoE.pdf,Arm 1A (Etoposide plus ART),1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 32145827 a_Summary_SoE.pdf,Arm 1B (Bleomycin and vincristine plus ART),1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 32145827 a_Summary_SoE.pdf,Arm 1C (Paclitaxel plus ART),1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 32145827 a_Summary_SoE.pdf,Bleomycin and vincristine plus ART,1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 32145827 a_Summary_SoE.pdf,Bleomycin and vincristine plus ART (BV+ART),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 32145827 a_Summary_SoE.pdf,Etoposide plus ART,1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 32145827 a_Summary_SoE.pdf,Etoposide plus ART (ET+ART),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 32145827 a_Summary_SoE.pdf,Paclitaxel plus ART,1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 32145827 a_Summary_SoE.pdf,Paclitaxel plus ART (PTX+ART),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Arm 1: Durvalumab Monotherapy,1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Arm 2: Durvalumab + Tremelimumab,1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Arm 3: Tremelimumab Monotherapy,1,11.0,11.0,11.0,11.0,,11.0,11.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Arm 4: Standard of Care (SoC),1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Durvalumab + Tremelimumab,1,21.0,21.0,21.0,21.0,,21.0,21.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Durvalumab + Tremelimumab Combination,1,21.0,21.0,21.0,21.0,,21.0,21.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Durvalumab Monotherapy,1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Durvalumab monotherapy,1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Standard of Care (SoC),1,52.0,52.0,52.0,52.0,,52.0,52.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Standard of Care (SoC: Gemcitabine regimen),1,40.0,40.0,40.0,40.0,,40.0,40.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Tremelimumab Monotherapy,1,11.0,11.0,11.0,11.0,,11.0,11.0,0.0
PMID 32201234 a_Summary_SoE.pdf,Tremelimumab monotherapy,1,11.0,11.0,11.0,11.0,,11.0,11.0,0.0
PMID 32213342 a_Summary_SoE.pdf,Arm A (Dara-SC),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 32213342 a_Summary_SoE.pdf,Arm A (Dara-SC: Subcutaneous Daratumumab),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 32213342 a_Summary_SoE.pdf,Arm B (Dara-IV),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 32213342 a_Summary_SoE.pdf,Arm B (Dara-IV: Intravenous Daratumumab),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 32213342 a_Summary_SoE.pdf,Dara-IV (Intravenous Daratumumab),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 32213342 a_Summary_SoE.pdf,Dara-SC (Subcutaneous Daratumumab),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 32259228 a_Summary_SoE.pdf,Arm A (Doxorubicin + Olaratumab),1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 32259228 a_Summary_SoE.pdf,Arm A (Doxorubicin plus Olaratumab),2,36.0,36.0,36.0,36.0,0.0,36.0,36.0,0.0
PMID 32259228 a_Summary_SoE.pdf,Arm B (Doxorubicin + Placebo),1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 32259228 a_Summary_SoE.pdf,Arm B (Doxorubicin plus Placebo),2,36.0,36.0,36.0,36.0,0.0,36.0,36.0,0.0
PMID 32271377 a_Summary_SoE.pdf,Arm A (MEDI4736 + tremelimumab),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32271377 a_Summary_SoE.pdf,Arm B (MEDI4736 monotherapy),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32271377 a_Summary_SoE.pdf,Arm C (Standard of Care Platinum-Based Chemotherapy),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 32271377 a_Summary_SoE.pdf,MEDI4736 + tremelimumab Combination Therapy,1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32271377 a_Summary_SoE.pdf,MEDI4736 + tremelimumab combination therapy,1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32271377 a_Summary_SoE.pdf,MEDI4736 Monotherapy,1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32271377 a_Summary_SoE.pdf,MEDI4736 monotherapy,1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32271377 a_Summary_SoE.pdf,Standard of Care (SoC) Platinum-Based Chemotherapy,2,26.5,22.25,30.75,26.5,12.020815280171307,18.0,35.0,8.5
PMID 32294530 CT_Summary_SoE.pdf,Arm 1 (MEDI4736 Monotherapy),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32294530 CT_Summary_SoE.pdf,Arm 1: MEDI4736 monotherapy,1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32294530 CT_Summary_SoE.pdf,Arm 2 (MEDI4736 + Tremelimumab Combination),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32294530 CT_Summary_SoE.pdf,Arm 2: MEDI4736 + tremelimumab combination therapy,1,23.0,23.0,23.0,23.0,,23.0,23.0,0.0
PMID 32294530 CT_Summary_SoE.pdf,Arm 3 (Standard of Care),1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 32294530 CT_Summary_SoE.pdf,Arm 3: Standard of Care (SoC) therapy,1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 32294530 CT_Summary_SoE.pdf,MEDI4736 + Tremelimumab Combination,1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32294530 CT_Summary_SoE.pdf,MEDI4736 Monotherapy (Durvalumab),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32294530 CT_Summary_SoE.pdf,Standard of Care (SoC),1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 32302702 CT_Summary_SoE.pdf,Arm A (Atezolizumab + Carboplatin + Paclitaxel),3,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 32302702 CT_Summary_SoE.pdf,Arm B (Atezolizumab + Carboplatin + nab-Paclitaxel),3,26.0,26.0,28.0,27.333333333333332,2.3094010767585034,26.0,30.0,2.0
PMID 32302702 CT_Summary_SoE.pdf,Arm C (Carboplatin + nab-Paclitaxel),3,20.0,19.0,22.0,20.666666666666668,3.055050463303893,18.0,24.0,3.0
PMID 32305093 a_Summary_SoE.pdf,Acalabrutinib Monotherapy,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
PMID 32305093 a_Summary_SoE.pdf,Acalabrutinib-Obinutuzumab,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
PMID 32305093 a_Summary_SoE.pdf,Obinutuzumab-Chlorambucil,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
PMID 32305093 a_Summary_SoE.pdf,acalabrutinib monotherapy,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
PMID 32305093 a_Summary_SoE.pdf,acalabrutinib-obinutuzumab,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
PMID 32305093 a_Summary_SoE.pdf,obinutuzumab-chlorambucil,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
PMID 32343890 a_Summary_SoE.pdf,Arm A (Olaparib),3,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0
PMID 32343890 a_Summary_SoE.pdf,Arm B (Investigator's Choice: Enzalutamide or Abiraterone Acetate),1,10.0,10.0,10.0,10.0,,10.0,10.0,0.0
PMID 32343890 a_Summary_SoE.pdf,Arm B (Investigator's Choice: Enzalutamide or Abiraterone),1,10.0,10.0,10.0,10.0,,10.0,10.0,0.0
PMID 32343890 a_Summary_SoE.pdf,Arm B (Investigator's choice of enzalutamide or abiraterone acetate),1,10.0,10.0,10.0,10.0,,10.0,10.0,0.0
PMID 32372176 CT_Summary_SoE.pdf,Arm A (Testosterone Topical Gel),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 32372176 CT_Summary_SoE.pdf,Arm B (Placebo Topical Gel),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 32372176 CT_Summary_SoE.pdf,Arm C (Testosterone Subcutaneous Pellet),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 32372176 CT_Summary_SoE.pdf,Arm D (Placebo Subcutaneous Pellet),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 32372176 CT_Summary_SoE.pdf,Placebo (Pellet or Topical Gel),1,5.0,5.0,5.0,5.0,,5.0,5.0,0.0
PMID 32372176 CT_Summary_SoE.pdf,Placebo (Topical Gel),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 32372176 CT_Summary_SoE.pdf,Testosterone (Pellet or Topical Gel),1,5.0,5.0,5.0,5.0,,5.0,5.0,0.0
PMID 32372176 CT_Summary_SoE.pdf,Testosterone (Topical Gel),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 32379269 a_Summary_SoE.pdf,Arm 1 (Olanzapine 5.0 mg/day),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 32379269 a_Summary_SoE.pdf,Arm 2 (Placebo),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 32379269 a_Summary_SoE.pdf,Olanzapine,1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 32379269 a_Summary_SoE.pdf,Olanzapine (5.0 mg/day),1,1.0,1.0,1.0,1.0,,1.0,1.0,0.0
PMID 32379269 a_Summary_SoE.pdf,Placebo,2,1.5,1.25,1.75,1.5,0.7071067811865476,1.0,2.0,0.5
PMID 32402160 a_Summary_SoE.pdf,Arm A (Atezolizumab + Bevacizumab),3,18.0,18.0,22.0,20.666666666666668,4.618802153517006,18.0,26.0,4.0
PMID 32402160 a_Summary_SoE.pdf,Arm B (Sorafenib),3,18.0,18.0,22.0,20.666666666666668,4.618802153517006,18.0,26.0,4.0
PMID 32416072 CT a_Summary_SoE.pdf,Arm A (AG-120 / Ivosidenib),3,20.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0
PMID 32416072 CT a_Summary_SoE.pdf,Arm B (Placebo),3,20.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0
PMID 32416073 CT_Summary_SoE.pdf,Arm A (SHR-1210),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32416073 CT_Summary_SoE.pdf,Arm B (Docetaxel),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 32416073 CT_Summary_SoE.pdf,Arm C (Irinotecan),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32416073 CT_Summary_SoE.pdf,Control Arm (Docetaxel),2,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 32416073 CT_Summary_SoE.pdf,Control Arm (Irinotecan),2,27.0,27.0,27.0,27.0,0.0,27.0,27.0,0.0
PMID 32416073 CT_Summary_SoE.pdf,Investigational Arm (SHR-1210),2,27.0,27.0,27.0,27.0,0.0,27.0,27.0,0.0
PMID 32416780 a_Summary_SoE.pdf,Arm A (Atezolizumab + Platinum-based Chemotherapy),1,38.0,38.0,38.0,38.0,,38.0,38.0,0.0
PMID 32416780 a_Summary_SoE.pdf,Arm A (Atezolizumab + Platinum/Gemcitabine),2,38.0,38.0,38.0,38.0,0.0,38.0,38.0,0.0
PMID 32416780 a_Summary_SoE.pdf,Arm B (Atezolizumab Monotherapy),3,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 32416780 a_Summary_SoE.pdf,Arm C (Placebo + Platinum-based Chemotherapy),1,38.0,38.0,38.0,38.0,,38.0,38.0,0.0
PMID 32416780 a_Summary_SoE.pdf,Arm C (Placebo + Platinum/Gemcitabine),2,38.0,38.0,38.0,38.0,0.0,38.0,38.0,0.0
PMID 32437507 a_Summary_SoE.pdf,Arm A (Nivolumab Monotherapy),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32437507 a_Summary_SoE.pdf,Arm A: Nivolumab Monotherapy (Cohort 2),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32437507 a_Summary_SoE.pdf,Arm B (Bevacizumab Monotherapy),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32437507 a_Summary_SoE.pdf,Arm B: Bevacizumab Monotherapy (Cohort 2),2,27.0,27.0,27.0,27.0,0.0,27.0,27.0,0.0
PMID 32437507 a_Summary_SoE.pdf,Arm C (Nivolumab + Ipilimumab Combination),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 32437507 a_Summary_SoE.pdf,Arm C: Nivolumab + Ipilimumab (Cohort 1/1b),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 32437507 a_Summary_SoE.pdf,Arm N+I: Nivolumab + Ipilimumab (Cohort 1/1b),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 32437507 a_Summary_SoE.pdf,Arm N: Nivolumab Monotherapy (Cohort 2),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 32459600 a_Summary_SoE.pdf,Arm A (Acalabrutinib Monotherapy),1,16.0,16.0,16.0,16.0,,16.0,16.0,0.0
PMID 32459600 a_Summary_SoE.pdf,Arm A (Acalabrutinib monotherapy),2,16.0,16.0,16.0,16.0,0.0,16.0,16.0,0.0
PMID 32459600 a_Summary_SoE.pdf,Arm B (Bendamustine + Rituximab),1,16.0,16.0,16.0,16.0,,16.0,16.0,0.0
PMID 32459600 a_Summary_SoE.pdf,Arm B (Bendamustine plus Rituximab),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32459600 a_Summary_SoE.pdf,Arm B (Idelalisib plus Rituximab),1,16.0,16.0,16.0,16.0,,16.0,16.0,0.0
PMID 32459600 a_Summary_SoE.pdf,Arm B (Investigator's Choice: Bendamustine + Rituximab),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32460997 CT_Summary_SoE.pdf,Arm 1: Regimen 1 (IV Pulse Actinomycin-D),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 32460997 CT_Summary_SoE.pdf,Arm 2: Regimen 2 (Multi-day Methotrexate),1,104.0,104.0,104.0,104.0,,104.0,104.0,0.0
PMID 32460997 CT_Summary_SoE.pdf,Regimen 1 (IV pulse actinomycin-D),1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 32460997 CT_Summary_SoE.pdf,Regimen 1: IV Pulse Actinomycin-D,1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32460997 CT_Summary_SoE.pdf,Regimen 2 (IV methotrexate 5-day),1,71.0,71.0,71.0,71.0,,71.0,71.0,0.0
PMID 32460997 CT_Summary_SoE.pdf,Regimen 2: IM Methotrexate (8-day regimen),1,38.0,38.0,38.0,38.0,,38.0,38.0,0.0
PMID 32460997 CT_Summary_SoE.pdf,Regimen 2: IV Methotrexate (5-day regimen),1,45.0,45.0,45.0,45.0,,45.0,45.0,0.0
PMID 32469183 a_Summary_SoE.pdf,Arm A (Oral Relugolix),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 32469183 a_Summary_SoE.pdf,Arm A (Relugolix),2,16.5,16.25,16.75,16.5,0.7071067811865476,16.0,17.0,0.5
