filename,intervention_type,pos_idx,core_treatment_screening,core_treatment_1_month,core_treatment_3_months,core_treatment_6_months,core_treatment_9_months,core_treatment_12_months,imaging_diagnostics_screening,imaging_diagnostics_1_month,imaging_diagnostics_3_months,imaging_diagnostics_6_months,imaging_diagnostics_9_months,imaging_diagnostics_12_months,labs_screening,labs_1_month,labs_3_months,labs_6_months,labs_9_months,labs_12_months,clinic_visits_screening,clinic_visits_1_month,clinic_visits_3_months,clinic_visits_6_months,clinic_visits_9_months,clinic_visits_12_months,total_screening,total_1_month,total_3_months,total_6_months,total_9_months,total_12_months,n_runs,sponsor_binary,disease_site,treatment_modality,start_year,pct_core_treatment,pct_imaging_diagnostics,pct_labs,pct_clinic_visits,pct_research
PMID 31693129 CT_Summary_SoE.pdf,control,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.5,0.5,0.5,2.5,4.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,7.0,8.0,2,Non-Industry,Breast,Other,2005,6.25,18.75,75.0,0.0,93.75
PMID 31693129 CT_Summary_SoE.pdf,intervention,0,0.0,1.0,3.0,6.0,7.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,7.0,8.0,2,Non-Industry,Breast,Other,2005,100.0,0.0,0.0,0.0,0.0
PMID 31693129 CT_Summary_SoE.pdf,intervention,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.5,0.5,0.5,2.5,4.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,7.0,8.0,2,Non-Industry,Breast,Other,2005,6.25,18.75,75.0,0.0,93.75
PMID 31725692 CT_Summary_SoE.pdf,control,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,Non-Industry,Skin,Other,2016,50.0,0.0,0.0,50.0,0.0
PMID 31725692 CT_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,Non-Industry,Skin,Other,2016,50.0,0.0,0.0,50.0,0.0
PMID 31735560 CT_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,2.0,2.5,3.5,0.5,4.0,7.5,11.5,16.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,9.0,13.5,18.5,24.0,2,Industry,Heme,Targeted Therapy,2016,0.0,14.583333333333334,85.41666666666666,0.0,99.99999999999999
PMID 31735560 CT_Summary_SoE.pdf,intervention,0,0.0,5.0,9.0,15.0,21.5,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,9.0,15.0,21.5,29.0,2,Industry,Heme,Targeted Therapy,2016,100.0,0.0,0.0,0.0,0.0
PMID 31800611 a_Summary_SoE.pdf,control,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2,Non-Industry,Breast,Other,2013,33.33333333333333,33.33333333333333,33.33333333333333,0.0,66.66666666666666
PMID 31800611 a_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2,Non-Industry,Breast,Other,2013,33.33333333333333,33.33333333333333,33.33333333333333,0.0,66.66666666666666
PMID 31806543 CT_Summary_SoE.pdf,control,0,0.0,2.0,4.0,7.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.5,2.0,4.0,7.0,8.0,9.0,2,Industry,Breast,Targeted Therapy,2010,100.0,0.0,0.0,0.0,0.0
PMID 31806543 CT_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.5,2.0,4.0,7.0,8.0,9.0,2,Industry,Breast,Targeted Therapy,2010,100.0,0.0,0.0,0.0,0.0
PMID 31810797 CT_Summary_SoE.pdf,control,0,0.0,3.0,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,11.0,15.0,2,Industry,GU,Targeted Therapy,2016,100.0,0.0,0.0,0.0,0.0
PMID 31810797 CT_Summary_SoE.pdf,intervention,0,0.0,3.0,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,11.0,15.0,2,Industry,GU,Targeted Therapy,2016,100.0,0.0,0.0,0.0,0.0
PMID 31820339 CT_Summary_SoE.pdf,control,0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,1.5,3.0,0.0,1.0,1.5,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.5,6.5,7.5,9.0,2,Industry,Heme,Targeted Therapy,2014,44.44444444444444,33.33333333333333,22.22222222222222,0.0,55.55555555555555
PMID 31820339 CT_Summary_SoE.pdf,intervention,0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,1.5,3.0,0.0,1.0,1.5,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.5,6.5,7.5,9.0,2,Industry,Heme,Targeted Therapy,2014,44.44444444444444,33.33333333333333,22.22222222222222,0.0,55.55555555555555
PMID 31821109 a_Summary_SoE.pdf,control,0,0.0,3.0,8.0,16.0,16.0,16.0,1.0,0.5,0.5,0.5,0.5,1.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,2.5,4.0,9.0,18.0,18.0,19.0,2,Industry,Breast,Targeted Therapy,2011,84.21052631578947,7.894736842105263,2.631578947368421,5.263157894736842,10.526315789473683
PMID 31821109 a_Summary_SoE.pdf,intervention,0,0.0,3.0,8.0,18.0,22.0,27.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,4.0,9.0,19.0,23.0,28.5,2,Industry,Breast,Targeted Therapy,2011,94.73684210526315,3.508771929824561,1.7543859649122806,0.0,5.263157894736842
PMID 31924332 CT_Summary_SoE.pdf,control,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,19.0,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,26.0,39.0,53.0,2,Industry,GYN,Chemotherapy,2013,26.41509433962264,0.0,73.58490566037736,0.0,73.58490566037736
PMID 31924332 CT_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,8.5,17.5,26.5,35.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,13.5,26.5,39.5,53.5,2,Industry,GYN,Chemotherapy,2013,33.64485981308411,0.0,66.35514018691589,0.0,66.35514018691589
PMID 31935026 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,2.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,2.5,3.5,4.5,2,Non-Industry,GU,Other,2011,0.0,0.0,100.0,0.0,100.0
PMID 31935026 a_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,2.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,2.5,3.5,4.5,2,Non-Industry,GU,Other,2011,0.0,0.0,100.0,0.0,100.0
PMID 32010577 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,18.0,2,Industry,Thor,Targeted Therapy,2016,100.0,0.0,0.0,0.0,0.0
PMID 32010577 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,18.0,2,Industry,Thor,Targeted Therapy,2016,100.0,0.0,0.0,0.0,0.0
PMID 32031887 CT_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,3.0,2,Non-Industry,Multiple,Other,2015,0.0,0.0,0.0,100.0,0.0
PMID 32031887 CT_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.5,6.5,9.5,13.5,1.0,1.0,3.5,6.5,9.5,13.5,2,Non-Industry,Multiple,Other,2015,0.0,0.0,0.0,100.0,0.0
PMID 32058845 a_Summary_SoE.pdf,control,0,0.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.5,2.0,2.0,3.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,11.0,13.0,13.0,14.0,2,Non-Industry,CNS,Radiation,2015,71.42857142857143,21.428571428571427,7.142857142857142,0.0,28.57142857142857
PMID 32058845 a_Summary_SoE.pdf,intervention,0,0.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.5,2.0,2.0,3.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,11.0,13.0,13.0,14.0,2,Non-Industry,CNS,Radiation,2015,71.42857142857143,21.428571428571427,7.142857142857142,0.0,28.57142857142857
PMID 32073956 a_Summary_SoE.pdf,control,0,0.0,5.0,13.0,26.0,39.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,13.0,26.0,39.0,53.0,2,Industry,GYN,Targeted Therapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 32073956 a_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,7.0,0.5,4.0,5.0,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,7.0,10.0,13.0,17.0,2,Industry,GYN,Targeted Therapy,2015,0.0,41.17647058823529,58.82352941176471,0.0,100.0
PMID 32145827 a_Summary_SoE.pdf,control,0,0.0,3.0,7.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,13.0,13.0,14.0,2,Non-Industry,GI,Chemotherapy,2013,89.28571428571429,0.0,10.714285714285714,0.0,10.714285714285714
PMID 32145827 a_Summary_SoE.pdf,intervention,0,0.0,3.0,7.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,13.0,13.0,14.0,2,Non-Industry,GI,Chemotherapy,2013,89.28571428571429,0.0,10.714285714285714,0.0,10.714285714285714
PMID 32145827 a_Summary_SoE.pdf,intervention,1,0.0,3.0,7.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,13.0,13.0,14.0,2,Non-Industry,GI,Chemotherapy,2013,89.28571428571429,0.0,10.714285714285714,0.0,10.714285714285714
PMID 32201234 a_Summary_SoE.pdf,control,0,0.0,5.0,13.0,26.0,39.0,52.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,5.0,13.0,26.0,39.0,52.5,2,Industry,Thor,Immunotherapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 32201234 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,8.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,2.0,4.0,7.0,9.0,11.0,2,Industry,Thor,Immunotherapy,2015,81.81818181818183,18.181818181818183,0.0,0.0,18.181818181818183
PMID 32201234 a_Summary_SoE.pdf,intervention,1,0.0,2.0,4.0,10.0,17.0,22.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,2.0,4.0,10.0,17.5,22.5,2,Industry,Thor,Immunotherapy,2015,97.77777777777777,2.2222222222222223,0.0,0.0,2.2222222222222223
PMID 32201234 a_Summary_SoE.pdf,intervention,2,0.0,3.0,7.0,13.0,20.0,26.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,3.0,7.0,13.0,20.0,26.5,2,Industry,Thor,Immunotherapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 32213342 a_Summary_SoE.pdf,control,0,0.0,5.0,11.0,17.0,20.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,17.0,20.0,24.0,2,Industry,Heme,Other,2017,100.0,0.0,0.0,0.0,0.0
PMID 32213342 a_Summary_SoE.pdf,intervention,0,0.0,5.0,11.0,17.0,20.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,6.0,13.0,19.0,22.0,26.0,2,Industry,Heme,Other,2017,92.3076923076923,0.0,7.6923076923076925,0.0,7.6923076923076925
PMID 32259228 a_Summary_SoE.pdf,control,0,0.0,4.0,9.0,18.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,18.0,26.0,36.0,2,Industry,Other,Targeted Therapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 32259228 a_Summary_SoE.pdf,intervention,0,0.0,4.0,9.0,18.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,18.0,26.0,36.0,2,Industry,Other,Targeted Therapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 32271377 a_Summary_SoE.pdf,control,0,0.0,3.0,7.0,13.5,19.5,26.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,13.5,19.5,26.5,2,Industry,Thor,Immunotherapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 32271377 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,13.0,0.5,0.0,1.0,2.0,3.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,17.0,2,Industry,Thor,Immunotherapy,2015,76.47058823529412,23.52941176470588,0.0,0.0,23.52941176470588
PMID 32271377 a_Summary_SoE.pdf,intervention,1,0.0,2.0,4.0,7.0,10.0,13.0,0.5,0.0,1.0,2.0,3.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,17.0,2,Industry,Thor,Immunotherapy,2015,76.47058823529412,23.52941176470588,0.0,0.0,23.52941176470588
PMID 32294530 CT_Summary_SoE.pdf,control,0,0.0,5.0,13.0,26.0,39.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,26.0,39.0,53.0,2,Industry,HN,Immunotherapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 32294530 CT_Summary_SoE.pdf,intervention,0,0.0,2.5,5.5,11.0,18.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,2.5,5.5,11.0,18.0,25.0,2,Industry,HN,Immunotherapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 32294530 CT_Summary_SoE.pdf,intervention,1,0.0,2.5,5.5,11.0,18.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,2.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,13.0,20.0,27.0,2,Industry,HN,Immunotherapy,2015,92.5925925925926,0.0,7.4074074074074066,0.0,7.4074074074074066
PMID 32302702 CT_Summary_SoE.pdf,control,0,0.0,5.0,12.0,12.0,12.0,12.0,1.0,0.0,1.0,3.0,5.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,13.0,15.0,17.0,19.0,2,Industry,Thor,Immunotherapy,2015,63.1578947368421,36.84210526315789,0.0,0.0,36.84210526315789
PMID 32302702 CT_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,5.0,9.0,13.0,18.0,2,Industry,Thor,Immunotherapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 32302702 CT_Summary_SoE.pdf,intervention,1,0.0,5.0,13.0,17.0,21.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,13.0,17.0,21.0,26.0,2,Industry,Thor,Immunotherapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 32305093 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Industry,Heme,Targeted Therapy,2015,0.0,0.0,0.0,0.0,0.0
PMID 32305093 a_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Industry,Heme,Targeted Therapy,2015,0.0,0.0,0.0,0.0,0.0
PMID 32305093 a_Summary_SoE.pdf,intervention,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Industry,Heme,Targeted Therapy,2015,0.0,0.0,0.0,0.0,0.0
PMID 32343890 a_Summary_SoE.pdf,control,0,0.0,1.0,2.0,3.5,4.0,5.0,1.0,0.5,1.0,2.0,2.5,3.5,1.0,0.5,1.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,8.0,10.0,2,Industry,GU,Targeted Therapy,2017,50.0,35.0,15.0,0.0,50.0
PMID 32343890 a_Summary_SoE.pdf,intervention,0,0.0,1.0,2.0,3.5,4.0,5.0,1.0,0.5,1.0,2.0,2.5,3.5,1.0,0.5,1.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,8.0,10.0,2,Industry,GU,Targeted Therapy,2017,50.0,35.0,15.0,0.0,50.0
PMID 32372176 CT_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.5,2.5,2.5,2.5,1.5,1.0,2.0,3.0,3.0,3.0,2,Non-Industry,Breast,Other,2013,0.0,0.0,16.666666666666664,83.33333333333334,16.666666666666664
PMID 32372176 CT_Summary_SoE.pdf,control,1,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1,Non-Industry,Breast,Other,2013,66.66666666666666,0.0,0.0,33.33333333333333,0.0
PMID 32372176 CT_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.5,2.5,2.5,2.5,1.5,1.0,2.0,3.0,3.0,3.0,2,Non-Industry,Breast,Other,2013,0.0,0.0,16.666666666666664,83.33333333333334,16.666666666666664
PMID 32372176 CT_Summary_SoE.pdf,intervention,1,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1,Non-Industry,Breast,Other,2013,66.66666666666666,0.0,0.0,33.33333333333333,0.0
PMID 32379269 a_Summary_SoE.pdf,control,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,Non-Industry,Other,Other,2017,50.0,0.0,0.0,50.0,0.0
PMID 32379269 a_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,Non-Industry,Other,Other,2017,50.0,0.0,0.0,50.0,0.0
PMID 32402160 a_Summary_SoE.pdf,control,0,0.0,1.0,2.5,4.5,6.5,9.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,1.5,2.5,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2,Industry,GI,Immunotherapy,2018,50.0,22.22222222222222,27.77777777777778,0.0,50.0
PMID 32402160 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2,Industry,GI,Immunotherapy,2018,100.0,0.0,0.0,0.0,0.0
PMID 32416072 CT a_Summary_SoE.pdf,control,0,0.0,2.0,3.0,4.5,6.0,8.0,1.5,1.0,3.0,5.5,8.0,11.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,11.0,15.0,20.0,2,Industry,GI,Other,2017,40.0,55.00000000000001,5.0,0.0,60.00000000000001
PMID 32416072 CT a_Summary_SoE.pdf,intervention,0,0.0,2.0,3.0,4.5,6.0,8.0,1.5,1.0,3.0,5.5,8.0,11.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,11.0,15.0,20.0,2,Industry,GI,Other,2017,40.0,55.00000000000001,5.0,0.0,60.00000000000001
PMID 32416073 CT_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2,Industry,GI,Immunotherapy,2017,100.0,0.0,0.0,0.0,0.0
PMID 32416073 CT_Summary_SoE.pdf,control,1,0.0,3.0,7.0,13.0,20.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,13.0,20.0,27.0,2,Industry,GI,Immunotherapy,2017,100.0,0.0,0.0,0.0,0.0
PMID 32416073 CT_Summary_SoE.pdf,intervention,0,0.0,3.0,7.0,13.0,20.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,13.0,20.0,27.0,2,Industry,GI,Immunotherapy,2017,100.0,0.0,0.0,0.0,0.0
PMID 32416780 a_Summary_SoE.pdf,control,0,0.0,4.0,9.0,18.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,20.0,28.0,38.0,2,Industry,GU,Immunotherapy,2016,94.73684210526315,0.0,5.263157894736842,0.0,5.263157894736842
PMID 32416780 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2,Industry,GU,Immunotherapy,2016,100.0,0.0,0.0,0.0,0.0
PMID 32416780 a_Summary_SoE.pdf,intervention,1,0.0,4.0,9.0,18.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,20.0,28.0,38.0,2,Industry,GU,Immunotherapy,2016,94.73684210526315,0.0,5.263157894736842,0.0,5.263157894736842
