filename,intervention_screening,intervention_1_month,intervention_3_months,intervention_6_months,intervention_9_months,intervention_12_months,intervention_intensity,intervention_cycle_length,control_screening,control_1_month,control_3_months,control_6_months,control_9_months,control_12_months,control_intensity,control_cycle_length,delta_screening,delta_1_month,delta_3_months,delta_6_months,delta_9_months,delta_12_months,delta_intensity,pmid,publication_year
PMID 28249141 a_Summary_SoE.pdf,2.0,6.0,15.0,28.0,36.0,42.0,3.5,42.0,2.0,6.0,16.0,27.0,30.0,34.0,2.8333333333333335,28.0,0.0,0.0,-1.0,1.0,6.0,8.0,0.6666666666666665,28249141.0,2017.0
PMID 28257752 CT_Summary_SoE.pdf,1.0,5.0,9.0,12.0,14.0,16.0,1.3333333333333333,7.0,1.0,5.0,9.0,12.0,14.0,16.0,1.3333333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28257752.0,2017.0
PMID 28296618 a_Summary_SoE.pdf,2.0,16.0,21.0,28.0,34.0,41.0,3.4166666666666665,28.0,2.0,16.0,18.0,19.0,20.0,21.0,1.75,21.0,0.0,0.0,3.0,9.0,14.0,20.0,1.6666666666666665,28296618.0,2017.0
PMID 28380315 a_Summary_SoE.pdf,1.0,10.0,18.0,21.0,21.0,22.0,1.8333333333333333,0.0,1.0,11.0,19.0,22.0,22.0,23.0,1.9166666666666667,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.08333333333333348,28380315.0,2017.0
PMID 28384065 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28384065.0,2017.0
PMID 28438473 a_Summary_SoE.pdf,2.0,7.0,15.0,27.0,31.0,36.0,3.0,21.0,2.0,7.0,15.0,27.0,28.0,29.0,2.4166666666666665,21.0,0.0,0.0,0.0,0.0,3.0,7.0,0.5833333333333335,28438473.0,2017.0
PMID 28492898 CT_Summary_SoE.pdf,1.0,6.0,12.0,17.0,21.0,26.0,2.1666666666666665,21.0,1.0,6.0,12.0,17.0,21.0,26.0,2.1666666666666665,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28492898.0,2017.0
PMID 28501140 CT_Summary_SoE.pdf,2.0,2.0,3.0,5.0,6.0,8.0,0.6666666666666666,56.0,2.0,2.0,3.0,5.0,6.0,8.0,0.6666666666666666,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28501140.0,2017.0
PMID 28578601 a_Summary_SoE.pdf,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,2.0,5.0,10.0,19.0,27.0,37.0,3.0833333333333335,21.0,0.0,-1.0,-3.0,-8.0,-12.0,-17.0,-1.4166666666666667,28578601.0,2017.0
PMID 28578607 a_Summary_SoE.pdf,2.0,3.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,2.0,3.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28578607.0,2017.0
PMID 28580882 a_Summary_SoE.pdf,2.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,2.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28580882.0,2017.0
PMID 28581356 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28581356.0,2017.0
PMID 28600132 CT_Summary_SoE.pdf,1.0,4.0,9.0,13.0,17.0,21.0,1.75,21.0,1.0,2.0,5.0,9.0,13.0,17.0,1.4166666666666667,21.0,0.0,2.0,4.0,4.0,4.0,4.0,0.33333333333333326,28600132.0,2017.0
PMID 28632865 a_Summary_SoE.pdf,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,56.0,2.0,3.0,7.0,13.0,20.0,27.0,2.25,56.0,0.0,2.0,6.0,13.0,19.0,26.0,2.166666666666667,28632865.0,2017.0
PMID 28636851 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,2.0,4.0,9.0,15.0,18.0,21.0,1.75,21.0,0.0,-1.0,-2.0,-2.0,2.0,6.0,0.5,28636851.0,2017.0
PMID 28644114 a_Summary_SoE.pdf,2.0,13.0,30.0,48.0,56.0,66.0,5.5,28.0,2.0,13.0,30.0,48.0,56.0,66.0,5.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28644114.0,2017.0
PMID 28687830 a_Summary_SoE.pdf,3.0,22.0,29.0,30.0,31.0,32.0,2.6666666666666665,7.0,3.0,22.0,29.0,30.0,31.0,32.0,2.6666666666666665,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28687830.0,2017.0
PMID 28746153 CT_Summary_SoE.pdf,1.0,8.0,8.0,8.0,8.0,8.0,0.6666666666666666,0.0,1.0,8.0,8.0,8.0,8.0,8.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28746153.0,2017.0
PMID 28753384 a_Summary_SoE.pdf,2.0,5.0,11.0,15.0,19.0,24.0,2.0,21.0,2.0,5.0,11.0,15.0,19.0,24.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28753384.0,2017.0
PMID 28754483 CT_Summary_SoE.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28754483.0,2017.0
PMID 28796588 a_Summary_SoE.pdf,2.0,4.0,8.0,12.0,13.0,14.0,1.1666666666666667,21.0,2.0,2.0,6.0,10.0,11.0,12.0,1.0,21.0,0.0,2.0,2.0,2.0,2.0,2.0,0.16666666666666674,28796588.0,2017.0
PMID 28809610 a_Summary_SoE.pdf,2.0,5.0,11.0,15.0,18.0,20.0,1.6666666666666667,21.0,2.0,5.0,11.0,15.0,18.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28809610.0,2017.0
PMID 28854067 a_Summary_SoE.pdf,1.0,2.0,5.0,8.0,9.0,10.0,0.8333333333333334,21.0,1.0,2.0,5.0,8.0,9.0,10.0,0.8333333333333334,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28854067.0,2017.0
PMID 28885881 a_Summary_SoE.pdf,1.0,3.0,7.0,13.0,20.0,26.0,2.1666666666666665,14.0,1.0,3.0,7.0,13.0,20.0,26.0,2.1666666666666665,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28885881.0,2017.0
PMID 28891408 a_Summary_SoE.pdf,2.0,2.0,4.0,7.0,10.0,13.0,1.0833333333333333,28.0,2.0,2.0,4.0,7.0,10.0,13.0,1.0833333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28891408.0,2017.0
PMID 28891423 a_Summary_SoE.pdf,1.0,4.0,9.0,16.0,24.0,31.0,2.5833333333333335,14.0,1.5,4.0,9.0,16.0,24.0,31.0,2.5833333333333335,17.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,28891423.0,2017.0
PMID 28902533 a_Summary_SoE.pdf,1.0,3.0,7.0,10.0,12.0,14.0,1.1666666666666667,0.0,1.0,3.0,7.0,10.0,12.0,14.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28902533.0,2017.0
PMID 28916367 a_Summary_SoE.pdf,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28916367.0,2017.0
PMID 28916371 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28916371.0,2017.0
PMID 28935843 a_Summary_SoE.pdf,1.0,3.0,8.0,10.0,10.0,10.0,0.8333333333333334,14.0,1.0,3.0,8.0,10.0,10.0,10.0,0.8333333333333334,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28935843.0,2017.0
PMID 28958469a_Summary_SoE.pdf,2.0,4.0,9.0,13.0,18.0,22.0,1.8333333333333333,28.0,2.0,4.0,9.0,13.0,18.0,22.0,1.8333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28958469.0,2017.0
PMID 28968163 CT a_Summary_SoE.pdf,1.0,2.0,5.0,10.0,14.0,20.0,1.6666666666666667,28.0,1.0,2.0,5.0,10.0,14.0,20.0,1.6666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28968163.0,2017.0
PMID 28976863 a_Summary_SoE.pdf,2.0,4.0,8.0,12.0,15.0,16.0,1.3333333333333333,21.0,2.0,2.0,6.0,10.0,13.0,14.0,1.1666666666666667,21.0,0.0,2.0,2.0,2.0,2.0,2.0,0.16666666666666652,28976863.0,2017.0
PMID 29091516 a_Summary_SoE.pdf,3.0,5.0,9.0,12.0,13.0,14.0,1.1666666666666667,28.0,3.0,5.0,9.0,12.0,13.0,14.0,1.1666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29091516.0,2018.0
PMID 29103871 CT_Summary_SoE.pdf,2.0,5.0,12.0,21.0,24.0,28.0,2.3333333333333335,28.0,2.0,5.0,12.0,21.0,24.0,28.0,2.3333333333333335,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29103871.0,2017.0
PMID 29136387 a_Summary_SoE.pdf,1.0,2.0,4.0,5.0,5.0,5.0,0.4166666666666667,0.0,1.0,2.0,4.0,5.0,5.0,5.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29136387.0,2018.0
PMID 29151359 a_Summary_SoE.pdf,1.0,4.0,7.0,10.0,12.0,14.0,1.1666666666666667,21.0,1.0,4.0,7.0,10.0,12.0,14.0,1.1666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29151359.0,2018.0
PMID 29158011 CT_Summary_SoE.pdf,1.0,0.0,0.0,1.0,1.0,2.0,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.16666666666666666,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29158011.0,2018.0
PMID 29169877 CT_Summary_SoE.pdf,1.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,21.0,1.0,2.0,5.0,8.0,10.0,12.0,1.0,21.0,0.0,3.0,8.0,18.0,29.0,41.0,3.416666666666667,29169877.0,2018.0
PMID 29224502 a_Summary_SoE.pdf,1.0,5.0,12.0,17.0,19.0,20.0,1.6666666666666667,28.0,1.0,3.0,8.0,13.0,15.0,16.0,1.3333333333333333,28.0,0.0,2.0,4.0,4.0,4.0,4.0,0.3333333333333335,29224502.0,2018.0
PMID 29231094 a_Summary_SoE.pdf,1.0,1.0,3.0,4.0,5.0,6.0,0.5,0.0,1.0,1.0,3.0,4.0,5.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29231094.0,2018.0
PMID 29238824 a_Summary_SoE.pdf,1.0,3.0,3.0,3.0,3.0,3.0,0.25,0.0,1.0,3.0,3.0,3.0,3.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29238824.0,2018.0
PMID 29244528 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,11.0,13.0,1.0833333333333333,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,-2.0,-5.0,-0.41666666666666674,29244528.0,2018.0
PMID 29268948 a_Summary_SoE.pdf,2.0,2.0,6.0,11.0,15.0,20.0,1.6666666666666667,21.0,2.0,2.0,6.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29268948.0,2018.0
PMID 29373094 a_Summary_SoE.pdf,2.0,3.0,6.0,11.0,15.0,20.0,1.6666666666666667,21.0,2.0,3.0,6.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29373094.0,2018.0
PMID 29420164 a_Summary_SoE.pdf,1.0,2.0,4.0,7.0,8.0,10.0,0.8333333333333334,28.0,1.0,2.0,4.0,7.0,8.0,10.0,0.8333333333333334,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29420164.0,2018.0
PMID 29477665 CT_Summary_SoE.pdf,3.0,5.0,8.0,11.0,14.0,17.0,1.4166666666666667,28.0,3.0,5.0,8.0,11.0,14.0,17.0,1.4166666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29477665.0,2018.0
PMID 29522138 a_Summary_SoE.pdf,3.0,4.0,6.0,9.0,10.0,11.0,0.9166666666666666,28.0,3.0,4.0,6.0,9.0,10.0,11.0,0.9166666666666666,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29522138.0,2018.0
PMID 29528792 a_Summary_SoE.pdf,1.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,1.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29528792.0,2018.0
PMID 29543933 a_Summary_SoE.pdf,2.0,22.0,45.0,46.0,47.0,48.0,4.0,3.5,2.0,22.0,40.0,41.0,42.0,43.0,3.5833333333333335,3.5,0.0,0.0,5.0,5.0,5.0,5.0,0.4166666666666665,29543933.0,2018.0
PMID 29562145 a_Summary_SoE.pdf,2.0,2.0,5.0,11.0,18.0,25.0,2.0833333333333335,42.0,2.0,1.0,3.0,5.0,7.0,9.0,0.75,42.0,0.0,1.0,2.0,6.0,11.0,16.0,1.3333333333333335,29562145.0,2018.0
PMID 29562156 a_Summary_SoE.pdf,1.0,6.0,13.0,19.0,21.0,22.0,1.8333333333333333,28.0,1.0,6.0,14.0,20.0,21.0,22.0,1.8333333333333333,28.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,29562156.0,2018.0
PMID 29573941 a_Summary_SoE.pdf,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29573941.0,2018.0
PMID 29624463 a_Summary_SoE.pdf,1.0,3.0,9.0,11.0,12.0,14.0,1.1666666666666667,21.0,1.0,1.0,1.0,2.0,3.0,5.0,0.4166666666666667,91.0,0.0,2.0,8.0,9.0,9.0,9.0,0.75,29624463.0,2018.0
PMID 29625879 CT_Summary_SoE.pdf,2.0,8.0,14.0,20.0,27.0,34.0,2.8333333333333335,28.0,2.0,8.0,14.0,20.0,27.0,34.0,2.8333333333333335,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29625879.0,2018.0
PMID 29658430 a_Summary_SoE.pdf,3.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,3.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29658430.0,2018.0
PMID 29658856 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29658856.0,2018.0
PMID 29668860 a_Summary_SoE.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29668860.0,2018.0
PMID 29726361 CT_Summary_SoE.pdf,2.0,22.0,26.0,26.0,26.0,26.0,2.1666666666666665,0.0,2.0,22.0,26.0,26.0,26.0,26.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29726361.0,2018.0
PMID 29801011 CT_Summary_SoE.pdf,1.0,4.0,5.0,6.0,7.0,8.0,0.6666666666666666,0.0,1.0,4.0,5.0,6.0,7.0,8.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29801011.0,2018.0
PMID 29804902 CT_Summary_SoE.pdf,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29804902.0,2018.0
PMID 29856685 a_Summary_SoE.pdf,1.0,5.0,7.0,13.0,14.0,16.0,1.3333333333333333,7.0,1.0,5.0,7.0,13.0,14.0,16.0,1.3333333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29856685.0,2018.0
PMID 29860922 CT_Summary_SoE.pdf,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29860922.0,2018.0
PMID 29863955 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29863955.0,2018.0
PMID 29866475 CT_Summary_SoE.pdf,1.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,1.0,8.0,20.0,40.0,60.0,79.0,6.583333333333333,28.0,0.0,-4.0,-10.0,-20.0,-30.0,-39.0,-3.2499999999999996,29866475.0,2018.0
PMID 29880231 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,0.0,-2.0,-5.0,-11.0,-17.0,-22.0,-1.8333333333333335,29880231.0,2018.0
PMID 29949494 a_Summary_SoE.pdf,2.0,2.0,2.0,3.0,4.0,5.0,0.4166666666666667,112.0,2.0,2.0,2.0,3.0,4.0,5.0,0.4166666666666667,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29949494.0,2018.0
PMID 29972759 a_Summary_SoE.pdf,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29972759.0,2018.0
PMID 29989857 a_Summary_SoE.pdf,3.0,22.0,31.0,32.0,32.0,33.0,2.75,7.0,3.0,22.0,31.0,32.0,32.0,33.0,2.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29989857.0,2018.0
PMID 30010751 a_Summary_SoE.pdf,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30010751.0,2018.0
PMID 30024784 a_Summary_SoE.pdf,1.0,8.0,18.0,31.0,34.0,37.0,3.0833333333333335,42.0,1.0,11.0,23.0,40.0,43.0,46.0,3.8333333333333335,42.0,0.0,-3.0,-5.0,-9.0,-9.0,-9.0,-0.75,30024784.0,2018.0
PMID 30040523 a_Summary_SoE.pdf,1.0,2.0,5.0,17.0,18.0,19.0,1.5833333333333333,21.0,1.0,2.0,5.0,17.0,18.0,19.0,1.5833333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30040523.0,2018.0
PMID 30052729 CT_Summary_SoE.pdf,1.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,1.0,2.0,4.0,7.0,9.0,0.75,30052729.0,2018.0
PMID 30072745 a_Summary_SoE.pdf,2.0,4.0,10.0,18.0,27.0,36.0,3.0,21.0,2.0,4.0,10.0,18.0,27.0,36.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30072745.0,2018.0
PMID 30100375 CT_Summary_SoE.pdf,1.0,6.0,12.0,21.0,31.0,42.0,3.5,28.0,1.0,6.0,12.0,21.0,31.0,42.0,3.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30100375.0,2018.0
PMID 30105668 a_Summary_SoE.pdf,2.0,8.0,15.0,24.0,32.0,42.0,3.5,42.0,2.0,8.0,15.0,24.0,32.0,42.0,3.5,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30105668.0,2019.0
PMID 30110579 a_Summary_SoE.pdf,2.0,5.0,11.0,20.0,28.0,38.0,3.1666666666666665,21.0,2.0,5.0,12.0,21.0,29.0,40.0,3.3333333333333335,21.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-0.16666666666666696,30110579.0,2018.0
PMID 30177994 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30177994.0,2018.0
PMID 30262187 CT _Summary_SoE.pdf,1.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,1.0,2.0,4.0,7.0,9.0,0.75,30262187.0,2018.0
PMID 30280635 a_Summary_SoE.pdf,1.0,5.0,13.0,17.0,21.0,26.0,2.1666666666666665,21.0,1.0,5.0,13.0,17.0,21.0,26.0,2.1666666666666665,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30280635.0,2018.0
PMID 30280641 a_Summary_SoE.pdf,1.0,6.0,13.0,17.0,21.0,26.0,2.1666666666666665,21.0,1.0,6.0,13.0,17.0,21.0,26.0,2.1666666666666665,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30280641.0,2018.0
PMID 30280657 a_Summary_SoE.pdf,1.0,4.0,8.0,13.0,17.0,23.0,1.9166666666666667,28.0,1.0,4.0,8.0,13.0,17.0,23.0,1.9166666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30280657.0,2018.0
PMID 30287523 CT_Summary_SoE.pdf,1.0,3.0,6.0,9.0,10.0,12.0,1.0,28.0,1.0,5.0,9.0,12.0,13.0,15.0,1.25,28.0,0.0,-2.0,-3.0,-3.0,-3.0,-3.0,-0.25,30287523.0,2018.0
PMID 30345884 a_Summary_SoE.pdf,3.0,5.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,3.0,5.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30345884.0,2018.0
PMID 30345906 a_Summary_SoE.pdf,2.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,2.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30345906.0,2018.0
PMID 30346481 CT_Summary_SoE.pdf,2.0,3.0,5.0,7.0,8.0,10.0,0.8333333333333334,28.0,2.0,3.0,5.0,7.0,8.0,10.0,0.8333333333333334,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30346481.0,2018.0
PMID 30355453 CT_Summary_SoE.pdf,2.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,2.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30355453.0,2018.0
PMID 30389036 CT_Summary_SoE.pdf,1.0,4.0,5.0,6.0,8.0,10.0,0.8333333333333334,56.0,1.0,4.0,5.0,6.0,8.0,10.0,0.8333333333333334,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30389036.0,2018.0
PMID 30415629 a_Summary_SoE.pdf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30415629.0,2019.0
PMID 30449625 CT_Summary_SoE.pdf,2.0,18.0,33.0,34.0,35.0,36.0,3.0,7.0,2.0,22.0,31.0,32.0,33.0,34.0,2.8333333333333335,21.0,0.0,-4.0,2.0,2.0,2.0,2.0,0.16666666666666652,30449625.0,2019.0
PMID 30501481 a_Summary_SoE.pdf,2.0,2.0,4.0,6.0,7.0,8.0,0.6666666666666666,28.0,2.0,5.0,9.0,13.0,14.0,15.0,1.25,28.0,0.0,-3.0,-5.0,-7.0,-7.0,-7.0,-0.5833333333333334,30501481.0,2018.0
PMID 30509740 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,21.0,0.0,-3.0,-8.0,-17.0,-26.0,-35.0,-2.916666666666667,30509740.0,2019.0
PMID 30516102 a_Summary_SoE.pdf,2.0,3.0,7.0,12.0,17.0,20.0,1.6666666666666667,21.0,2.0,3.0,7.0,12.0,17.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30516102.0,2019.0
PMID 30522922 CT_Summary_SoE.pdf,2.0,4.0,8.0,13.0,14.0,15.0,1.25,21.0,2.0,4.0,8.0,13.0,14.0,15.0,1.25,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30522922.0,2019.0
PMID 30522969 CT_Summary_SoE.pdf,2.0,5.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,2.0,5.0,9.0,14.0,15.0,16.0,1.3333333333333333,28.0,0.0,0.0,-2.0,-4.0,-2.0,1.0,0.08333333333333348,30522969.0,2019.0
PMID 30545780 CT_Summary_SoE.pdf,1.0,4.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,1.0,4.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30545780.0,2019.0
PMID 30575484 a_Summary_SoE.pdf,1.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,1.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30575484.0,2018.0
PMID 30653422 a_Summary_SoE.pdf,2.0,22.0,24.0,38.0,41.0,42.0,3.5,21.0,2.0,22.0,26.0,31.0,33.0,34.0,2.8333333333333335,28.0,0.0,0.0,-2.0,7.0,8.0,8.0,0.6666666666666665,30653422.0,2019.0
PMID 30659987 CT_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,1.0,2.0,4.0,7.0,9.0,0.75,30659987.0,2019.0
PMID 30665869 CT_Summary_SoE.pdf,3.0,3.0,7.0,13.0,21.0,29.0,2.4166666666666665,14.0,3.0,3.0,7.0,13.0,21.0,29.0,2.4166666666666665,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30665869.0,2019.0
PMID 30707661 a_Summary_SoE.pdf,1.0,6.0,14.0,27.0,40.0,54.0,4.5,21.0,1.0,5.0,12.0,23.0,34.0,46.0,3.8333333333333335,49.0,0.0,1.0,2.0,4.0,6.0,8.0,0.6666666666666665,30707661.0,2019.0
PMID 30763142 a_Summary_SoE.pdf,1.0,3.0,3.0,4.0,5.0,6.0,0.5,112.0,1.0,3.0,3.0,4.0,5.0,6.0,0.5,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30763142.0,2019.0
PMID 30763730 CT_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,28.0,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,1.0,3.0,6.0,10.0,13.0,1.0833333333333333,30763730.0,2019.0
