filename,intervention_type,pos_idx,core_treatment_screening,core_treatment_1_month,core_treatment_3_months,core_treatment_6_months,core_treatment_9_months,core_treatment_12_months,imaging_diagnostics_screening,imaging_diagnostics_1_month,imaging_diagnostics_3_months,imaging_diagnostics_6_months,imaging_diagnostics_9_months,imaging_diagnostics_12_months,labs_screening,labs_1_month,labs_3_months,labs_6_months,labs_9_months,labs_12_months,clinic_visits_screening,clinic_visits_1_month,clinic_visits_3_months,clinic_visits_6_months,clinic_visits_9_months,clinic_visits_12_months,total_screening,total_1_month,total_3_months,total_6_months,total_9_months,total_12_months,n_runs
PMID 31079938 CT_Summary_SoE.pdf,control,0,0.0,1.0,3.0,5.0,7.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2
PMID 31079938 CT_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2
PMID 31091374 a_Summary_SoE.pdf,control,0,0.0,3.0,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,2.0,4.0,7.0,10.0,13.0,17.0,2
PMID 31091374 a_Summary_SoE.pdf,intervention,0,0.0,3.0,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,2.0,4.0,7.0,10.0,13.0,17.0,2
PMID 31097405 a_Summary_SoE.pdf,control,0,0.0,7.0,18.0,34.0,42.0,52.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,18.0,34.0,42.0,52.0,2
PMID 31097405 a_Summary_SoE.pdf,intervention,0,0.0,7.0,18.0,34.0,42.0,52.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,18.0,34.0,42.0,52.0,2
PMID 31122901 CT_Summary_SoE.pdf,control,0,0.0,5.0,13.0,19.0,23.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,19.0,23.0,28.0,2
PMID 31122901 CT_Summary_SoE.pdf,intervention,0,0.0,5.0,13.0,19.0,23.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,19.0,23.0,28.0,2
PMID 31141632 a_Summary_SoE.pdf,control,0,0.0,1.0,2.0,3.5,5.0,7.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,4.0,8.5,12.5,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,17.0,20.0,24.0,2
PMID 31141632 a_Summary_SoE.pdf,intervention,0,0.0,5.0,11.0,17.0,20.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,17.0,20.0,24.0,2
PMID 31150574 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,7.0,10.0,13.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,10.0,13.0,2
PMID 31150574 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,13.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,10.0,13.0,2
PMID 31157963 a_Summary_SoE.pdf,control,0,0.0,3.5,5.5,8.5,11.5,15.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,10.0,13.0,17.0,2
PMID 31157963 a_Summary_SoE.pdf,intervention,0,0.0,3.5,5.5,8.5,11.5,15.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,10.0,13.0,17.0,2
PMID 31166681 a_Summary_SoE.pdf,control,0,0.0,4.0,8.5,14.5,20.5,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,4.0,8.5,14.5,20.5,27.0,2
PMID 31166681 a_Summary_SoE.pdf,intervention,0,0.0,4.5,8.5,11.5,14.5,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.5,6.5,7.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,5.5,13.5,18.0,21.0,24.5,2
PMID 31175001 CT_Summary_SoE.pdf,control,0,0.0,11.5,34.5,68.0,99.5,131.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,36.5,70.0,101.5,133.0,2
PMID 31175001 CT_Summary_SoE.pdf,intervention,0,0.0,6.0,7.0,7.0,7.0,7.0,1.0,0.0,1.5,4.5,7.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,6.0,9.0,12.0,15.0,19.0,2
PMID 31189035 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,6.0,6.0,6.0,1.0,0.0,0.0,0.5,0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,2.0,5.0,6.5,7.5,8.5,2
PMID 31189035 a_Summary_SoE.pdf,intervention,0,0.0,21.0,25.5,29.5,29.5,29.5,1.0,0.0,0.0,0.5,0.5,1.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.5,21.0,26.0,30.5,31.5,32.5,2
PMID 31194247 a_Summary_SoE.pdf,control,0,0.0,1.5,2.5,4.0,5.5,7.5,1.0,0.5,0.5,1.0,1.5,2.0,0.0,2.0,3.0,4.0,5.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,12.0,16.0,2
PMID 31194247 a_Summary_SoE.pdf,intervention,0,0.0,1.5,2.5,4.0,5.5,7.5,1.0,0.5,0.5,1.0,1.5,2.0,0.0,2.0,3.0,4.0,5.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,12.0,16.0,2
PMID 31221619 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,18.0,2
PMID 31221619 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,18.0,2
PMID 31240472 CT_Summary_SoE.pdf,control,0,0.0,5.0,13.0,26.0,39.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,13.0,26.0,39.0,53.0,2
PMID 31240472 CT_Summary_SoE.pdf,intervention,0,0.0,5.0,13.0,26.0,39.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,13.0,26.0,39.0,53.0,2
PMID 31246522 CT_Summary_SoE.pdf,control,0,0.0,7.0,20.0,29.5,29.5,29.5,1.0,0.5,0.5,1.5,2.0,2.0,0.0,1.5,1.5,3.0,3.5,4.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,9.0,22.0,34.0,35.0,35.5,2
PMID 31246522 CT_Summary_SoE.pdf,intervention,0,0.0,6.0,19.0,28.5,28.5,28.5,1.0,0.5,0.5,1.5,2.0,2.0,0.0,1.5,1.5,3.0,3.5,4.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,8.0,21.0,33.0,34.0,34.5,2
PMID 31248843 CT_Summary_SoE.pdf,control,0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.5,1.0,1.0,2.0,0.5,12.5,33.5,46.0,46.0,46.0,0.5,0.0,0.0,0.0,2.5,5.5,2.0,16.5,38.0,51.0,53.5,57.5,2
PMID 31248843 CT_Summary_SoE.pdf,intervention,0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.5,1.0,1.0,2.0,0.5,12.5,33.5,46.0,46.0,46.0,0.5,0.0,0.0,0.0,2.5,5.5,2.0,16.5,38.0,51.0,53.5,57.5,2
PMID 31327687 CT_Summary_SoE.pdf,control,0,0.0,1.0,2.0,3.5,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.5,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,10.0,14.0,2
PMID 31327687 CT_Summary_SoE.pdf,intervention,0,0.0,2.5,6.0,11.0,16.0,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,13.0,19.0,27.0,2
PMID 31327689 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,2.0,4.0,7.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,10.0,14.0,2
PMID 31327689 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,2.0,3.0,4.5,0.0,1.5,4.0,8.5,13.0,17.5,2.0,4.0,10.0,19.5,29.0,40.0,2
PMID 31329516 a_Summary_SoE.pdf,control,0,0.0,2.0,3.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,2
PMID 31329516 a_Summary_SoE.pdf,intervention,0,0.0,2.0,3.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,2
PMID 31338773 CT_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,5.0,9.0,13.0,18.0,2
PMID 31338773 CT_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,5.0,9.0,13.0,18.0,2
PMID 31345387 CT_Summary_SoE.pdf,control,0,0.0,5.0,20.0,42.5,42.5,42.5,1.0,0.0,1.0,1.0,2.0,2.0,1.5,4.0,6.5,6.5,7.5,8.0,0.0,0.0,0.0,0.5,0.5,1.0,2.5,9.0,27.5,50.5,52.5,53.5,2
PMID 31345387 CT_Summary_SoE.pdf,control,1,0.0,2.0,18.0,38.0,38.0,38.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,26.0,46.0,47.0,48.0,1
PMID 31345387 CT_Summary_SoE.pdf,intervention,0,0.0,5.0,20.0,37.5,37.5,37.5,1.0,0.0,1.0,1.0,2.0,2.0,1.5,4.0,6.5,6.5,7.5,8.0,0.0,0.0,0.0,0.5,0.5,1.0,2.5,9.0,27.5,45.5,47.5,48.5,2
PMID 31361535 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,1.5,2.0,2.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.5,11.0,15.5,21.5,2
PMID 31361535 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.5,13.5,18.5,1.0,0.0,1.5,2.0,2.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.5,11.5,16.0,22.0,2
PMID 31361535 a_Summary_SoE.pdf,intervention,1,0.0,2.0,5.0,9.5,13.5,18.5,1.0,0.0,1.5,2.0,2.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.5,11.5,16.0,22.0,2
PMID 31365801 a_Summary_SoE.pdf,control,0,0.0,5.0,12.0,18.0,18.0,18.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.5,1.5,0.5,0.0,0.0,0.0,0.5,0.5,1.5,5.0,12.0,19.0,20.0,21.0,2
PMID 31365801 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,7.0,7.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.5,1.5,0.5,0.0,0.0,0.0,0.5,0.5,1.5,3.0,5.0,8.0,9.0,10.0,2
PMID 31371228 CT_Summary_SoE.pdf,control,0,0.0,1.0,4.0,8.0,9.0,9.0,0.0,0.0,0.5,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,5.0,10.0,11.0,12.0,2
PMID 31371228 CT_Summary_SoE.pdf,intervention,0,0.0,1.5,4.5,8.5,9.0,9.0,0.0,0.0,0.5,1.5,1.5,2.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,2.5,6.5,11.5,12.0,13.0,2
PMID 31399378 CT_Summary_SoE.pdf,control,0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,5.0,2
PMID 31399378 CT_Summary_SoE.pdf,intervention,0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,5.0,2
PMID 31454045 a_Summary_SoE.pdf,intervention,0,0.0,10.0,21.5,40.0,58.5,62.0,1.5,0.5,1.0,2.5,2.5,3.5,0.5,6.5,21.0,31.5,35.5,35.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,17.5,44.0,74.5,97.0,101.5,2
PMID 31454045 a_Summary_SoE.pdf,intervention,1,0.0,10.0,21.5,41.0,66.0,74.5,1.5,0.5,1.0,2.5,2.5,2.5,0.5,6.5,21.0,30.5,37.5,42.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,17.5,44.0,74.5,106.5,120.0,2
PMID 31486832 a_Summary_SoE.pdf,control,0,0.0,1.0,2.5,4.5,6.5,9.0,1.0,0.0,2.0,4.0,6.0,8.0,1.0,1.0,1.5,2.5,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,11.0,16.0,22.0,2
PMID 31486832 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,7.5,9.5,12.0,1.0,0.0,1.0,3.0,5.0,7.0,1.0,0.0,0.0,0.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,11.0,16.0,22.0,2
PMID 31562799 a_Summary_SoE.pdf,control,0,0.0,1.5,2.5,4.0,5.5,7.5,1.5,0.5,1.0,1.5,2.0,2.5,0.0,3.0,3.5,4.5,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,7.0,10.0,13.0,17.0,2
PMID 31562799 a_Summary_SoE.pdf,intervention,0,0.0,1.5,2.5,4.0,5.5,7.5,1.5,0.5,1.0,1.5,2.0,2.5,0.0,3.0,3.5,4.5,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,7.0,10.0,13.0,17.0,2
PMID 31566309 a_Summary_SoE.pdf,control,0,0.0,5.0,13.0,26.0,39.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,26.0,39.0,53.0,2
PMID 31566309 a_Summary_SoE.pdf,intervention,0,0.0,5.0,13.0,26.0,39.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,26.0,39.0,53.0,2
PMID 31566309 a_Summary_SoE.pdf,intervention,1,0.0,5.0,13.0,26.0,39.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,26.0,39.0,53.0,2
PMID 31582355 a_Summary_SoE.pdf,control,0,0.0,3.5,8.0,14.5,21.5,29.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,2.5,3.5,5.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,4.0,9.5,18.0,26.5,36.0,2
PMID 31582355 a_Summary_SoE.pdf,control,1,0.0,5.0,11.0,20.0,30.0,41.0,0.0,0.0,1.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,1.0,5.0,13.0,26.0,39.0,53.0,1
PMID 31582355 a_Summary_SoE.pdf,intervention,0,0.0,3.0,6.0,11.0,16.5,22.5,0.0,0.0,1.0,2.0,3.0,4.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,4.0,8.0,14.0,20.5,28.0,2
PMID 31590988 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.5,2.5,1.0,2.0,5.0,7.0,8.0,9.0,2
PMID 31590988 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,8.0,11.0,15.0,2
PMID 31590988 a_Summary_SoE.pdf,intervention,1,0.0,2.0,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,8.0,11.0,15.0,2
PMID 31591063 CT a_Summary_SoE.pdf,control,0,0.0,3.0,7.0,13.0,20.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,13.0,20.0,27.0,2
PMID 31591063 CT a_Summary_SoE.pdf,intervention,0,0.0,3.0,7.0,13.0,20.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,13.0,20.0,27.0,2
PMID 31618129 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,7.5,9.5,12.0,1.5,0.0,0.0,0.5,1.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,8.0,11.0,14.0,2
PMID 31618129 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2
PMID 31629060 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,18.0,2
PMID 31629060 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,18.0,2
PMID 31645288 CT_Summary_SoE.pdf,control,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.5,1.5,1.5,1.0,2.5,2.5,2.5,2.5,3.5,2
PMID 31645288 CT_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.5,1.5,1.5,1.0,2.5,2.5,2.5,2.5,3.5,2
PMID 31647503 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.5,14.0,18.5,1.0,0.5,3.0,3.5,3.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,8.0,13.0,17.5,22.0,2
PMID 31647503 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.5,14.0,18.5,1.0,0.5,3.0,3.5,3.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,8.0,13.0,17.5,22.0,2
PMID 31665578 a_Summary_SoE.pdf,control,0,0.0,12.0,36.0,70.0,100.0,130.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,13.0,38.0,72.0,102.0,132.5,2
PMID 31665578 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,2.5,2.5,2.5,2.5,2.5,0.5,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,8.5,11.5,14.5,18.5,2
PMID 31679945 a_Summary_SoE.pdf,control,0,0.0,5.0,13.0,26.0,39.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,26.0,39.0,53.0,2
PMID 31679945 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,18.0,2
PMID 31679945 a_Summary_SoE.pdf,intervention,1,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,18.0,2
PMID 31688884 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.0,21.0,32.0,32.0,32.0,0.5,0.5,0.5,0.5,1.0,1.5,1.0,7.5,21.5,32.5,33.0,33.5,2
PMID 31688884 a_Summary_SoE.pdf,intervention,0,0.0,21.0,63.0,94.5,94.5,94.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.5,1.0,21.5,63.5,96.0,96.5,97.0,2
PMID 31693129 CT_Summary_SoE.pdf,control,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.5,0.5,0.5,2.5,4.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,7.0,8.0,2
PMID 31693129 CT_Summary_SoE.pdf,intervention,0,0.0,1.0,3.0,6.0,7.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,7.0,8.0,2
PMID 31693129 CT_Summary_SoE.pdf,intervention,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.5,0.5,0.5,2.5,4.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,7.0,8.0,2
PMID 31725692 CT_Summary_SoE.pdf,control,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2
PMID 31725692 CT_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2
PMID 31735560 CT_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,2.0,2.5,3.5,0.5,4.0,7.5,11.5,16.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,9.0,13.5,18.5,24.0,2
PMID 31735560 CT_Summary_SoE.pdf,intervention,0,0.0,5.0,9.0,15.0,21.5,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,9.0,15.0,21.5,29.0,2
PMID 31800611 a_Summary_SoE.pdf,control,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2
PMID 31800611 a_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2
