filename,intervention_type,pos_idx,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,n_runs,arm_name,intensity_score,pmid,sponsor_binary,Funder,disease_site,Disease Stage,treatment_modality,start_year
PMID 31166681 a_Summary_SoE.pdf,intervention,0,1.0,6.0,16.0,19.0,22.0,25.0,28.0,3,Arm A (Obinutuzumab + Venetoclax),2.0833333333333335,31166681,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2014
PMID 31175001 CT_Summary_SoE.pdf,control,0,1.0,13.0,38.0,72.0,102.0,133.0,28.0,3,Arm B (Salvage Chemotherapy - LoDAC),11.083333333333334,31175001,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2014
PMID 31175001 CT_Summary_SoE.pdf,intervention,0,1.0,6.0,9.0,12.0,15.0,19.0,28.0,3,Arm A (Quizartinib Monotherapy),1.5833333333333333,31175001,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2014
PMID 31189035 a_Summary_SoE.pdf,control,0,2.0,2.0,5.0,7.0,8.0,9.0,21.0,3,Regimen II (Carboplatin + Paclitaxel),0.75,31189035,Non-Industry,NETWORK,GYN,Metastatic,Chemotherapy,2009
PMID 31189035 a_Summary_SoE.pdf,intervention,0,2.0,22.0,26.0,31.0,32.0,33.0,21.0,3,Regimen I (Cisplatin + RT followed by Carboplatin + Paclitaxel),2.75,31189035,Non-Industry,NETWORK,GYN,Metastatic,Chemotherapy,2009
PMID 31194247 a_Summary_SoE.pdf,control,0,1.0,4.0,6.0,9.0,12.0,16.0,28.0,3,Arm B (Placebo),1.3333333333333333,31194247,Industry,INDUSTRY,HN,Non-metastatic,Targeted Therapy,2011
PMID 31194247 a_Summary_SoE.pdf,intervention,0,1.0,4.0,6.0,9.0,12.0,16.0,28.0,3,Arm A (Afatinib),1.3333333333333333,31194247,Industry,INDUSTRY,HN,Non-metastatic,Targeted Therapy,2011
PMID 31221619 a_Summary_SoE.pdf,control,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Arm B (Pembrolizumab + Placebo),1.5,31221619,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2016
PMID 31221619 a_Summary_SoE.pdf,intervention,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Arm A (Pembrolizumab + Epacadostat),1.5,31221619,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2016
PMID 31240472 CT_Summary_SoE.pdf,control,0,2.0,5.0,13.0,26.0,39.0,53.0,28.0,3,Arm B (Dexamethasone Alone),4.416666666666667,31240472,Industry,INDUSTRY,Heme,Hematologic,Other,2010
PMID 31240472 CT_Summary_SoE.pdf,intervention,0,2.0,5.0,13.0,26.0,39.0,53.0,28.0,3,Arm A (Plitidepsin + Dexamethasone),4.416666666666667,31240472,Industry,INDUSTRY,Heme,Hematologic,Other,2010
PMID 31246522 CT_Summary_SoE.pdf,control,0,2.0,10.0,23.0,28.0,29.0,30.0,29.0,3,Arm A: Conventional Induction (HD-ADE),2.5,31246522,Industry,OTHER,Heme,Hematologic,Chemotherapy,2008
PMID 31246522 CT_Summary_SoE.pdf,intervention,0,2.0,9.0,22.0,27.0,28.0,29.0,29.0,3,Arm B: Experimental Induction (Clo/AraC),2.4166666666666665,31246522,Industry,OTHER,Heme,Hematologic,Chemotherapy,2008
PMID 31248843 CT_Summary_SoE.pdf,control,0,2.0,18.0,44.0,47.0,50.0,53.0,0.0,3,Arm 1 (Cyclosporine + Mycophenolate Mofetil),4.416666666666667,31248843,Non-Industry,OTHER,Heme,Hematologic,Chemotherapy,2010
PMID 31248843 CT_Summary_SoE.pdf,intervention,0,2.0,18.0,44.0,47.0,50.0,53.0,0.0,3,Arm 2 (Cyclosporine + Mycophenolate Mofetil + Sirolimus),4.416666666666667,31248843,Non-Industry,OTHER,Heme,Hematologic,Chemotherapy,2010
PMID 31327687 CT_Summary_SoE.pdf,control,0,1.0,2.0,4.0,7.0,10.0,14.0,28.0,3,Arm B (Pomalidomide + Low Dose Dexamethasone),1.1666666666666667,31327687,Industry,INDUSTRY,Heme,Hematologic,Immunotherapy,2015
PMID 31327687 CT_Summary_SoE.pdf,intervention,0,1.0,3.0,7.0,13.0,19.0,27.0,28.0,3,Arm A (Pembrolizumab + Pomalidomide + Low Dose Dexamethasone),2.25,31327687,Industry,INDUSTRY,Heme,Hematologic,Immunotherapy,2015
PMID 31327689 a_Summary_SoE.pdf,control,0,2.0,2.0,4.0,7.0,10.0,14.0,28.0,3,Arm B (Lenalidomide + Dexamethasone),1.1666666666666667,31327689,Industry,INDUSTRY,Heme,Hematologic,Immunotherapy,2015
PMID 31327689 a_Summary_SoE.pdf,intervention,0,2.0,3.0,7.0,13.0,19.0,27.0,28.0,3,Arm A (Pembrolizumab + Lenalidomide + Dexamethasone),2.25,31327689,Industry,INDUSTRY,Heme,Hematologic,Immunotherapy,2015
PMID 31329516 a_Summary_SoE.pdf,control,0,1.0,2.0,3.0,4.0,5.0,6.0,84.0,3,Arm B (Placebo + ADT),0.5,31329516,Industry,INDUSTRY,GU,Metastatic,Endocrine,2016
PMID 31329516 a_Summary_SoE.pdf,intervention,0,1.0,2.0,3.0,4.0,5.0,6.0,84.0,3,Arm A (Enzalutamide + ADT),0.5,31329516,Industry,INDUSTRY,GU,Metastatic,Endocrine,2016
PMID 31338773 CT_Summary_SoE.pdf,control,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Arm B (bevacizumab-EU + paclitaxel + carboplatin),1.5,31338773,Industry,INDUSTRY,Thor,Metastatic,Targeted Therapy,2015
PMID 31338773 CT_Summary_SoE.pdf,intervention,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Arm A (bevacizumab-Pfizer + paclitaxel + carboplatin),1.5,31338773,Industry,INDUSTRY,Thor,Metastatic,Targeted Therapy,2015
PMID 31345387 CT_Summary_SoE.pdf,control,0,2.0,6.0,26.0,46.0,47.0,48.0,21.0,3,Arm B (Standard Dose Radiation + Carboplatin),4.0,31345387,Non-Industry,OTHER,HN,Metastatic,Chemotherapy,2012
PMID 31345387 CT_Summary_SoE.pdf,control,1,3.0,6.0,26.0,46.0,47.0,48.0,21.0,1,Arm C (Non-responders: Standard CRT + Carboplatin + Erbitux + Paclitaxel),4.0,31345387,Non-Industry,OTHER,HN,Metastatic,Chemotherapy,2012
PMID 31345387 CT_Summary_SoE.pdf,intervention,0,2.0,6.0,26.0,41.0,42.0,43.0,21.0,3,Arm A (Reduced Dose Radiation + Carboplatin),3.5833333333333335,31345387,Non-Industry,OTHER,HN,Metastatic,Chemotherapy,2012
PMID 31361535 a_Summary_SoE.pdf,control,0,2.0,2.0,6.0,10.0,14.0,19.0,21.0,3,Arm A (Bevacizumab Maintenance),1.5833333333333333,31361535,Non-Industry,NETWORK,Thor,Metastatic,Targeted Therapy,2010
PMID 31361535 a_Summary_SoE.pdf,intervention,0,2.0,2.0,6.0,10.0,14.0,19.0,21.0,3,Arm B (Pemetrexed Maintenance),1.5833333333333333,31361535,Non-Industry,NETWORK,Thor,Metastatic,Targeted Therapy,2010
PMID 31361535 a_Summary_SoE.pdf,intervention,1,2.0,2.0,6.0,10.0,14.0,19.0,21.0,3,Arm C (Bevacizumab + Pemetrexed Maintenance),1.5833333333333333,31361535,Non-Industry,NETWORK,Thor,Metastatic,Targeted Therapy,2010
PMID 31365801 a_Summary_SoE.pdf,control,0,1.0,5.0,12.0,19.0,20.0,21.0,28.0,3,Arm B (FCR),1.75,31365801,Industry,NIH,Heme,Hematologic,Targeted Therapy,2014
PMID 31365801 a_Summary_SoE.pdf,intervention,0,1.0,3.0,5.0,8.0,9.0,10.0,28.0,3,Arm A (Ibrutinib + Rituximab),0.8333333333333334,31365801,Industry,NIH,Heme,Hematologic,Targeted Therapy,2014
PMID 31371228 CT_Summary_SoE.pdf,control,0,1.0,1.0,5.0,10.0,11.0,12.0,21.0,3,Group A (Standard Adjuvant Systemic Chemotherapy),1.0,31371228,Non-Industry,OTHER,GI,Metastatic,Procedure,2015
PMID 31371228 CT_Summary_SoE.pdf,intervention,0,1.0,3.0,7.0,12.0,12.0,13.0,21.0,3,Group B (Adjuvant HIPEC + Standard Adjuvant Systemic Chemotherapy),1.0833333333333333,31371228,Non-Industry,OTHER,GI,Metastatic,Procedure,2015
PMID 31399378 CT_Summary_SoE.pdf,control,0,1.0,1.0,3.0,5.0,5.0,5.0,30.0,3,Placebo,0.4166666666666667,31399378,Industry,INDUSTRY,Multiple,All,Targeted Therapy,2011
PMID 31399378 CT_Summary_SoE.pdf,intervention,0,1.0,1.0,3.0,5.0,5.0,5.0,30.0,3,V212 (Inactivated Varicella-Zoster Virus Vaccine),0.4166666666666667,31399378,Industry,INDUSTRY,Multiple,All,Targeted Therapy,2011
PMID 31454045 a_Summary_SoE.pdf,control,0,3.0,17.0,43.0,68.0,89.0,93.0,21.0,3,Regimen A (Single Myeloablative Consolidation),7.75,31454045,Non-Industry,NETWORK,Other,Metastatic,Chemotherapy,2007
PMID 31454045 a_Summary_SoE.pdf,intervention,0,3.0,17.0,43.0,68.0,104.0,110.0,21.0,3,Regimen B (Tandem Myeloablative Consolidation),9.166666666666666,31454045,Non-Industry,NETWORK,Other,Metastatic,Chemotherapy,2007
PMID 31486832 a_Summary_SoE.pdf,control,0,2.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Arm B (Sorafenib alone),1.5,31486832,Non-Industry,NIH,GI,Metastatic,Targeted Therapy,2010
PMID 31486832 a_Summary_SoE.pdf,intervention,0,2.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Arm A (Sorafenib plus Doxorubicin),1.5,31486832,Non-Industry,NIH,GI,Metastatic,Targeted Therapy,2010
PMID 31562799 a_Summary_SoE.pdf,control,0,2.0,5.0,7.0,10.0,13.0,17.0,28.0,3,Arm B (Placebo),1.4166666666666667,31562799,Industry,INDUSTRY,GYN,Metastatic,Targeted Therapy,2016
PMID 31562799 a_Summary_SoE.pdf,intervention,0,2.0,5.0,7.0,10.0,13.0,17.0,28.0,3,Arm A (Niraparib),1.4166666666666667,31562799,Industry,INDUSTRY,GYN,Metastatic,Targeted Therapy,2016
PMID 31566309 a_Summary_SoE.pdf,control,0,2.0,5.0,13.0,26.0,39.0,53.0,28.0,3,Control Arm (Irinotecan/Cetuximab or FOLFIRI/Cetuximab),4.416666666666667,31566309,Industry,INDUSTRY,GI,Metastatic,Targeted Therapy,2016
PMID 31566309 a_Summary_SoE.pdf,intervention,0,2.0,5.0,13.0,26.0,39.0,53.0,28.0,3,Triplet Arm (Encorafenib + Binimetinib + Cetuximab),4.416666666666667,31566309,Industry,INDUSTRY,GI,Metastatic,Targeted Therapy,2016
PMID 31566309 a_Summary_SoE.pdf,intervention,1,2.0,5.0,13.0,26.0,39.0,53.0,28.0,3,Doublet Arm (Encorafenib + Cetuximab),4.416666666666667,31566309,Industry,INDUSTRY,GI,Metastatic,Targeted Therapy,2016
PMID 31582355 a_Summary_SoE.pdf,control,0,1.0,3.0,6.0,10.0,14.0,19.0,21.0,3,Arm B (Control - Paclitaxel),1.5833333333333333,31582355,Industry,INDUSTRY,GI,Metastatic,Immunotherapy,2015
PMID 31582355 a_Summary_SoE.pdf,control,1,1.0,5.0,13.0,25.0,37.5,50.5,56.0,2,Paclitaxel,4.208333333333333,31582355,Industry,INDUSTRY,GI,Metastatic,Immunotherapy,2015
PMID 31582355 a_Summary_SoE.pdf,intervention,0,1.0,4.0,8.0,14.0,21.0,28.0,42.0,3,Arm A (ONO-4538 / Nivolumab),2.3333333333333335,31582355,Industry,INDUSTRY,GI,Metastatic,Immunotherapy,2015
PMID 31590988 a_Summary_SoE.pdf,control,0,1.0,2.0,5.0,7.0,8.0,9.0,21.0,3,EP alone,0.75,31590988,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2017
PMID 31590988 a_Summary_SoE.pdf,intervention,0,1.0,2.0,5.0,8.0,11.0,15.0,21.0,3,Durvalumab + platinum-etoposide (EP),1.25,31590988,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2017
PMID 31590988 a_Summary_SoE.pdf,intervention,1,1.0,2.0,5.0,8.0,11.0,15.0,21.0,3,Durvalumab + tremelimumab + EP,1.25,31590988,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2017
PMID 31591063 CT a_Summary_SoE.pdf,control,0,2.0,3.0,7.0,13.0,20.0,27.0,14.0,3,Arm B (Erlotinib + Placebo),2.25,31591063,Industry,INDUSTRY,Thor,Metastatic,Targeted Therapy,2015
PMID 31591063 CT a_Summary_SoE.pdf,intervention,0,2.0,3.0,7.0,13.0,20.0,27.0,14.0,3,Arm A (Erlotinib + Ramucirumab),2.25,31591063,Industry,INDUSTRY,Thor,Metastatic,Targeted Therapy,2015
PMID 31618129 a_Summary_SoE.pdf,control,0,2.0,2.0,5.0,7.0,9.0,10.0,21.0,3,Arm A (Platinum-doublet chemotherapy alone),0.8333333333333334,31618129,Non-Industry,NIH,HN,Metastatic,Targeted Therapy,2008
PMID 31618129 a_Summary_SoE.pdf,intervention,0,2.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Arm B (Platinum-doublet chemotherapy plus Bevacizumab),1.5,31618129,Non-Industry,NIH,HN,Metastatic,Targeted Therapy,2008
PMID 31629060 a_Summary_SoE.pdf,control,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Group B (Placebo),1.5,31629060,Industry,INDUSTRY,Thor,Metastatic,Other,2009
PMID 31629060 a_Summary_SoE.pdf,intervention,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Group A (Darbepoetin alfa),1.5,31629060,Industry,INDUSTRY,Thor,Metastatic,Other,2009
PMID 31645288 CT_Summary_SoE.pdf,control,0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,3,General Anesthesia and Opioid Analgesia,0.25,31645288,Non-Industry,OTHER,Breast,Non-metastatic,Other,2007
PMID 31645288 CT_Summary_SoE.pdf,intervention,0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,3,Regional Anesthesia and Analgesia,0.25,31645288,Non-Industry,OTHER,Breast,Non-metastatic,Other,2007
PMID 31647503 a_Summary_SoE.pdf,control,0,2.0,3.0,8.0,13.0,17.0,22.0,21.0,3,Arm B (Placebo + Trastuzumab + Docetaxel),1.8333333333333333,31647503,Industry,INDUSTRY,Breast,Non-metastatic,Targeted Therapy,2016
PMID 31647503 a_Summary_SoE.pdf,intervention,0,2.0,3.0,8.0,13.0,17.0,22.0,21.0,3,Arm A (Pertuzumab + Trastuzumab + Docetaxel),1.8333333333333333,31647503,Industry,INDUSTRY,Breast,Non-metastatic,Targeted Therapy,2016
PMID 31665578 a_Summary_SoE.pdf,control,0,1.0,13.0,38.0,72.0,102.0,133.0,28.0,3,Arm 2 (Salvage Chemotherapy),11.083333333333334,31665578,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2015
PMID 31665578 a_Summary_SoE.pdf,intervention,0,1.0,5.0,8.0,11.0,14.0,19.0,28.0,3,Arm 1 (ASP2215 / Gilteritinib),1.5833333333333333,31665578,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2015
PMID 31679945 a_Summary_SoE.pdf,control,0,1.0,5.0,13.0,26.0,39.0,53.0,21.0,3,Cetuximab + Platinum + 5-FU (Standard Treatment),4.416666666666667,31679945,Industry,INDUSTRY,HN,Metastatic,Immunotherapy,2015
PMID 31679945 a_Summary_SoE.pdf,intervention,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Pembrolizumab Monotherapy,1.5,31679945,Industry,INDUSTRY,HN,Metastatic,Immunotherapy,2015
PMID 31679945 a_Summary_SoE.pdf,intervention,1,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Pembrolizumab + Platinum + 5-FU,1.5,31679945,Industry,INDUSTRY,HN,Metastatic,Immunotherapy,2015
PMID 31688884 a_Summary_SoE.pdf,control,0,1.0,9.0,25.0,34.0,35.0,36.0,28.0,3,Fluconazole Arm (Standard),3.0,31688884,Non-Industry,NETWORK,Heme,Hematologic,Other,2011
PMID 31688884 a_Summary_SoE.pdf,intervention,0,1.0,22.0,64.0,106.0,106.0,106.0,28.0,3,Caspofungin Arm (Experimental),8.833333333333334,31688884,Non-Industry,NETWORK,Heme,Hematologic,Other,2011
PMID 31693129 CT_Summary_SoE.pdf,control,0,1.0,1.0,3.0,6.0,7.0,8.0,30.0,2,Arm 2 (Clodronate),0.6666666666666666,31693129,Non-Industry,NETWORK,Breast,Non-metastatic,Other,2005
PMID 31693129 CT_Summary_SoE.pdf,control,1,1.0,1.0,3.0,6.0,7.0,8.0,30.0,3,Arm 3 (Ibandronate),0.6666666666666666,31693129,Non-Industry,NETWORK,Breast,Non-metastatic,Other,2005
PMID 31693129 CT_Summary_SoE.pdf,control,2,1.0,1.0,3.0,6.0,7.0,8.0,30.0,1,Arm 3 (Ibandronate),0.6666666666666666,31693129,Non-Industry,NETWORK,Breast,Non-metastatic,Other,2005
PMID 31693129 CT_Summary_SoE.pdf,intervention,0,1.0,1.0,3.0,6.0,7.0,8.0,30.0,3,Arm 1 (Zoledronic Acid),0.6666666666666666,31693129,Non-Industry,NETWORK,Breast,Non-metastatic,Other,2005
PMID 31725692 CT_Summary_SoE.pdf,control,0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,3,Control Group (Usual Perioperative Care),0.1666666666666666,31725692,Non-Industry,OTHER,Skin,NS,Other,2016
PMID 31725692 CT_Summary_SoE.pdf,intervention,0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,3,Intervention Group (Acetaminophen and Carbohydrate Loading),0.1666666666666666,31725692,Non-Industry,OTHER,Skin,NS,Other,2016
PMID 31735560 CT_Summary_SoE.pdf,control,0,1.0,5.0,9.0,15.0,22.0,29.0,28.0,3,Arm B: Pd (Pomalidomide + Dexamethasone),2.4166666666666665,31735560,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2016
PMID 31735560 CT_Summary_SoE.pdf,intervention,0,1.0,5.0,9.0,15.0,22.0,29.0,28.0,3,Arm A: IPd (Isatuximab + Pomalidomide + Dexamethasone),2.4166666666666665,31735560,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2016
PMID 31800611 a_Summary_SoE.pdf,control,0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,3,Arm B (Placebo),0.25,31800611,Non-Industry,OTHER,Breast,Metastatic,Other,2013
PMID 31800611 a_Summary_SoE.pdf,intervention,0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,3,Arm A (Ketorolac),0.25,31800611,Non-Industry,OTHER,Breast,Metastatic,Other,2013
PMID 31806543 CT_Summary_SoE.pdf,control,0,3.0,2.0,4.0,7.0,8.0,9.0,28.0,3,Matching Placebo,0.75,31806543,Industry,INDUSTRY,Breast,Non-metastatic,Targeted Therapy,2010
PMID 31806543 CT_Summary_SoE.pdf,intervention,0,3.0,2.0,4.0,7.0,8.0,9.0,28.0,3,Denosumab 120 mg,0.75,31806543,Industry,INDUSTRY,Breast,Non-metastatic,Targeted Therapy,2010
PMID 31810797 CT_Summary_SoE.pdf,control,0,1.0,3.0,5.0,8.0,11.0,15.0,28.0,3,Sorafenib,1.25,31810797,Industry,INDUSTRY,GU,Metastatic,Targeted Therapy,2016
PMID 31810797 CT_Summary_SoE.pdf,intervention,0,1.0,3.0,5.0,8.0,11.0,15.0,28.0,3,Tivozanib Hydrochloride (tivozanib),1.25,31810797,Industry,INDUSTRY,GU,Metastatic,Targeted Therapy,2016
PMID 31820339 CT_Summary_SoE.pdf,control,0,1.0,5.0,5.0,6.0,7.0,9.0,7.0,3,Arm B (rituximab-EU / MabThera),0.75,31820339,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2014
PMID 31820339 CT_Summary_SoE.pdf,intervention,0,1.0,5.0,5.0,6.0,7.0,9.0,7.0,3,Arm A (PF-05280586 / rituximab-Pfizer),0.75,31820339,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2014
PMID 31821109 a_Summary_SoE.pdf,control,0,2.0,3.0,8.0,17.0,17.0,18.0,14.0,3,Arm 1 (Chemotherapy Alone - AC→WP),1.5,31821109,Industry,NIH,Breast,Non-metastatic,Targeted Therapy,2011
PMID 31821109 a_Summary_SoE.pdf,intervention,0,2.0,3.0,8.0,18.0,22.0,28.0,21.0,3,Arm 2 (Chemotherapy + Trastuzumab - AC→WP+H→H),2.3333333333333335,31821109,Industry,NIH,Breast,Non-metastatic,Targeted Therapy,2011
PMID 31924332 CT_Summary_SoE.pdf,control,0,1.0,5.0,13.0,26.0,39.0,53.0,28.0,3,Arm B (DOXIL Monotherapy),4.416666666666667,31924332,Industry,INDUSTRY,GYN,Metastatic,Chemotherapy,2013
PMID 31924332 CT_Summary_SoE.pdf,intervention,0,1.0,6.0,14.0,27.0,40.0,54.0,21.0,3,Arm A (Trabectedin + DOXIL),4.5,31924332,Industry,INDUSTRY,GYN,Metastatic,Chemotherapy,2013
PMID 31935026 a_Summary_SoE.pdf,control,0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,3,Arm B (Control Group),0.3333333333333333,31935026,Non-Industry,OTHER,GU,Non-metastatic,Other,2011
PMID 31935026 a_Summary_SoE.pdf,intervention,0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,3,Arm A (MEAL Program Intervention),0.3333333333333333,31935026,Non-Industry,OTHER,GU,Non-metastatic,Other,2011
PMID 32010577 a_Summary_SoE.pdf,control,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Bevacizumab + Paclitaxel/Carboplatin,1.5,32010577,Industry,INDUSTRY,Thor,Metastatic,Targeted Therapy,2016
PMID 32010577 a_Summary_SoE.pdf,intervention,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,IBI305 + Paclitaxel/Carboplatin,1.5,32010577,Industry,INDUSTRY,Thor,Metastatic,Targeted Therapy,2016
PMID 32031887 CT_Summary_SoE.pdf,control,0,1.0,0.0,2.0,3.0,3.0,3.0,14.0,3,Arm 2 (Standard Oncology Care),0.25,32031887,Non-Industry,OTHER,Multiple,Metastatic,Other,2015
PMID 32031887 CT_Summary_SoE.pdf,intervention,0,1.0,1.0,4.0,7.0,10.0,14.0,28.0,3,Arm 1 (Early Palliative Care),1.1666666666666667,32031887,Non-Industry,OTHER,Multiple,Metastatic,Other,2015
PMID 32058845 a_Summary_SoE.pdf,control,0,2.0,10.0,11.0,13.0,13.0,14.0,0.0,3,Arm 1 (WBRT + Memantine),1.1666666666666667,32058845,Non-Industry,OTHER,CNS,Metastatic,Radiation,2015
PMID 32058845 a_Summary_SoE.pdf,intervention,0,2.0,10.0,11.0,13.0,13.0,14.0,0.0,3,Arm 2 (HA-WBRT + Memantine),1.1666666666666667,32058845,Non-Industry,OTHER,CNS,Metastatic,Radiation,2015
PMID 32073956 a_Summary_SoE.pdf,control,0,1.0,5.0,13.0,26.0,39.0,53.0,28.0,3,Arm B (Physician’s Choice Single Agent Chemotherapy),4.416666666666667,32073956,Industry,INDUSTRY,GYN,NS,Targeted Therapy,2015
PMID 32073956 a_Summary_SoE.pdf,intervention,0,1.0,5.0,7.0,10.0,13.0,17.0,28.0,3,Arm A (Olaparib Monotherapy),1.4166666666666667,32073956,Industry,INDUSTRY,GYN,NS,Targeted Therapy,2015
PMID 32145827 a_Summary_SoE.pdf,control,0,1.0,3.0,7.0,13.0,13.0,14.0,14.0,3,Arm 1C (Paclitaxel plus ART),1.1666666666666667,32145827,Non-Industry,NETWORK,GI,Non-metastatic,Chemotherapy,2013
PMID 32145827 a_Summary_SoE.pdf,intervention,0,1.0,3.0,7.0,13.0,13.0,14.0,14.0,3,Arm 1A (Etoposide plus ART),1.1666666666666667,32145827,Non-Industry,NETWORK,GI,Non-metastatic,Chemotherapy,2013
PMID 32145827 a_Summary_SoE.pdf,intervention,1,1.0,3.0,7.0,13.0,13.0,14.0,14.0,2,Arm 1B (Bleomycin and vincristine plus ART),1.1666666666666667,32145827,Non-Industry,NETWORK,GI,Non-metastatic,Chemotherapy,2013
PMID 32145827 a_Summary_SoE.pdf,intervention,2,1.0,3.0,7.0,13.0,19.0,25.0,14.0,1,Etoposide plus ART (ET+ART),2.0833333333333335,32145827,Non-Industry,NETWORK,GI,Non-metastatic,Chemotherapy,2013
PMID 32201234 a_Summary_SoE.pdf,control,0,1.0,5.0,13.0,26.0,39.0,52.0,28.0,3,Arm 4: Standard of Care (SoC),4.333333333333333,32201234,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2015
PMID 32201234 a_Summary_SoE.pdf,intervention,0,1.0,2.0,4.0,7.0,9.0,11.0,28.0,3,Arm 3: Tremelimumab Monotherapy,0.9166666666666666,32201234,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2015
PMID 32201234 a_Summary_SoE.pdf,intervention,1,1.0,2.0,4.0,10.0,17.0,21.0,28.0,3,Arm 2: Durvalumab + Tremelimumab,1.75,32201234,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2015
PMID 32201234 a_Summary_SoE.pdf,intervention,2,1.0,3.0,7.0,13.0,20.0,27.0,14.0,3,Arm 1: Durvalumab Monotherapy,2.25,32201234,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2015
PMID 32213342 a_Summary_SoE.pdf,control,0,2.0,5.0,11.0,17.0,20.0,24.0,28.0,3,Arm B (Dara-IV),2.0,32213342,Industry,INDUSTRY,Heme,Hematologic,Other,2017
PMID 32213342 a_Summary_SoE.pdf,intervention,0,2.0,6.0,13.0,19.0,22.0,26.0,28.0,3,Arm A (Dara-SC),2.1666666666666665,32213342,Industry,INDUSTRY,Heme,Hematologic,Other,2017
PMID 32259228 a_Summary_SoE.pdf,control,0,2.0,4.0,9.0,18.0,26.0,36.0,21.0,3,Arm B (Doxorubicin plus Placebo),3.0,32259228,Industry,INDUSTRY,Other,Metastatic,Targeted Therapy,2015
PMID 32259228 a_Summary_SoE.pdf,intervention,0,2.0,4.0,9.0,18.0,26.0,36.0,21.0,3,Arm A (Doxorubicin plus Olaratumab),3.0,32259228,Industry,INDUSTRY,Other,Metastatic,Targeted Therapy,2015
PMID 32271377 a_Summary_SoE.pdf,control,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Standard of Care (SoC) Platinum-Based Chemotherapy,1.5,32271377,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2015
PMID 32271377 a_Summary_SoE.pdf,intervention,0,1.0,2.0,5.0,9.0,13.0,17.0,28.0,3,MEDI4736 + tremelimumab combination therapy,1.4166666666666667,32271377,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2015
PMID 32271377 a_Summary_SoE.pdf,intervention,1,1.0,2.0,5.0,9.0,13.0,17.0,28.0,3,MEDI4736 monotherapy,1.4166666666666667,32271377,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2015
PMID 32294530 CT_Summary_SoE.pdf,control,0,2.0,5.0,13.0,26.0,39.0,53.0,7.0,3,Standard of Care (SoC),4.416666666666667,32294530,Industry,INDUSTRY,HN,NS,Immunotherapy,2015
PMID 32294530 CT_Summary_SoE.pdf,intervention,0,2.0,3.0,7.0,13.0,20.0,27.0,14.0,3,MEDI4736 Monotherapy (Durvalumab),2.25,32294530,Industry,INDUSTRY,HN,NS,Immunotherapy,2015
PMID 32294530 CT_Summary_SoE.pdf,intervention,1,2.0,3.0,7.0,13.0,20.0,27.0,14.0,3,MEDI4736 + Tremelimumab Combination,2.25,32294530,Industry,INDUSTRY,HN,NS,Immunotherapy,2015
PMID 32302702 CT_Summary_SoE.pdf,control,0,1.0,5.0,13.0,16.0,18.0,20.0,21.0,3,Arm C (Carboplatin + nab-Paclitaxel),1.6666666666666667,32302702,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2015
