filename,nct,pos_idx,arm_name,tt_12mo,original_label,ctgov_label,ctgov_type,ctgov_label_text,confidence,match_status,n_pipeline_arms,n_ctgov_arms,label_flipped
PMID 31582355 a_Summary_SoE.pdf,NCT02569242,0,Arm B (Control - Paclitaxel),19.0,control,control,ACTIVE_COMPARATOR,Active Comparator Arm （Docetaxel/Paclitaxel）,0.175,count_mismatch,3,2,False
PMID 31582355 a_Summary_SoE.pdf,NCT02569242,1,Paclitaxel,50.5,control,control,,,0.0,count_mismatch_leftover,3,2,False
PMID 31582355 a_Summary_SoE.pdf,NCT02569242,0,Arm A (ONO-4538 / Nivolumab),28.0,intervention,intervention,EXPERIMENTAL,Nivolumab Arm,0.55,count_mismatch,3,2,False
PMID 31590988 a_Summary_SoE.pdf,NCT03043872,0,EP alone,9.0,control,control,ACTIVE_COMPARATOR,Arm 3,0.0,uncertain,3,3,False
PMID 31590988 a_Summary_SoE.pdf,NCT03043872,0,Durvalumab + platinum-etoposide (EP),15.0,intervention,intervention,EXPERIMENTAL,Arm 2,0.462,confident,3,3,False
PMID 31590988 a_Summary_SoE.pdf,NCT03043872,1,Durvalumab + tremelimumab + EP,15.0,intervention,intervention,EXPERIMENTAL,Arm 1,0.4,uncertain,3,3,False
PMID 31591063 CT a_Summary_SoE.pdf,NCT02411448,0,Arm B (Erlotinib + Placebo),27.0,control,control,PLACEBO_COMPARATOR,Placebo + Erlotinib,0.8,count_mismatch,2,3,False
PMID 31591063 CT a_Summary_SoE.pdf,NCT02411448,0,Arm A (Erlotinib + Ramucirumab),27.0,intervention,intervention,EXPERIMENTAL,Ramucirumab + Erlotinib,0.8,count_mismatch,2,3,False
PMID 31618129 a_Summary_SoE.pdf,NCT00588770,0,Arm A (Platinum-doublet chemotherapy alone),10.0,control,control,ACTIVE_COMPARATOR,"Arm IA (docetaxel, cisplatin)",0.0,count_mismatch,2,8,False
PMID 31618129 a_Summary_SoE.pdf,NCT00588770,0,Arm B (Platinum-doublet chemotherapy plus Bevacizumab),18.0,intervention,intervention,EXPERIMENTAL,"Arm IB (docetaxel, cisplatin, bevacizumab)",0.0,count_mismatch,2,8,False
PMID 31629060 a_Summary_SoE.pdf,NCT00858364,0,Group B (Placebo),18.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 31629060 a_Summary_SoE.pdf,NCT00858364,0,Group A (Darbepoetin alfa),18.0,intervention,intervention,EXPERIMENTAL,Darbepoetin alfa,0.7,confident_2arm,2,2,False
PMID 31645288 CT_Summary_SoE.pdf,NCT00418457,0,General Anesthesia and Opioid Analgesia,3.0,control,control,ACTIVE_COMPARATOR,General anesthesia and opioid,0.5,confident_2arm,2,2,False
PMID 31645288 CT_Summary_SoE.pdf,NCT00418457,0,Regional Anesthesia and Analgesia,3.0,intervention,control,ACTIVE_COMPARATOR,Regional analgesia and propofol,0.5,confident_2arm,2,2,True
PMID 31647503 a_Summary_SoE.pdf,NCT02586025,0,Arm B (Placebo + Trastuzumab + Docetaxel),22.0,control,intervention,EXPERIMENTAL,"Trastuzumab, Placebo, and Chemotherapy",0.786,confident_2arm,2,2,True
PMID 31647503 a_Summary_SoE.pdf,NCT02586025,0,Arm A (Pertuzumab + Trastuzumab + Docetaxel),22.0,intervention,intervention,EXPERIMENTAL,"Trastuzumab, Pertuzumab, and Chemotherapy",0.75,confident_2arm,2,2,False
PMID 31665578 a_Summary_SoE.pdf,NCT02421939,0,Arm 2 (Salvage Chemotherapy),133.0,control,control,ACTIVE_COMPARATOR,Salvage Chemotherapy,0.5,confident_2arm,2,2,False
PMID 31665578 a_Summary_SoE.pdf,NCT02421939,0,Arm 1 (ASP2215 / Gilteritinib),19.0,intervention,intervention,EXPERIMENTAL,Gilteritinib,0.75,confident_2arm,2,2,False
PMID 31679945 a_Summary_SoE.pdf,NCT02358031,0,Cetuximab + Platinum + 5-FU (Standard Treatment),53.0,control,control,ACTIVE_COMPARATOR,Cetuximab + Chemotherapy (Control),0.429,uncertain,3,3,False
PMID 31679945 a_Summary_SoE.pdf,NCT02358031,0,Pembrolizumab Monotherapy,18.0,intervention,intervention,EXPERIMENTAL,Pembrolizumab Monotherapy (Pembro Mono),0.6,confident,3,3,False
PMID 31679945 a_Summary_SoE.pdf,NCT02358031,1,Pembrolizumab + Platinum + 5-FU,18.0,intervention,intervention,EXPERIMENTAL,Pembrolizumab + Chemotherapy (Pembro Combo),0.375,uncertain,3,3,False
PMID 31688884 a_Summary_SoE.pdf,NCT01307579,0,Fluconazole Arm (Standard),36.0,control,control,ACTIVE_COMPARATOR,Arm II (fluconazole),0.5,confident_2arm,2,2,False
PMID 31688884 a_Summary_SoE.pdf,NCT01307579,0,Caspofungin Arm (Experimental),106.0,intervention,intervention,EXPERIMENTAL,Arm I (caspofungin acetate),0.5,confident_2arm,2,2,False
PMID 31693129 CT_Summary_SoE.pdf,NCT00127205,0,Arm 2 (Clodronate),8.0,control,control,ACTIVE_COMPARATOR,Arm II,0.0,count_mismatch,4,3,False
PMID 31693129 CT_Summary_SoE.pdf,NCT00127205,0,Arm 1 (Zoledronic Acid),8.0,intervention,intervention,EXPERIMENTAL,Arm I,0.8,count_mismatch,4,3,False
PMID 31693129 CT_Summary_SoE.pdf,NCT00127205,1,Arm 3 (Ibandronate),8.0,intervention,intervention,EXPERIMENTAL,Arm III,0.0,count_mismatch,4,3,False
PMID 31693129 CT_Summary_SoE.pdf,NCT00127205,2,Arm 3 (Ibandronate),8.0,intervention,intervention,,,0.0,count_mismatch_leftover,4,3,False
PMID 31725692 CT_Summary_SoE.pdf,NCT03131713,0,Control Group (Usual Perioperative Care),2.0,control,control,NO_INTERVENTION,Control,0.5,confident_2arm,2,2,False
PMID 31725692 CT_Summary_SoE.pdf,NCT03131713,0,Intervention Group (Acetaminophen and Carbohydrate Loading),2.0,intervention,intervention,EXPERIMENTAL,Intervention,0.5,confident_2arm,2,2,False
PMID 31735560 CT_Summary_SoE.pdf,NCT02990338,0,Arm B: Pd (Pomalidomide + Dexamethasone),29.0,control,control,ACTIVE_COMPARATOR,Pd (pomalidomide + dexamethasone),1.0,confident_2arm,2,2,False
PMID 31735560 CT_Summary_SoE.pdf,NCT02990338,0,Arm A: IPd (Isatuximab + Pomalidomide + Dexamethasone),29.0,intervention,intervention,EXPERIMENTAL,IPd (isatuximab + pomalidomide + dexamethasone),1.0,confident_2arm,2,2,False
PMID 31800611 a_Summary_SoE.pdf,NCT01806259,0,Arm B (Placebo),3.0,control,control,PLACEBO_COMPARATOR,NaCl 0.9% 3mL,0.5,confident_2arm,2,2,False
PMID 31800611 a_Summary_SoE.pdf,NCT01806259,0,Arm A (Ketorolac),3.0,intervention,intervention,EXPERIMENTAL,ketorolac 30 mg,0.7,confident_2arm,2,2,False
PMID 31806543 CT_Summary_SoE.pdf,NCT01077154,0,Matching Placebo,9.0,control,control,PLACEBO_COMPARATOR,Placebo,0.833,confident_2arm,2,2,False
PMID 31806543 CT_Summary_SoE.pdf,NCT01077154,0,Denosumab 120 mg,9.0,intervention,intervention,EXPERIMENTAL,Denosumab,1.0,confident_2arm,2,2,False
PMID 31810797 CT_Summary_SoE.pdf,NCT02627963,0,Sorafenib,15.0,control,control,ACTIVE_COMPARATOR,Sorafenib,1.0,confident_2arm,2,2,False
PMID 31810797 CT_Summary_SoE.pdf,NCT02627963,0,Tivozanib Hydrochloride (tivozanib),15.0,intervention,intervention,EXPERIMENTAL,Tivozanib hydrochloride,1.0,confident_2arm,2,2,False
PMID 31820339 CT_Summary_SoE.pdf,NCT02213263,0,Arm B (rituximab-EU / MabThera),9.0,control,intervention,EXPERIMENTAL,PF-05280586,0.5,confident_2arm,2,2,True
PMID 31820339 CT_Summary_SoE.pdf,NCT02213263,0,Arm A (PF-05280586 / rituximab-Pfizer),9.0,intervention,control,ACTIVE_COMPARATOR,MabThera®,0.5,confident_2arm,2,2,True
PMID 31821109 a_Summary_SoE.pdf,NCT01275677,0,Arm 1 (Chemotherapy Alone - AC→WP),18.0,control,control,ACTIVE_COMPARATOR,Arm I (chemotherapy),0.5,confident_2arm,2,2,False
PMID 31821109 a_Summary_SoE.pdf,NCT01275677,0,Arm 2 (Chemotherapy + Trastuzumab - AC→WP+H→H),28.0,intervention,intervention,EXPERIMENTAL,"Arm II (chemotherapy, trastuzumab)",0.5,confident_2arm,2,2,False
PMID 31924332 CT_Summary_SoE.pdf,NCT01846611,0,Arm B (DOXIL Monotherapy),53.0,control,control,ACTIVE_COMPARATOR,Arm B: DOXIL,0.7,confident_2arm,2,2,False
PMID 31924332 CT_Summary_SoE.pdf,NCT01846611,0,Arm A (Trabectedin + DOXIL),54.0,intervention,intervention,EXPERIMENTAL,Arm A: trabectedin + DOXIL,0.571,confident_2arm,2,2,False
PMID 31935026 a_Summary_SoE.pdf,NCT01238172,0,Arm B (Control Group),4.0,control,intervention,EXPERIMENTAL,Arm B - Prostate Cancer Foundation Booklet,0.5,confident_2arm,2,2,True
PMID 31935026 a_Summary_SoE.pdf,NCT01238172,0,Arm A (MEAL Program Intervention),4.0,intervention,intervention,EXPERIMENTAL,Arm A - MEAL Program Intervention,0.5,confident_2arm,2,2,False
PMID 32010577 a_Summary_SoE.pdf,NCT02954172,0,Bevacizumab + Paclitaxel/Carboplatin,18.0,control,intervention,EXPERIMENTAL,Bevacizumab in Combination With Paclitaxel/Carboplatin,0.9,confident_2arm,2,2,True
PMID 32010577 a_Summary_SoE.pdf,NCT02954172,0,IBI305 + Paclitaxel/Carboplatin,18.0,intervention,control,ACTIVE_COMPARATOR,IBI305 in Combination with Paclitaxel/Carboplatin,0.875,confident_2arm,2,2,True
PMID 32031887 CT_Summary_SoE.pdf,NCT02349412,0,Arm 2 (Standard Oncology Care),3.0,control,intervention,EXPERIMENTAL,Arm 1,0.5,confident_2arm,2,2,True
PMID 32031887 CT_Summary_SoE.pdf,NCT02349412,0,Arm 1 (Early Palliative Care),14.0,intervention,intervention,EXPERIMENTAL,Arm 2,0.7,confident_2arm,2,2,False
PMID 32058845 a_Summary_SoE.pdf,NCT02360215,0,Arm 1 (WBRT + Memantine),14.0,control,intervention,EXPERIMENTAL,WBRT + Memantine,0.5,confident_2arm,2,2,True
PMID 32058845 a_Summary_SoE.pdf,NCT02360215,0,Arm 2 (HA-WBRT + Memantine),14.0,intervention,intervention,EXPERIMENTAL,HA-WBRT/IMRT+ Memantine,0.5,confident_2arm,2,2,False
PMID 32073956 a_Summary_SoE.pdf,NCT02282020,0,Arm B (Physician’s Choice Single Agent Chemotherapy),53.0,control,control,ACTIVE_COMPARATOR,2/CHEMOTHERAPY,0.5,confident_2arm,2,2,False
PMID 32073956 a_Summary_SoE.pdf,NCT02282020,0,Arm A (Olaparib Monotherapy),17.0,intervention,intervention,EXPERIMENTAL,1/OLAPARIB,1.0,confident_2arm,2,2,False
PMID 32145827 a_Summary_SoE.pdf,NCT01435018,0,Arm 1C (Paclitaxel plus ART),14.0,control,control,ACTIVE_COMPARATOR,PTX+ART,0.086,count_mismatch,4,3,False
PMID 32145827 a_Summary_SoE.pdf,NCT01435018,1,Etoposide plus ART (ET+ART),25.0,control,intervention,EXPERIMENTAL,ET+ART,0.108,count_mismatch,4,3,True
PMID 32145827 a_Summary_SoE.pdf,NCT01435018,0,Arm 1A (Etoposide plus ART),14.0,intervention,intervention,,,0.0,count_mismatch_leftover,4,3,False
PMID 32145827 a_Summary_SoE.pdf,NCT01435018,1,Arm 1B (Bleomycin and vincristine plus ART),14.0,intervention,intervention,EXPERIMENTAL,BV+ART,0.237,count_mismatch,4,3,False
PMID 32201234 a_Summary_SoE.pdf,NCT02352948,0,Arm 4: Standard of Care (SoC),52.0,control,intervention,EXPERIMENTAL,MEDI4736 (durvalumab) monotherapy in Sub-study A,0.0,count_mismatch,4,6,True
PMID 32201234 a_Summary_SoE.pdf,NCT02352948,0,Arm 3: Tremelimumab Monotherapy,11.0,intervention,intervention,EXPERIMENTAL,tremelimumab in Sub-study B,0.3,count_mismatch,4,6,False
PMID 32201234 a_Summary_SoE.pdf,NCT02352948,1,Arm 2: Durvalumab + Tremelimumab,21.0,intervention,intervention,EXPERIMENTAL,MEDI4736 (durvalumab) + tremelimumab in Sub-study B,0.345,count_mismatch,4,6,False
PMID 32201234 a_Summary_SoE.pdf,NCT02352948,2,Arm 1: Durvalumab Monotherapy,27.0,intervention,intervention,EXPERIMENTAL,MEDI4736 (durvalumab) monotherapy in Sub-study B,0.4,count_mismatch,4,6,False
PMID 32213342 a_Summary_SoE.pdf,NCT03277105,0,Arm B (Dara-IV),24.0,control,intervention,EXPERIMENTAL,Dara SC,0.7,confident_2arm,2,2,True
PMID 32213342 a_Summary_SoE.pdf,NCT03277105,0,Arm A (Dara-SC),26.0,intervention,control,ACTIVE_COMPARATOR,Dara IV,0.7,confident_2arm,2,2,True
PMID 32259228 a_Summary_SoE.pdf,NCT02451943,0,Arm B (Doxorubicin plus Placebo),36.0,control,control,PLACEBO_COMPARATOR,Doxorubicin + Placebo,1.0,confident_2arm,2,2,False
PMID 32259228 a_Summary_SoE.pdf,NCT02451943,0,Arm A (Doxorubicin plus Olaratumab),36.0,intervention,intervention,EXPERIMENTAL,Doxorubicin + Olaratumab,1.0,confident_2arm,2,2,False
PMID 32271377 a_Summary_SoE.pdf,NCT02453282,0,Standard of Care (SoC) Platinum-Based Chemotherapy,18.0,control,control,ACTIVE_COMPARATOR,Standard of Care,0.0,uncertain,3,3,False
PMID 32271377 a_Summary_SoE.pdf,NCT02453282,0,MEDI4736 + tremelimumab combination therapy,17.0,intervention,intervention,EXPERIMENTAL,Combination Therapy,0.625,confident,3,3,False
PMID 32271377 a_Summary_SoE.pdf,NCT02453282,1,MEDI4736 monotherapy,17.0,intervention,intervention,EXPERIMENTAL,Monotherapy,0.25,uncertain,3,3,False
PMID 32294530 CT_Summary_SoE.pdf,NCT02369874,0,Standard of Care (SoC),53.0,control,control,ACTIVE_COMPARATOR,Standard of Care,0.0,uncertain,3,3,False
PMID 32294530 CT_Summary_SoE.pdf,NCT02369874,0,MEDI4736 Monotherapy (Durvalumab),27.0,intervention,intervention,EXPERIMENTAL,MEDI4736,0.25,uncertain,3,3,False
PMID 32294530 CT_Summary_SoE.pdf,NCT02369874,1,MEDI4736 + Tremelimumab Combination,27.0,intervention,intervention,EXPERIMENTAL,MEDI4736 + Tremelimumab,0.8,confident,3,3,False
PMID 32302702 CT_Summary_SoE.pdf,NCT02367794,0,Arm C (Carboplatin + nab-Paclitaxel),20.0,control,control,ACTIVE_COMPARATOR,Arm C: Nab-Paclitaxel + Carboplatin,1.0,confident,3,3,False
PMID 32302702 CT_Summary_SoE.pdf,NCT02367794,0,Arm A (Atezolizumab + Carboplatin + Paclitaxel),18.0,intervention,intervention,EXPERIMENTAL,Arm A: Atezolizumab + Paclitaxel + Carboplatin,0.562,confident,3,3,False
PMID 32302702 CT_Summary_SoE.pdf,NCT02367794,1,Arm B (Atezolizumab + Carboplatin + nab-Paclitaxel),26.0,intervention,intervention,EXPERIMENTAL,Arm B: Atezolizumab + Nab-Paclitaxel + Carboplatin,0.588,confident,3,3,False
PMID 32305093 a_Summary_SoE.pdf,NCT02475681,0,obinutuzumab-chlorambucil,0.0,control,control,ACTIVE_COMPARATOR,Arm A - Obinutuzumab in Combination with Chlorambucil,0.857,confident,3,3,False
PMID 32305093 a_Summary_SoE.pdf,NCT02475681,0,acalabrutinib-obinutuzumab,0.0,intervention,intervention,EXPERIMENTAL,Arm B - Acalabrutinib in Combination with Obinutuzumab,0.857,confident,3,3,False
PMID 32305093 a_Summary_SoE.pdf,NCT02475681,1,acalabrutinib monotherapy,0.0,intervention,intervention,EXPERIMENTAL,Arm C - Acalabrutinib Monotherapy,1.0,confident,3,3,False
PMID 32343890 a_Summary_SoE.pdf,NCT02987543,0,Arm B (Investigator's Choice: Enzalutamide or Abiraterone),10.0,control,control,ACTIVE_COMPARATOR,Enzalutamide OR abiraterone acetate,0.667,confident_2arm,2,2,False
PMID 32343890 a_Summary_SoE.pdf,NCT02987543,0,Arm A (Olaparib),10.0,intervention,intervention,EXPERIMENTAL,Olaparib,1.0,confident_2arm,2,2,False
PMID 32372176 CT_Summary_SoE.pdf,NCT01573442,0,Arm B (Placebo Topical Gel),3.0,control,control,PLACEBO_COMPARATOR,Arm II,0.514,count_mismatch,4,2,False
PMID 32372176 CT_Summary_SoE.pdf,NCT01573442,1,Arm D (Placebo Subcutaneous Pellet),3.0,control,control,,,0.0,count_mismatch_leftover,4,2,False
PMID 32372176 CT_Summary_SoE.pdf,NCT01573442,0,Arm A (Testosterone Topical Gel),3.0,intervention,intervention,EXPERIMENTAL,Arm I,0.0,count_mismatch,4,2,False
PMID 32372176 CT_Summary_SoE.pdf,NCT01573442,1,Arm C (Testosterone Subcutaneous Pellet),3.0,intervention,intervention,,,0.0,count_mismatch_leftover,4,2,False
PMID 32379269 a_Summary_SoE.pdf,NCT03137121,0,Placebo,2.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 32379269 a_Summary_SoE.pdf,NCT03137121,0,Olanzapine,2.0,intervention,intervention,EXPERIMENTAL,Olanzapine,0.7,confident_2arm,2,2,False
PMID 32402160 a_Summary_SoE.pdf,NCT03434379,0,Arm B (Sorafenib),18.0,control,control,ACTIVE_COMPARATOR,Sorafenib,1.0,confident_2arm,2,2,False
PMID 32402160 a_Summary_SoE.pdf,NCT03434379,0,Arm A (Atezolizumab + Bevacizumab),18.0,intervention,intervention,EXPERIMENTAL,Atezolizumab + Bevacizumab,1.0,confident_2arm,2,2,False
PMID 32416072 CT a_Summary_SoE.pdf,NCT02989857,0,Arm B (Placebo),20.0,control,control,PLACEBO_COMPARATOR,Placebo,0.8,count_mismatch,2,3,False
PMID 32416072 CT a_Summary_SoE.pdf,NCT02989857,0,Arm A (AG-120 / Ivosidenib),20.0,intervention,control,ACTIVE_COMPARATOR,AG-120,0.0,count_mismatch,2,3,True
PMID 32416073 CT_Summary_SoE.pdf,NCT03099382,0,Control Arm (Docetaxel),18.0,control,intervention,EXPERIMENTAL,camrelizumab,0.0,count_mismatch,3,2,True
PMID 32416073 CT_Summary_SoE.pdf,NCT03099382,1,Control Arm (Irinotecan),27.0,control,control,ACTIVE_COMPARATOR,Investigator's Choice of Standard Therapy,0.175,count_mismatch,3,2,False
PMID 32416073 CT_Summary_SoE.pdf,NCT03099382,0,Investigational Arm (SHR-1210),27.0,intervention,intervention,,,0.0,count_mismatch_leftover,3,2,False
PMID 32416780 a_Summary_SoE.pdf,NCT02807636,0,Arm C (Placebo + Platinum/Gemcitabine),38.0,control,control,PLACEBO_COMPARATOR,Placebo+Gemcitabine+Carboplatin/Cisplatin,0.533,confident,3,3,False
PMID 32416780 a_Summary_SoE.pdf,NCT02807636,0,Arm B (Atezolizumab Monotherapy),18.0,intervention,intervention,EXPERIMENTAL,Atezolizumab Monotherapy,1.0,confident,3,3,False
PMID 32416780 a_Summary_SoE.pdf,NCT02807636,1,Arm A (Atezolizumab + Platinum/Gemcitabine),38.0,intervention,intervention,EXPERIMENTAL,Atezolizumab+Gemcitabine+Carboplatin/Cisplatin,0.462,confident,3,3,False
PMID 32437507 a_Summary_SoE.pdf,NCT02017717,0,Arm B (Bevacizumab Monotherapy),27.0,control,control,ACTIVE_COMPARATOR,Arm B: Bevacizumab,1.0,confident,3,3,False
PMID 32437507 a_Summary_SoE.pdf,NCT02017717,0,Arm C (Nivolumab + Ipilimumab Combination),25.0,intervention,intervention,EXPERIMENTAL,Arm N + I:Nivolumab + Ipilimumab,0.75,confident,3,3,False
PMID 32437507 a_Summary_SoE.pdf,NCT02017717,1,Arm A (Nivolumab Monotherapy),27.0,intervention,intervention,EXPERIMENTAL,Arm N:Nivolumab,0.75,confident,3,3,False
PMID 32459600 a_Summary_SoE.pdf,NCT02970318,0,Arm B (Idelalisib plus Rituximab),16.0,control,control,ACTIVE_COMPARATOR,Rituximab Plus Idelalisib or Bendamustine,0.467,count_mismatch,3,2,False
PMID 32459600 a_Summary_SoE.pdf,NCT02970318,1,Arm B (Bendamustine plus Rituximab),17.0,control,control,,,0.0,count_mismatch_leftover,3,2,False
PMID 32459600 a_Summary_SoE.pdf,NCT02970318,0,Arm A (Acalabrutinib monotherapy),16.0,intervention,intervention,EXPERIMENTAL,Acalabrutinib (ACP-196),0.55,count_mismatch,3,2,False
PMID 32460997 CT_Summary_SoE.pdf,NCT01535053,0,Regimen 1 (IV pulse actinomycin-D),19.0,control,intervention,EXPERIMENTAL,Arm I (dactinomcin),0.0,count_mismatch,3,2,True
PMID 32460997 CT_Summary_SoE.pdf,NCT01535053,0,Regimen 2 (IV methotrexate 5-day),71.0,intervention,control,ACTIVE_COMPARATOR,Arm II (leucovorin calcium and methotrexate),0.073,count_mismatch,3,2,True
PMID 32460997 CT_Summary_SoE.pdf,NCT01535053,1,Regimen 2: IV Methotrexate (5-day regimen),45.0,intervention,intervention,,,0.0,count_mismatch_leftover,3,2,False
PMID 32469183 a_Summary_SoE.pdf,NCT03085095,0,Arm B (Leuprolide Acetate),17.0,control,control,ACTIVE_COMPARATOR,Leuprolide Acetate,1.0,confident_2arm,2,2,False
PMID 32469183 a_Summary_SoE.pdf,NCT03085095,0,Arm A (Relugolix),17.0,intervention,intervention,EXPERIMENTAL,Relugolix,0.7,confident_2arm,2,2,False
PMID 32469384 a_Summary_SoE.pdf,NCT03091192,0,Arm B (Sunitinib),19.0,control,control,ACTIVE_COMPARATOR,Sunitinib,1.0,confident_2arm,2,2,False
PMID 32469384 a_Summary_SoE.pdf,NCT03091192,0,Arm A (Savolitinib),19.0,intervention,intervention,EXPERIMENTAL,Savolitinib,1.0,confident_2arm,2,2,False
PMID 32496902 a_Summary_SoE.pdf,NCT02883049,0,Very High Risk (VHR) B-ALL (Control Arm),76.0,control,control,ACTIVE_COMPARATOR,Group II Arm A (VHR B-ALL - Control Arm),0.0,count_mismatch,6,8,False
PMID 32496902 a_Summary_SoE.pdf,NCT02883049,1,Very High Risk (VHR) B-ALL - Control Arm,90.0,control,intervention,EXPERIMENTAL,Group II Arm B (VHR B-ALL - Exp Arm1) (CLOSED 02/15/2017),0.0,count_mismatch,6,8,True
PMID 32496902 a_Summary_SoE.pdf,NCT02883049,0,High Risk (HR) B-ALL (Arm A/B),76.0,intervention,intervention,EXPERIMENTAL,DS HR B-ALL (RER),0.0,count_mismatch,6,8,False
PMID 32496902 a_Summary_SoE.pdf,NCT02883049,1,Ph-like Dasatinib Arm,83.0,intervention,intervention,EXPERIMENTAL,Group III PH-like predicted TKI-sensitive kinase mutation,0.0,count_mismatch,6,8,False
PMID 32496902 a_Summary_SoE.pdf,NCT02883049,2,Down Syndrome (DS) HR B-ALL,83.0,intervention,intervention,EXPERIMENTAL,DS HR B-ALL (SER),0.0,count_mismatch,6,8,False
PMID 32496902 a_Summary_SoE.pdf,NCT02883049,3,Down Syndrome HR B-ALL Arm,84.0,intervention,intervention,EXPERIMENTAL,Group I Arm A (HR B-ALL),0.0,count_mismatch,6,8,False
PMID 32534646 CT_Summary_SoE.pdf,NCT02908672,0,Arm A (Placebo + Cobimetinib + Vemurafenib),32.0,control,intervention,EXPERIMENTAL,Atezolizumab + Cobimetinib + Vemurafenib + Vemurafenib Placebo,0.786,confident_2arm,2,2,True
PMID 32534646 CT_Summary_SoE.pdf,NCT02908672,0,Arm B (Atezolizumab + Cobimetinib + Vemurafenib),32.0,intervention,intervention,EXPERIMENTAL,Atezolizumab Placebo + Cobimetinib + Vemurafenib,0.643,confident_2arm,2,2,False
PMID 32564260 CT_Summary_SoE.pdf,NCT02896855,0,Arm A (Placebo + Herceptin + Docetaxel),18.0,control,control,ACTIVE_COMPARATOR,Arm A: Placebo + Trastuzumab + Docetaxel,1.0,confident_2arm,2,2,False
PMID 32564260 CT_Summary_SoE.pdf,NCT02896855,0,Arm B (Pertuzumab + Herceptin + Docetaxel),18.0,intervention,intervention,EXPERIMENTAL,Arm B: Pertuzumab + Trastuzumab + Docetaxel,1.0,confident_2arm,2,2,False
PMID 32678716 CT_Summary_SoE.pdf,NCT01808573,0,Arm B (Lapatinib + Capecitabine),20.0,control,control,ACTIVE_COMPARATOR,lapatinib plus capecitabine,1.0,confident_2arm,2,2,False
PMID 32678716 CT_Summary_SoE.pdf,NCT01808573,0,Arm A (Neratinib + Capecitabine),20.0,intervention,intervention,EXPERIMENTAL,neratinib plus capecitabine,1.0,confident_2arm,2,2,False
PMID 32682457 a_Summary_SoE.pdf,NCT02322593,0,Arm B (S-1 plus Cisplatin),36.0,control,control,ACTIVE_COMPARATOR,S-1/Cisplatin,1.0,confident_2arm,2,2,False
PMID 32682457 a_Summary_SoE.pdf,NCT02322593,0,Arm A (TAS-118 plus Oxaliplatin),27.0,intervention,intervention,EXPERIMENTAL,TAS-118/Oxaliplatin,1.0,confident_2arm,2,2,False
PMID 32682484 a_Summary_SoE.pdf,NCT03158688,0,Arm 2: Kd (Carfilzomib and Dexamethasone),79.0,control,control,ACTIVE_COMPARATOR,Kd - Carfilzomib and Dexamethasone,1.0,confident_2arm,2,2,False
PMID 32682484 a_Summary_SoE.pdf,NCT03158688,0,"Arm 1: KdD (Carfilzomib, Dexamethasone, and Daratumumab)",81.0,intervention,intervention,EXPERIMENTAL,"KdD - Carfilzomib, Dexamethasone and Daratumumab",1.0,confident_2arm,2,2,False
PMID 32706639 a_Summary_SoE.pdf,NCT00430183,0,Arm B (Immediate Radical Prostatectomy),6.0,control,control,OTHER,Arm B: surgical intervention,0.5,confident_2arm,2,2,False
PMID 32706639 a_Summary_SoE.pdf,NCT00430183,0,Arm A (Neo-adjuvant Docetaxel + LHRH Agonist + Radical Prostatectomy),11.0,intervention,intervention,EXPERIMENTAL,Arm A: docetaxel + LHRH agonist + surgical intervention,0.5,confident_2arm,2,2,False
PMID 32786187 a_Summary_SoE.pdf,NCT02993523,0,Arm B (Placebo plus Azacitidine),100.0,control,control,PLACEBO_COMPARATOR,Group 1 and Group 2: Placebo + Azacitidine 75 mg/m^2,0.689,count_mismatch,2,3,False
PMID 32786187 a_Summary_SoE.pdf,NCT02993523,0,Arm A (Venetoclax plus Azacitidine),100.0,intervention,control,ACTIVE_COMPARATOR,Group 1 and Group 2: Venetoclax 100 mg/200 mg/400 mg + Azacitidine 75 mg/m^2,0.657,count_mismatch,2,3,True
PMID 32813610 a_Summary_SoE.pdf,NCT00408005,0,Arm A (Capizzi MTX - Control),51.0,control,intervention,EXPERIMENTAL,Group 0 Induction Therapy,0.0,count_mismatch,4,17,True
PMID 32813610 a_Summary_SoE.pdf,NCT00408005,0,Arm C (High Dose MTX),52.0,intervention,control,ACTIVE_COMPARATOR,Group 1 Arm IV (Consolidation chemotherapy),0.0,count_mismatch,4,17,True
PMID 32813610 a_Summary_SoE.pdf,NCT00408005,1,Arm B (Capizzi MTX + Nelarabine),73.0,intervention,control,ACTIVE_COMPARATOR,Group I Arm II (Maintenance chemotherapy),0.0,count_mismatch,4,17,True
PMID 32813610 a_Summary_SoE.pdf,NCT00408005,2,Arm D (High Dose MTX + Nelarabine),74.0,intervention,control,ACTIVE_COMPARATOR,Group I Arm IV (Maintenance chemotherapy),0.0,count_mismatch,4,17,True
PMID 32822286 a_Summary_SoE.pdf,NCT01849874,0,Physician's Choice: Liposomal Doxorubicin,19.0,control,control,,,0.0,count_mismatch_leftover,4,2,False
PMID 32822286 a_Summary_SoE.pdf,NCT01849874,1,Physician's Choice: Paclitaxel,41.0,control,control,ACTIVE_COMPARATOR,Physician's choice chemotherapy,0.0,count_mismatch,4,2,False
PMID 32822286 a_Summary_SoE.pdf,NCT01849874,2,Physician's Choice: Topotecan,94.0,control,control,,,0.0,count_mismatch_leftover,4,2,False
