filename,pmid,arm_name,pubmed_designation,evidence,abstract_states_roles,design_summary
PMID 29158011 CT_Summary_SoE.pdf,29158011,Arm A (Continuous letrozole),control,Extended adjuvant intermittent letrozole versus continuous letrozole in postmenopausal women with breast cancer,False,"Extended adjuvant intermittent letrozole vs continuous letrozole (SOLE; only title available, no abstract body)"
PMID 29158011 CT_Summary_SoE.pdf,29158011,Arm B (Intermittent letrozole),intervention,Extended adjuvant intermittent letrozole versus continuous letrozole in postmenopausal women with breast cancer,False,"Extended adjuvant intermittent letrozole vs continuous letrozole (SOLE; only title available, no abstract body)"
PMID 29169877 CT_Summary_SoE.pdf,29169877,Arm 1b (Carboplatin/Paclitaxel),control,either with cetuximab (...cetuximab group) or without (control group),True,Cetuximab added to chemo (+/- bevacizumab) vs chemo alone in NSCLC
PMID 29169877 CT_Summary_SoE.pdf,29169877,Arm 1a (Carboplatin/Paclitaxel/Bevacizumab),control,either with cetuximab (...cetuximab group) or without (control group),True,Cetuximab added to chemo (+/- bevacizumab) vs chemo alone in NSCLC
PMID 29169877 CT_Summary_SoE.pdf,29169877,Arm 1a (Carboplatin/Paclitaxel/Bevacizumab),control,either with cetuximab (...cetuximab group) or without (control group),True,Cetuximab added to chemo (+/- bevacizumab) vs chemo alone in NSCLC
PMID 29169877 CT_Summary_SoE.pdf,29169877,Arm 2a (Carboplatin/Paclitaxel/Bevacizumab/Cetuximab),intervention,explore the activity of cetuximab with chemotherapy in patients with advanced NSCLC who are EGFR FISH-positive,True,Cetuximab added to chemo (+/- bevacizumab) vs chemo alone in NSCLC
PMID 29169877 CT_Summary_SoE.pdf,29169877,Arm 2b (Carboplatin/Paclitaxel/Cetuximab),intervention,explore the activity of cetuximab with chemotherapy in patients with advanced NSCLC who are EGFR FISH-positive,True,Cetuximab added to chemo (+/- bevacizumab) vs chemo alone in NSCLC
PMID 29238824 a_Summary_SoE.pdf,29238824,Placebo Arm,control,"active placebo (lorazepam, 0.5 mg) preoperatively followed by inactive placebo postoperatively for 72 hours",True,Perioperative gabapentin vs active placebo for postoperative pain
PMID 29238824 a_Summary_SoE.pdf,29238824,Observational Arm,unresolved,,True,Perioperative gabapentin vs active placebo for postoperative pain
PMID 29238824 a_Summary_SoE.pdf,29238824,Gabapentin Arm,intervention,To determine the effect of perioperative gabapentin on remote postoperative time to pain resolution and opioid cessation,True,Perioperative gabapentin vs active placebo for postoperative pain
PMID 29244528 a_Summary_SoE.pdf,29244528,Arm B (Trastuzumab + AI),control,primary end point was progression-free survival ... with LAP + TRAS + AI versus TRAS + AI,True,Dual HER2 blockade (lapatinib+trastuzumab+AI) vs trastuzumab+AI vs lapatinib+AI
PMID 29244528 a_Summary_SoE.pdf,29244528,Arm C (Lapatinib + AI),intervention,"median PFS with LAP + AI versus TRAS + AI was 8.3 versus 5.7 months (hazard ratio, 0.71",True,Dual HER2 blockade (lapatinib+trastuzumab+AI) vs trastuzumab+AI vs lapatinib+AI
PMID 29244528 a_Summary_SoE.pdf,29244528,Arm A (Lapatinib + Trastuzumab + AI),intervention,"superior PFS was observed with LAP + TRAS + AI versus TRAS + AI (median PFS, 11 v 5.7 months",True,Dual HER2 blockade (lapatinib+trastuzumab+AI) vs trastuzumab+AI vs lapatinib+AI
PMID 29477665 CT_Summary_SoE.pdf,29477665,Arm A (Placebo),control,"double-blind, placebo-controlled study ... receive twice-daily adjuvant oral vemurafenib 960 mg tablets or matching placebo",True,Adjuvant vemurafenib vs placebo in resected BRAF-mutant melanoma
PMID 29477665 CT_Summary_SoE.pdf,29477665,Arm B (Vemurafenib),intervention,"The BRIM8 study evaluated adjuvant vemurafenib monotherapy in patients with resected, BRAFV600 mutation-positive melanoma",True,Adjuvant vemurafenib vs placebo in resected BRAF-mutant melanoma
PMID 29522138 a_Summary_SoE.pdf,29522138,Arm C (Best Available Therapy [BAT]),control,To compare the efficacy and safety of JAK2 inhibitor pacritinib with that of best available therapy (BAT),True,Pacritinib (two schedules) vs best available therapy in myelofibrosis
PMID 29522138 a_Summary_SoE.pdf,29522138,Arm A (Pacritinib 400 mg QD),intervention,"compare the efficacy and safety of JAK2 inhibitor pacritinib with that of best available therapy (BAT), including ruxolitinib",True,Pacritinib (two schedules) vs best available therapy in myelofibrosis
PMID 29522138 a_Summary_SoE.pdf,29522138,Arm B (Pacritinib 200 mg BID),intervention,Pacritinib twice daily led to significant improvements in both end points over BAT,True,Pacritinib (two schedules) vs best available therapy in myelofibrosis
PMID 29562156 a_Summary_SoE.pdf,29562156,Arm B (Bendamustine + Rituximab),control,venetoclax plus rituximab resulted in significantly higher rates of progression-free survival than bendamustine plus rituximab,True,Venetoclax+rituximab vs bendamustine+rituximab in relapsed/refractory CLL
PMID 29562156 a_Summary_SoE.pdf,29562156,Arm A (Venetoclax + Rituximab),intervention,We evaluated the efficacy of venetoclax in combination with rituximab in patients with relapsed or refractory chronic lymphocytic leukemia,True,Venetoclax+rituximab vs bendamustine+rituximab in relapsed/refractory CLL
PMID 29573941 a_Summary_SoE.pdf,29573941,Vemurafenib (960mg BID),control,primary endpoint was progression-free survival ... for encorafenib plus binimetinib versus vemurafenib,True,Encorafenib+binimetinib or encorafenib vs vemurafenib in BRAF-mutant melanoma
PMID 29573941 a_Summary_SoE.pdf,29573941,Vemurafenib (960mg BID),control,primary endpoint was progression-free survival ... for encorafenib plus binimetinib versus vemurafenib,True,Encorafenib+binimetinib or encorafenib vs vemurafenib in BRAF-mutant melanoma
PMID 29573941 a_Summary_SoE.pdf,29573941,Combo 450 (Encorafenib 450mg QD + Binimetinib 45mg BID),intervention,"We investigated encorafenib ... alone or in combination with the MEK inhibitor binimetinib, versus vemurafenib",True,Encorafenib+binimetinib or encorafenib vs vemurafenib in BRAF-mutant melanoma
PMID 29573941 a_Summary_SoE.pdf,29573941,LGX818 (Encorafenib 300mg QD),intervention,"We investigated encorafenib, a BRAF inhibitor with unique target-binding properties, alone or in combination with ... binimetinib, versus vemurafenib",True,Encorafenib+binimetinib or encorafenib vs vemurafenib in BRAF-mutant melanoma
PMID 29573941 a_Summary_SoE.pdf,29573941,Combo 300 (Encorafenib 300mg QD + Binimetinib 45mg BID),intervention,"We investigated encorafenib ... in combination with the MEK inhibitor binimetinib, versus vemurafenib",True,Encorafenib+binimetinib or encorafenib vs vemurafenib in BRAF-mutant melanoma
PMID 29625879 CT_Summary_SoE.pdf,29625879,Placebo,control,"randomised, double-blind, placebo-controlled study ... receive oral tivantinib (120 mg twice daily) or placebo",True,Tivantinib vs placebo in second-line MET-high hepatocellular carcinoma
PMID 29625879 CT_Summary_SoE.pdf,29625879,Tivantinib (ARQ 197),intervention,"Tivantinib (ARQ 197), a selective, oral MET inhibitor, improved overall survival and progression-free survival compared with placebo",True,Tivantinib vs placebo in second-line MET-high hepatocellular carcinoma
PMID 29856685 a_Summary_SoE.pdf,29856685,Arm B (Placebo + Rituximab),control,randomly assigned 150 symptomatic patients to receive ibrutinib plus rituximab or placebo plus rituximab,True,Ibrutinib+rituximab vs placebo+rituximab in Waldenstrom's macroglobulinemia
PMID 29856685 a_Summary_SoE.pdf,29856685,Arm A (Ibrutinib + Rituximab),intervention,We evaluated the effect of adding ibrutinib to rituximab in patients with this disease,True,Ibrutinib+rituximab vs placebo+rituximab in Waldenstrom's macroglobulinemia
PMID 29866475 CT_Summary_SoE.pdf,29866475,Arm B (Twice-weekly Carfilzomib with Dexamethasone),control,Twice a week carfilzomib at 27 mg/m2 is approved for treatment of relapsed or refractory multiple myeloma,True,Once-weekly vs twice-weekly carfilzomib dosing in relapsed/refractory myeloma
PMID 29866475 CT_Summary_SoE.pdf,29866475,Arm A (Once-weekly Carfilzomib with Dexamethasone),intervention,"Phase 1/2 CHAMPION-1, the first study exploring once-weekly carfilzomib dosing ... Once weekly carfilzomib ... significantly prolonged progression-free survival versus the twice weekly schedule",True,Once-weekly vs twice-weekly carfilzomib dosing in relapsed/refractory myeloma
PMID 29989857 a_Summary_SoE.pdf,29989857,Arm 2 (4-field pelvic radiation treatment),control,compare patient-reported acute toxicity ... during treatment with standard pelvic radiation or intensity-modulated radiation therapy (IMRT),True,IMRT vs standard four-field pelvic radiation in cervical/endometrial cancer
PMID 29989857 a_Summary_SoE.pdf,29989857,Arm 1 (IMRT pelvic radiation treatment),intervention,Pelvic IMRT was associated with significantly less GI and urinary toxicity than standard RT,True,IMRT vs standard four-field pelvic radiation in cervical/endometrial cancer
PMID 30040523 a_Summary_SoE.pdf,30040523,Arm A (Placebo + AC -> Placebo + Paclitaxel),control,receive placebo with doxorubicin and cyclophosphamide (AC) followed by weekly paclitaxel (arm A),True,Adjuvant chemotherapy with or without bevacizumab in breast cancer
PMID 30040523 a_Summary_SoE.pdf,30040523,Arm B (Bevacizumab + AC -> Bevacizumab + Paclitaxel),intervention,E5103 tested the effect of bevacizumab in the adjuvant setting ... bevacizumab only during AC and paclitaxel (arm B),True,Adjuvant chemotherapy with or without bevacizumab in breast cancer
PMID 30040523 a_Summary_SoE.pdf,30040523,Arm C/D (Bevacizumab + AC -> Bevacizumab + Paclitaxel -> Bevacizumab Monotherapy),intervention,bevacizumab during AC and paclitaxel followed by bevacizumab monotherapy for 10 cycles (arm C),True,Adjuvant chemotherapy with or without bevacizumab in breast cancer
PMID 30052729 CT_Summary_SoE.pdf,30052729,Arm D (Physician's Choice - BSC Only),control,physician's choice of chemotherapy ... patients ineligible for chemotherapy received best supportive care,True,Avelumab vs physician's choice of chemotherapy in third-line gastric cancer
PMID 30052729 CT_Summary_SoE.pdf,30052729,Arm C (Physician's Choice - Irinotecan + BSC),control,physician's choice of chemotherapy (paclitaxel ... or irinotecan 150 mg/m2 on days 1 and 15,True,Avelumab vs physician's choice of chemotherapy in third-line gastric cancer
PMID 30052729 CT_Summary_SoE.pdf,30052729,Arm B (Physician's Choice - Paclitaxel + BSC),control,"physician's choice of chemotherapy (paclitaxel 80 mg/m2 on days 1, 8, and 15",True,Avelumab vs physician's choice of chemotherapy in third-line gastric cancer
PMID 30052729 CT_Summary_SoE.pdf,30052729,Arm A (Avelumab + Best Supportive Care),intervention,"The randomised, phase III JAVELIN Gastric 300 trial compared avelumab versus physician's choice of chemotherapy as third-line therapy",True,Avelumab vs physician's choice of chemotherapy in third-line gastric cancer
PMID 30072745 a_Summary_SoE.pdf,30072745,Arm B (single-agent Cisplatin),control,randomised (1:1) to S-1 plus cisplatin (study group) or cisplatin alone (control group),True,S-1 plus cisplatin vs cisplatin alone in cervical cancer
PMID 30072745 a_Summary_SoE.pdf,30072745,Arm A (S-1 + Cisplatin),intervention,evaluated efficacy and safety of S-1 plus cisplatin vs. cisplatin alone as first-line chemotherapy,True,S-1 plus cisplatin vs cisplatin alone in cervical cancer
PMID 30105668 a_Summary_SoE.pdf,30105668,Arm A (VMP),unresolved,,False,Abstract describes momelotinib + nab-paclitaxel/gemcitabine dose-escalation; arm labels (VMP/D-VMP) absent from abstract
PMID 30105668 a_Summary_SoE.pdf,30105668,Arm B (D-VMP),unresolved,,False,Abstract describes momelotinib + nab-paclitaxel/gemcitabine dose-escalation; arm labels (VMP/D-VMP) absent from abstract
PMID 30280657 a_Summary_SoE.pdf,30280657,Arm B (Crizotinib),control,"The efficacy of brigatinib, as compared with crizotinib, in patients with advanced ALK-positive NSCLC who have not previously received an ALK inhibitor",True,Brigatinib vs crizotinib in ALK-positive NSCLC (no prior ALK inhibitor)
PMID 30280657 a_Summary_SoE.pdf,30280657,Arm A (Brigatinib),intervention,"Brigatinib, a next-generation anaplastic lymphoma kinase (ALK) inhibitor, has robust efficacy in patients ... refractory to crizotinib",True,Brigatinib vs crizotinib in ALK-positive NSCLC (no prior ALK inhibitor)
PMID 30355453 CT_Summary_SoE.pdf,30355453,Placebo + Best Supportive Care (BSC),control,receive either oral trifluridine/tipiracil ... plus best supportive care or placebo plus best supportive care,True,Trifluridine/tipiracil vs placebo in heavily pretreated metastatic gastric cancer
PMID 30355453 CT_Summary_SoE.pdf,30355453,TAS-102 + Best Supportive Care (BSC),intervention,Trifluridine/tipiracil significantly improved overall survival compared with placebo,True,Trifluridine/tipiracil vs placebo in heavily pretreated metastatic gastric cancer
PMID 30415629 a_Summary_SoE.pdf,30415629,Arm 4: Placebo Vitamin D3 + Placebo Fish Oil,control,"randomized, placebo-controlled trial, with a two-by-two factorial design, of vitamin D3 ... and marine n-3 ... fatty acids ... for the prevention of cancer",True,2x2 factorial vitamin D and n-3 fatty acids vs placebos for cancer/CVD prevention
PMID 30415629 a_Summary_SoE.pdf,30415629,Arm 1: Vitamin D3 (2000 IU/d) + Omacor® Fish Oil (840 mg EPA+DHA),intervention,vitamin D3 (cholecalciferol) at a dose of 2000 IU per day and marine n-3 ... fatty acids at a dose of 1 g per day for the prevention of cancer,True,2x2 factorial vitamin D and n-3 fatty acids vs placebos for cancer/CVD prevention
PMID 30415629 a_Summary_SoE.pdf,30415629,Arm 2: Vitamin D3 (2000 IU/d) + Fish Oil Placebo,intervention,vitamin D3 (cholecalciferol) at a dose of 2000 IU per day ... for the prevention of cancer and cardiovascular disease,True,2x2 factorial vitamin D and n-3 fatty acids vs placebos for cancer/CVD prevention
PMID 30415629 a_Summary_SoE.pdf,30415629,Arm 3: Placebo Vitamin D3 + Omacor® Fish Oil (840 mg EPA+DHA),intervention,marine n-3 (also called omega-3) fatty acids at a dose of 1 g per day for the prevention of cancer and cardiovascular disease,True,2x2 factorial vitamin D and n-3 fatty acids vs placebos for cancer/CVD prevention
PMID 30449625 CT_Summary_SoE.pdf,30449625,Arm 1 (Accelerated IMRT + Cisplatin),control,Patients ... have high survival when treated with radiotherapy plus cisplatin. Whether replacement of cisplatin with cetuximab ... can preserve high survival,True,Radiotherapy plus cetuximab vs radiotherapy plus cisplatin in HPV+ oropharyngeal cancer
PMID 30449625 CT_Summary_SoE.pdf,30449625,Arm 2 (Accelerated IMRT + Cetuximab),intervention,Whether replacement of cisplatin with cetuximab ... can preserve high survival and reduce treatment toxicity is unknown,True,Radiotherapy plus cetuximab vs radiotherapy plus cisplatin in HPV+ oropharyngeal cancer
PMID 30501481 a_Summary_SoE.pdf,30501481,Arm 1 (Bendamustine plus Rituximab),control,Ibrutinib ... has not been compared with chemoimmunotherapy ... treatment with ibrutinib was superior to treatment with bendamustine plus rituximab,True,Ibrutinib regimens vs bendamustine+rituximab chemoimmunotherapy in older untreated CLL
PMID 30501481 a_Summary_SoE.pdf,30501481,Arm 2 (Ibrutinib Alone),intervention,"evaluate the efficacy of ibrutinib, either alone or in combination with rituximab, relative to chemoimmunotherapy",True,Ibrutinib regimens vs bendamustine+rituximab chemoimmunotherapy in older untreated CLL
PMID 30501481 a_Summary_SoE.pdf,30501481,Arm 3 (Ibrutinib plus Rituximab),intervention,"evaluate the efficacy of ibrutinib, either alone or in combination with rituximab, relative to chemoimmunotherapy",True,Ibrutinib regimens vs bendamustine+rituximab chemoimmunotherapy in older untreated CLL
PMID 30522969 CT_Summary_SoE.pdf,30522969,Arm B (Chlorambucil + Obinutuzumab),control,We compared the efficacy of the combination of ibrutinib plus obinutuzumab with chlorambucil plus obinutuzumab in first-line,True,Ibrutinib+obinutuzumab vs chlorambucil+obinutuzumab in first-line CLL
PMID 30522969 CT_Summary_SoE.pdf,30522969,Arm A (Ibrutinib + Obinutuzumab),intervention,median progression-free survival was significantly longer in the ibrutinib plus obinutuzumab group ... than in the chlorambucil plus obinutuzumab group,True,Ibrutinib+obinutuzumab vs chlorambucil+obinutuzumab in first-line CLL
PMID 30653422 a_Summary_SoE.pdf,30653422,Arm B (Single Autologous Transplant followed by Lenalidomide Maintenance),control,Single AHCT and len should remain as the standard approach for this population,True,"Tandem transplant or AHCT+RVD vs single autologous transplant, all with lenalidomide, in myeloma"
PMID 30653422 a_Summary_SoE.pdf,30653422,Arm A (Tandem Autologous Transplants followed by Lenalidomide Maintenance),intervention,"test additional interventions to improve PFS by comparing AHCT, tandem AHCT (AHCT/AHCT), and AHCT and four subsequent cycles of ... RVD",True,"Tandem transplant or AHCT+RVD vs single autologous transplant, all with lenalidomide, in myeloma"
PMID 30653422 a_Summary_SoE.pdf,30653422,Arm C (Single Autologous Transplant plus RVD Consolidation followed by Lenalidomide Maintenance),intervention,Second AHCT or RVD consolidation as post-AHCT interventions ... did not improve PFS or OS,True,"Tandem transplant or AHCT+RVD vs single autologous transplant, all with lenalidomide, in myeloma"
PMID 30665869 CT_Summary_SoE.pdf,30665869,Arm B (Placebo + Best Supportive Care),control,randomly assigned (2:1) ... to 8 mg/kg intravenous ramucirumab every 2 weeks or placebo. All patients received best supportive care,True,Ramucirumab vs placebo (both with BSC) in hepatocellular carcinoma with high AFP
PMID 30665869 CT_Summary_SoE.pdf,30665869,Arm A (Ramucirumab + Best Supportive Care),intervention,We aimed to establish the efficacy of ramucirumab in patients with advanced hepatocellular carcinoma,True,Ramucirumab vs placebo (both with BSC) in hepatocellular carcinoma with high AFP
PMID 30763730 CT_Summary_SoE.pdf,30763730,Arm A (AZD9291 Monotherapy),control,investigated osimertinib plus durvalumab versus osimertinib monotherapy in patients with EGFR-TKI sensitizing and EGFR T790M mutation-positive advanced NSCLC,True,Osimertinib plus durvalumab vs osimertinib monotherapy in EGFR T790M+ NSCLC
PMID 30763730 CT_Summary_SoE.pdf,30763730,Arm B (AZD9291 + MEDI4736 Combination),intervention,investigated osimertinib plus durvalumab versus osimertinib monotherapy,True,Osimertinib plus durvalumab vs osimertinib monotherapy in EGFR T790M+ NSCLC
PMID 30777794 a_Summary_SoE.pdf,30777794,Arm A (Thalidomide-Prednisolone),control,randomized (1:1) to consolidation with TP (thalidomide ...; prednisolone ...) or VTP (subcutaneous bortezomib ... plus TP),True,Bortezomib-thalidomide-prednisolone vs thalidomide-prednisolone consolidation after ASCT in myeloma
PMID 30777794 a_Summary_SoE.pdf,30777794,Arm B (Bortezomib-Thalidomide-Prednisolone),intervention,Addition of bortezomib to TP consolidation was associated with limited additional toxicity but did not significantly improve efficacy versus TP,True,Bortezomib-thalidomide-prednisolone vs thalidomide-prednisolone consolidation after ASCT in myeloma
PMID 30786186 a_Summary_SoE.pdf,30786186,Arm B (Placebo),control,"double-blind, randomized trial ... we randomly assigned patients ... to receive rivaroxaban (at a dose of 10 mg) or placebo daily",True,Rivaroxaban vs placebo for thromboprophylaxis in high-risk ambulatory cancer patients
PMID 30786186 a_Summary_SoE.pdf,30786186,Arm A (Rivaroxaban),intervention,the benefit of thromboprophylaxis in these patients is uncertain ... assigned patients ... to receive rivaroxaban (at a dose of 10 mg),True,Rivaroxaban vs placebo for thromboprophylaxis in high-risk ambulatory cancer patients
PMID 30811280 a_Summary_SoE.pdf,30811280,Arm B (N1I3: Nivolumab 1 mg/kg + Ipilimumab 3 mg/kg),control,Nivolumab 1 mg/kg plus ipilimumab 3 mg/kg (NIVO1+IPI3) is approved for first-line treatment of patients with advanced melanoma,True,Nivolumab3+ipilimumab1 vs approved nivolumab1+ipilimumab3 in advanced melanoma
PMID 30811280 a_Summary_SoE.pdf,30811280,Arm A (N3I1: Nivolumab 3 mg/kg + Ipilimumab 1 mg/kg),intervention,to determine if nivolumab 3 mg/kg plus ipilimumab 1 mg/kg (NIVO3+IPI1) improves the safety profile of the combination,True,Nivolumab3+ipilimumab1 vs approved nivolumab1+ipilimumab3 in advanced melanoma
PMID 30817251 CT_Summary_SoE.pdf,30817251,Arm P (Double placebo),control,study design was a superiority trial of PROSTVAC (Arm V or Arm VG) versus Arm P,True,PROSTVAC alone or with GM-CSF vs placebo in metastatic castration-resistant prostate cancer
PMID 30817251 CT_Summary_SoE.pdf,30817251,Arm V+G (PROSTVAC-V/F plus GM-CSF),intervention,PROSTVAC plus granulocyte-macrophage colony-stimulating factor (Arm VG ... superiority trial of PROSTVAC (Arm V or Arm VG) versus Arm P,True,PROSTVAC alone or with GM-CSF vs placebo in metastatic castration-resistant prostate cancer
PMID 30817251 CT_Summary_SoE.pdf,30817251,Arm V (PROSTVAC-V/F plus GM-CSF placebo),intervention,"PROSTVAC, a viral vector-based immunotherapy ... superiority trial of PROSTVAC (Arm V or Arm VG) versus Arm P",True,PROSTVAC alone or with GM-CSF vs placebo in metastatic castration-resistant prostate cancer
PMID 30939090 a_Summary_SoE.pdf,30939090,Arm A (R-CHOP),control,"compared dose-adjusted etoposide, prednisone, vincristine, cyclophosphamide, doxorubicin, and rituximab (DA-EPOCH-R) with standard ... R-CHOP",True,Dose-adjusted EPOCH-R vs standard R-CHOP frontline for diffuse large B-cell lymphoma
PMID 30939090 a_Summary_SoE.pdf,30939090,Arm A (R-CHOP),control,"compared dose-adjusted ... (DA-EPOCH-R) with standard rituximab, cyclophosphamide, doxorubicin, vincristine, and prednisone (R-CHOP)",True,Dose-adjusted EPOCH-R vs standard R-CHOP frontline for diffuse large B-cell lymphoma
PMID 30939090 a_Summary_SoE.pdf,30939090,Arm B (DA-EPOCH-R),intervention,"the more intensive, infusional DA-EPOCH-R was more toxic and did not improve PFS or OS compared with R-CHOP",True,Dose-adjusted EPOCH-R vs standard R-CHOP frontline for diffuse large B-cell lymphoma
PMID 30990550 a_Summary_SoE.pdf,30990550,Arm C (Placebo mouthwash),control,92 patients to placebo,True,Two active mouthwashes vs placebo for radiotherapy oral mucositis pain
PMID 30990550 a_Summary_SoE.pdf,30990550,Arm A (Doxepin mouthwash),intervention,To evaluate the effect of doxepin mouthwash or diphenhydramine-lidocaine-antacid mouthwash for the treatment of oral mucositis-related pain,True,Two active mouthwashes vs placebo for radiotherapy oral mucositis pain
PMID 30990550 a_Summary_SoE.pdf,30990550,Arm B (DLA mouthwash),intervention,diphenhydramine-lidocaine-antacid mouthwash compared with a single dose of placebo,True,Two active mouthwashes vs placebo for radiotherapy oral mucositis pain
PMID 30995176 CT a_Summary_SoE.pdf,30995176,Arm B (Standard-dose GS-1101),unresolved,,False,Idelalisib plus rituximab vs placebo plus rituximab in relapsed CLL (arm labels do not match abstract)
PMID 30995176 CT a_Summary_SoE.pdf,30995176,Arm A (High-dose GS-1101),unresolved,,False,Idelalisib plus rituximab vs placebo plus rituximab in relapsed CLL (arm labels do not match abstract)
PMID 31002578 a_Summary_SoE.pdf,31002578,"Arm I (TJIV: IV paclitaxel, IV carboplatin, IV bevacizumab)",control,"Compared with the IV carboplatin reference arm, the duration of PFS was not significantly increased with either IP regimen",True,"IV reference chemo vs two intraperitoneal regimens, all plus bevacizumab, in ovarian cancer"
PMID 31002578 a_Summary_SoE.pdf,31002578,"Arm II (TJIP: IV paclitaxel, IP carboplatin, IV bevacizumab)",intervention,"Compared with the IV carboplatin reference arm, the duration of PFS was not significantly increased with either IP regimen",True,"IV reference chemo vs two intraperitoneal regimens, all plus bevacizumab, in ovarian cancer"
PMID 31002578 a_Summary_SoE.pdf,31002578,"Arm III (TCTIP: IV paclitaxel, IP cisplatin, IP paclitaxel, IV bevacizumab)",intervention,"Compared with the IV carboplatin reference arm, the duration of PFS was not significantly increased with either IP regimen",True,"IV reference chemo vs two intraperitoneal regimens, all plus bevacizumab, in ovarian cancer"
PMID 31003911 CT_Summary_SoE.pdf,31003911,Arm C (Regorafenib),control,comparison of atezolizumab plus cobimetinib or atezolizumab monotherapy versus regorafenib in the third-line setting,True,Atezolizumab +/- cobimetinib vs regorafenib comparator in metastatic colorectal cancer
PMID 31003911 CT_Summary_SoE.pdf,31003911,Arm B (Atezolizumab Monotherapy),intervention,atezolizumab plus cobimetinib or atezolizumab monotherapy versus regorafenib,True,Atezolizumab +/- cobimetinib vs regorafenib comparator in metastatic colorectal cancer
PMID 31003911 CT_Summary_SoE.pdf,31003911,Arm A (Cobimetinib + Atezolizumab),intervention,This phase 3 study was designed to assess atezolizumab plus cobimetinib in metastatic colorectal cancer,True,Atezolizumab +/- cobimetinib vs regorafenib comparator in metastatic colorectal cancer
PMID 31141632 a_Summary_SoE.pdf,31141632,Arm A (Rd: Lenalidomide and Dexamethasone),control,lenalidomide and dexamethasone alone (control group),True,Daratumumab added to lenalidomide-dexamethasone vs lenalidomide-dexamethasone control in untreated myeloma
PMID 31141632 a_Summary_SoE.pdf,31141632,"Arm B (DRd: Daratumumab, Lenalidomide, and Dexamethasone)",intervention,whether the addition of daratumumab would significantly reduce the risk of disease progression or death,True,Daratumumab added to lenalidomide-dexamethasone vs lenalidomide-dexamethasone control in untreated myeloma
PMID 31150574 a_Summary_SoE.pdf,31150574,Arm B (Placebo + ADT),control,as compared with placebo plus ADT,True,Apalutamide plus ADT vs placebo plus ADT in metastatic castration-sensitive prostate cancer
PMID 31150574 a_Summary_SoE.pdf,31150574,Arm A (Apalutamide + ADT),intervention,Whether the addition of apalutamide to androgen-deprivation therapy (ADT) would prolong radiographic progression-free survival,True,Apalutamide plus ADT vs placebo plus ADT in metastatic castration-sensitive prostate cancer
PMID 31166681 a_Summary_SoE.pdf,31166681,Arm B (Obinutuzumab + Chlorambucil),control,venetoclax-obinutuzumab was associated with longer progression-free survival than chlorambucil-obinutuzumab,True,Venetoclax-obinutuzumab vs chlorambucil-obinutuzumab in untreated CLL with comorbidities
PMID 31166681 a_Summary_SoE.pdf,31166681,Arm A (Obinutuzumab + Venetoclax),intervention,we investigated fixed-duration treatment with venetoclax and obinutuzumab,True,Venetoclax-obinutuzumab vs chlorambucil-obinutuzumab in untreated CLL with comorbidities
PMID 31246522 CT_Summary_SoE.pdf,31246522,Arm A: Conventional Induction (HD-ADE),control,we introduced clofarabine into the first course of remission induction to reduce exposure to daunorubicin and etoposide,True,Clofarabine-cytarabine experimental induction vs conventional HD-ADE induction in pediatric AML
PMID 31246522 CT_Summary_SoE.pdf,31246522,Arm B: Experimental Induction (Clo/AraC),intervention,we introduced clofarabine into the first course of remission induction to reduce exposure to daunorubicin and etoposide,True,Clofarabine-cytarabine experimental induction vs conventional HD-ADE induction in pediatric AML
PMID 31248843 CT_Summary_SoE.pdf,31248843,Arm 1 (Cyclosporine + Mycophenolate Mofetil),control,the standard GVHD prophylaxis regimen (cyclosporine and mycophenolate mofetil),True,Addition of sirolimus to standard cyclosporine plus mycophenolate mofetil GVHD prophylaxis
PMID 31248843 CT_Summary_SoE.pdf,31248843,Arm 2 (Cyclosporine + Mycophenolate Mofetil + Sirolimus),intervention,evaluate the efficacy of adding sirolimus to the standard cyclosporine and mycophenolate mofetil prophylaxis therapy,True,Addition of sirolimus to standard cyclosporine plus mycophenolate mofetil GVHD prophylaxis
PMID 31329516 a_Summary_SoE.pdf,31329516,Arm B (Placebo + ADT),control,"randomly assigned 1:1 to enzalutamide (160 mg/day) or placebo, plus androgen deprivation therapy (ADT)",True,Enzalutamide plus ADT vs placebo plus ADT in metastatic hormone-sensitive prostate cancer
PMID 31329516 a_Summary_SoE.pdf,31329516,Arm A (Enzalutamide + ADT),intervention,the risk of radiographic progression or death was significantly reduced with enzalutamide plus ADT versus placebo plus ADT,True,Enzalutamide plus ADT vs placebo plus ADT in metastatic hormone-sensitive prostate cancer
PMID 31345387 CT_Summary_SoE.pdf,31345387,Arm B (Standard Dose Radiation + Carboplatin),control,Clinical responders ... were randomized 1:2 to sdCRT (7000 cGy) or rdCRT (5600 cGy),True,Reduced-dose vs standard-of-care chemoradiation after induction in HPV+ oropharyngeal cancer
PMID 31345387 CT_Summary_SoE.pdf,31345387,Arm C (Non-responders: Standard CRT + Carboplatin + Erbitux + Paclitaxel),unresolved,,True,Reduced-dose vs standard-of-care chemoradiation after induction in HPV+ oropharyngeal cancer
PMID 31345387 CT_Summary_SoE.pdf,31345387,Arm A (Reduced Dose Radiation + Carboplatin),intervention,"after induction chemotherapy (IC), reduced dose chemoradiation (rdCRT) would result in equivalent PFS and OS ... and would reduce toxicity",True,Reduced-dose vs standard-of-care chemoradiation after induction in HPV+ oropharyngeal cancer
