filename,nct,pos_idx,arm_name,tt_12mo,pipeline_label,ctgov_label,ctgov_type,pubmed_designation,pubmed_evidence,final_label,final_source,needs_human_review,match_status,n_pipeline_arms,n_ctgov_arms,pipeline_vs_final_flip
PMID 29989857 a_Summary_SoE.pdf,NCT01672892,0,Arm 2 (4-field pelvic radiation treatment),33.0,control,intervention,EXPERIMENTAL,control,compare patient-reported acute toxicity ... during treatment with standard pelvic radiation or intensity-modulated radiation therapy (IMRT),control,pubmed,False,confident_2arm,2,2,False
PMID 29989857 a_Summary_SoE.pdf,NCT01672892,0,Arm 1 (IMRT pelvic radiation treatment),33.0,intervention,control,ACTIVE_COMPARATOR,intervention,Pelvic IMRT was associated with significantly less GI and urinary toxicity than standard RT,intervention,pubmed,False,confident_2arm,2,2,False
PMID 30010751 a_Summary_SoE.pdf,NCT02149108,0,Arm B (Placebo + Best Supportive Care),19.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30010751 a_Summary_SoE.pdf,NCT02149108,0,Arm A (Nintedanib + Best Supportive Care),19.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30024784 a_Summary_SoE.pdf,NCT01696084,0,Arm B (Conventional 7+3 Regimen),46.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30024784 a_Summary_SoE.pdf,NCT01696084,0,Arm A (CPX-351 Liposome Injection),37.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30040523 a_Summary_SoE.pdf,NCT00433511,0,Arm A (Placebo + AC -> Placebo + Paclitaxel),19.0,control,control,ACTIVE_COMPARATOR,control,receive placebo with doxorubicin and cyclophosphamide (AC) followed by weekly paclitaxel (arm A),control,pubmed,False,uncertain,3,3,False
PMID 30040523 a_Summary_SoE.pdf,NCT00433511,0,Arm B (Bevacizumab + AC -> Bevacizumab + Paclitaxel),19.0,intervention,intervention,EXPERIMENTAL,intervention,E5103 tested the effect of bevacizumab in the adjuvant setting ... bevacizumab only during AC and paclitaxel (arm B),intervention,pubmed,False,uncertain,3,3,False
PMID 30040523 a_Summary_SoE.pdf,NCT00433511,1,Arm C/D (Bevacizumab + AC -> Bevacizumab + Paclitaxel -> Bevacizumab Monotherapy),26.0,intervention,intervention,EXPERIMENTAL,intervention,bevacizumab during AC and paclitaxel followed by bevacizumab monotherapy for 10 cycles (arm C),intervention,pubmed,False,uncertain,3,3,False
PMID 30052729 CT_Summary_SoE.pdf,NCT02625623,0,Arm D (Physician's Choice - BSC Only),18.0,control,control,,control,physician's choice of chemotherapy ... patients ineligible for chemotherapy received best supportive care,control,pubmed,False,count_mismatch_leftover,4,2,False
PMID 30052729 CT_Summary_SoE.pdf,NCT02625623,1,Arm C (Physician's Choice - Irinotecan + BSC),27.0,control,intervention,EXPERIMENTAL,control,physician's choice of chemotherapy (paclitaxel ... or irinotecan 150 mg/m2 on days 1 and 15,control,pubmed,False,count_mismatch,4,2,False
PMID 30052729 CT_Summary_SoE.pdf,NCT02625623,2,Arm B (Physician's Choice - Paclitaxel + BSC),40.0,control,control,,control,"physician's choice of chemotherapy (paclitaxel 80 mg/m2 on days 1, 8, and 15",control,pubmed,False,count_mismatch_leftover,4,2,False
PMID 30052729 CT_Summary_SoE.pdf,NCT02625623,0,Arm A (Avelumab + Best Supportive Care),27.0,intervention,control,ACTIVE_COMPARATOR,intervention,"The randomised, phase III JAVELIN Gastric 300 trial compared avelumab versus physician's choice of chemotherapy as third-line therapy",intervention,pubmed,False,count_mismatch,4,2,False
PMID 30072745 a_Summary_SoE.pdf,NCT00770874,0,Arm B (single-agent Cisplatin),36.0,control,intervention,EXPERIMENTAL,control,randomised (1:1) to S-1 plus cisplatin (study group) or cisplatin alone (control group),control,pubmed,False,confident_2arm,2,2,False
PMID 30072745 a_Summary_SoE.pdf,NCT00770874,0,Arm A (S-1 + Cisplatin),36.0,intervention,control,ACTIVE_COMPARATOR,intervention,evaluated efficacy and safety of S-1 plus cisplatin vs. cisplatin alone as first-line chemotherapy,intervention,pubmed,False,confident_2arm,2,2,False
PMID 30100375 CT_Summary_SoE.pdf,NCT01728805,0,Arm B (Vorinostat / ZOLINZA),42.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30100375 CT_Summary_SoE.pdf,NCT01728805,0,Arm A (KW-0761 / mogamulizumab),42.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30105668 a_Summary_SoE.pdf,NCT02101021,0,Arm A (VMP),42.0,control,intervention,EXPERIMENTAL,unresolved,,control,pipeline_fallback(pubmed_unresolved),True,confident_2arm,2,2,False
PMID 30105668 a_Summary_SoE.pdf,NCT02101021,0,Arm B (D-VMP),42.0,intervention,control,PLACEBO_COMPARATOR,unresolved,,intervention,pipeline_fallback(pubmed_unresolved),True,confident_2arm,2,2,False
PMID 30110579 a_Summary_SoE.pdf,NCT01945775,0,Arm B (Physician's Choice),40.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30110579 a_Summary_SoE.pdf,NCT01945775,0,Arm A (Talazoparib),38.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30177994 a_Summary_SoE.pdf,NCT01351415,0,"Arm B (Standard of Care - Erlotinib, Docetaxel, or Pemetrexed)",18.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30177994 a_Summary_SoE.pdf,NCT01351415,0,Arm A (Bevacizumab + Platinum Doublet / Bevacizumab monotherapy),18.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30262187 CT _Summary_SoE.pdf,NCT02395172,0,Docetaxel Arm,18.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30262187 CT _Summary_SoE.pdf,NCT02395172,0,Avelumab Arm,27.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30280635 a_Summary_SoE.pdf,NCT02775435,0,Arm 2 (Placebo + Carboplatin + Paclitaxel/Nab-paclitaxel),26.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30280635 a_Summary_SoE.pdf,NCT02775435,0,Arm 1 (Pembrolizumab + Carboplatin + Paclitaxel/Nab-paclitaxel),26.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30280641 a_Summary_SoE.pdf,NCT02763579,0,Arm B (Placebo + Carboplatin + Etoposide),26.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30280641 a_Summary_SoE.pdf,NCT02763579,0,Arm A (Atezolizumab + Carboplatin + Etoposide),26.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30280657 a_Summary_SoE.pdf,NCT02737501,0,Arm B (Crizotinib),23.0,control,control,ACTIVE_COMPARATOR,control,"The efficacy of brigatinib, as compared with crizotinib, in patients with advanced ALK-positive NSCLC who have not previously received an ALK inhibitor",control,pubmed,False,count_mismatch,2,3,False
PMID 30280657 a_Summary_SoE.pdf,NCT02737501,0,Arm A (Brigatinib),23.0,intervention,intervention,EXPERIMENTAL,intervention,"Brigatinib, a next-generation anaplastic lymphoma kinase (ALK) inhibitor, has robust efficacy in patients ... refractory to crizotinib",intervention,pubmed,False,count_mismatch,2,3,False
PMID 30287523 CT_Summary_SoE.pdf,NCT02004522,0,Arm B (Ofatumumab),15.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30287523 CT_Summary_SoE.pdf,NCT02004522,0,Arm A (Duvelisib),12.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30345884 a_Summary_SoE.pdf,NCT01844986,0,Matching Placebo,17.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30345884 a_Summary_SoE.pdf,NCT01844986,0,Olaparib Maintenance Monotherapy,17.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30345906 a_Summary_SoE.pdf,NCT02425891,0,Arm B (Placebo + nab-paclitaxel),40.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30345906 a_Summary_SoE.pdf,NCT02425891,0,Arm A (Atezolizumab + nab-paclitaxel),40.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30346481 CT_Summary_SoE.pdf,NCT01599754,0,Arm B (placebo),10.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30346481 CT_Summary_SoE.pdf,NCT01599754,0,Arm A (axitinib),10.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30355453 CT_Summary_SoE.pdf,NCT02500043,0,Placebo + Best Supportive Care (BSC),15.0,control,intervention,EXPERIMENTAL,control,receive either oral trifluridine/tipiracil ... plus best supportive care or placebo plus best supportive care,control,pubmed,False,confident_2arm,2,2,False
PMID 30355453 CT_Summary_SoE.pdf,NCT02500043,0,TAS-102 + Best Supportive Care (BSC),15.0,intervention,intervention,EXPERIMENTAL,intervention,Trifluridine/tipiracil significantly improved overall survival compared with placebo,intervention,pubmed,False,confident_2arm,2,2,False
PMID 30389036 CT_Summary_SoE.pdf,NCT02260804,0,US-licensed Rituxan (375 mg/m² IV),10.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30389036 CT_Summary_SoE.pdf,NCT02260804,0,CT-P10 (375 mg/m² IV),10.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30415629 a_Summary_SoE.pdf,NCT01169259,0,Arm 4: Placebo Vitamin D3 + Placebo Fish Oil,0.0,control,control,ACTIVE_COMPARATOR,control,"randomized, placebo-controlled trial, with a two-by-two factorial design, of vitamin D3 ... and marine n-3 ... fatty acids ... for the prevention of cancer",control,pubmed,False,confident,4,4,False
PMID 30415629 a_Summary_SoE.pdf,NCT01169259,0,Arm 1: Vitamin D3 (2000 IU/d) + Omacor® Fish Oil (840 mg EPA+DHA),0.0,intervention,control,ACTIVE_COMPARATOR,intervention,vitamin D3 (cholecalciferol) at a dose of 2000 IU per day and marine n-3 ... fatty acids at a dose of 1 g per day for the prevention of cancer,intervention,pubmed,False,uncertain,4,4,False
PMID 30415629 a_Summary_SoE.pdf,NCT01169259,1,Arm 2: Vitamin D3 (2000 IU/d) + Fish Oil Placebo,0.0,intervention,control,PLACEBO_COMPARATOR,intervention,vitamin D3 (cholecalciferol) at a dose of 2000 IU per day ... for the prevention of cancer and cardiovascular disease,intervention,pubmed,False,confident,4,4,False
PMID 30415629 a_Summary_SoE.pdf,NCT01169259,2,Arm 3: Placebo Vitamin D3 + Omacor® Fish Oil (840 mg EPA+DHA),0.0,intervention,control,ACTIVE_COMPARATOR,intervention,marine n-3 (also called omega-3) fatty acids at a dose of 1 g per day for the prevention of cancer and cardiovascular disease,intervention,pubmed,False,confident,4,4,False
PMID 30449625 CT_Summary_SoE.pdf,NCT01302834,0,Arm 1 (Accelerated IMRT + Cisplatin),34.0,control,control,ACTIVE_COMPARATOR,control,Patients ... have high survival when treated with radiotherapy plus cisplatin. Whether replacement of cisplatin with cetuximab ... can preserve high survival,control,pubmed,False,confident_2arm,2,2,False
PMID 30449625 CT_Summary_SoE.pdf,NCT01302834,0,Arm 2 (Accelerated IMRT + Cetuximab),36.0,intervention,control,ACTIVE_COMPARATOR,intervention,Whether replacement of cisplatin with cetuximab ... can preserve high survival and reduce treatment toxicity is unknown,intervention,pubmed,False,confident_2arm,2,2,False
PMID 30501481 a_Summary_SoE.pdf,NCT01886872,0,Arm 1 (Bendamustine plus Rituximab),15.0,control,control,ACTIVE_COMPARATOR,control,Ibrutinib ... has not been compared with chemoimmunotherapy ... treatment with ibrutinib was superior to treatment with bendamustine plus rituximab,control,pubmed,False,uncertain,3,3,False
PMID 30501481 a_Summary_SoE.pdf,NCT01886872,0,Arm 2 (Ibrutinib Alone),8.0,intervention,intervention,EXPERIMENTAL,intervention,"evaluate the efficacy of ibrutinib, either alone or in combination with rituximab, relative to chemoimmunotherapy",intervention,pubmed,False,uncertain,3,3,False
PMID 30501481 a_Summary_SoE.pdf,NCT01886872,1,Arm 3 (Ibrutinib plus Rituximab),11.0,intervention,intervention,EXPERIMENTAL,intervention,"evaluate the efficacy of ibrutinib, either alone or in combination with rituximab, relative to chemoimmunotherapy",intervention,pubmed,False,uncertain,3,3,False
PMID 30509740 a_Summary_SoE.pdf,NCT02252042,0,"Standard Treatment (Methotrexate, Docetaxel, or Cetuximab)",53.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30509740 a_Summary_SoE.pdf,NCT02252042,0,Pembrolizumab (MK-3475),18.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30516102 a_Summary_SoE.pdf,NCT01772472,0,Arm B (Trastuzumab),20.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30516102 a_Summary_SoE.pdf,NCT01772472,0,Arm A (Trastuzumab emtansine),20.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30522922 CT_Summary_SoE.pdf,NCT01777152,0,Standard-of-care Arm (CHOP),15.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30522922 CT_Summary_SoE.pdf,NCT01777152,0,Experimental Arm (Brentuximab vedotin + CHP),15.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30522969 CT_Summary_SoE.pdf,NCT02264574,0,Arm B (Chlorambucil + Obinutuzumab),16.0,control,intervention,EXPERIMENTAL,control,We compared the efficacy of the combination of ibrutinib plus obinutuzumab with chlorambucil plus obinutuzumab in first-line,control,pubmed,False,confident_2arm,2,2,False
PMID 30522969 CT_Summary_SoE.pdf,NCT02264574,0,Arm A (Ibrutinib + Obinutuzumab),17.0,intervention,intervention,EXPERIMENTAL,intervention,median progression-free survival was significantly longer in the ibrutinib plus obinutuzumab group ... than in the chlorambucil plus obinutuzumab group,intervention,pubmed,False,confident_2arm,2,2,False
PMID 30545780 CT_Summary_SoE.pdf,NCT02181413,0,Placebo,17.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30545780 CT_Summary_SoE.pdf,NCT02181413,0,Ixazomib,17.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30575484 a_Summary_SoE.pdf,NCT02066181,0,Arm 2 (Placebo),15.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30575484 a_Summary_SoE.pdf,NCT02066181,0,Arm 1 (Sorafenib),15.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30653422 a_Summary_SoE.pdf,NCT01109004,0,Arm B (Single Autologous Transplant followed by Lenalidomide Maintenance),34.0,control,control,ACTIVE_COMPARATOR,control,Single AHCT and len should remain as the standard approach for this population,control,pubmed,False,confident,3,3,False
PMID 30653422 a_Summary_SoE.pdf,NCT01109004,0,Arm A (Tandem Autologous Transplants followed by Lenalidomide Maintenance),42.0,intervention,control,ACTIVE_COMPARATOR,intervention,"test additional interventions to improve PFS by comparing AHCT, tandem AHCT (AHCT/AHCT), and AHCT and four subsequent cycles of ... RVD",intervention,pubmed,False,uncertain,3,3,False
PMID 30653422 a_Summary_SoE.pdf,NCT01109004,1,Arm C (Single Autologous Transplant plus RVD Consolidation followed by Lenalidomide Maintenance),53.0,intervention,control,ACTIVE_COMPARATOR,intervention,Second AHCT or RVD consolidation as post-AHCT interventions ... did not improve PFS or OS,intervention,pubmed,False,uncertain,3,3,False
PMID 30659987 CT_Summary_SoE.pdf,NCT02613507,0,Arm B (Docetaxel),18.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30659987 CT_Summary_SoE.pdf,NCT02613507,0,Arm A (Nivolumab),27.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30665869 CT_Summary_SoE.pdf,NCT02435433,0,Arm B (Placebo + Best Supportive Care),29.0,control,control,PLACEBO_COMPARATOR,control,randomly assigned (2:1) ... to 8 mg/kg intravenous ramucirumab every 2 weeks or placebo. All patients received best supportive care,control,pubmed,False,count_mismatch,2,5,False
PMID 30665869 CT_Summary_SoE.pdf,NCT02435433,0,Arm A (Ramucirumab + Best Supportive Care),29.0,intervention,intervention,EXPERIMENTAL,intervention,We aimed to establish the efficacy of ramucirumab in patients with advanced hepatocellular carcinoma,intervention,pubmed,False,count_mismatch,2,5,False
PMID 30707661 a_Summary_SoE.pdf,NCT01482962,0,Arm B (Pralatrexate),46.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30707661 a_Summary_SoE.pdf,NCT01482962,0,Arm A (Alisertib),54.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30763142 a_Summary_SoE.pdf,NCT02200614,0,Arm B (Placebo),6.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30763142 a_Summary_SoE.pdf,NCT02200614,0,Arm A (Darolutamide),6.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30763730 CT_Summary_SoE.pdf,NCT02454933,0,Arm A (AZD9291 Monotherapy),14.0,control,intervention,EXPERIMENTAL,control,investigated osimertinib plus durvalumab versus osimertinib monotherapy in patients with EGFR-TKI sensitizing and EGFR T790M mutation-positive advanced NSCLC,control,pubmed,False,confident_2arm,2,2,False
PMID 30763730 CT_Summary_SoE.pdf,NCT02454933,0,Arm B (AZD9291 + MEDI4736 Combination),27.0,intervention,intervention,EXPERIMENTAL,intervention,investigated osimertinib plus durvalumab versus osimertinib monotherapy,intervention,pubmed,False,confident_2arm,2,2,False
PMID 30777794 a_Summary_SoE.pdf,NCT01539083,0,Arm A (Thalidomide-Prednisolone),26.0,control,intervention,EXPERIMENTAL,control,randomized (1:1) to consolidation with TP (thalidomide ...; prednisolone ...) or VTP (subcutaneous bortezomib ... plus TP),control,pubmed,False,count_mismatch,2,3,False
PMID 30777794 a_Summary_SoE.pdf,NCT01539083,0,Arm B (Bortezomib-Thalidomide-Prednisolone),53.0,intervention,intervention,EXPERIMENTAL,intervention,Addition of bortezomib to TP consolidation was associated with limited additional toxicity but did not significantly improve efficacy versus TP,intervention,pubmed,False,count_mismatch,2,3,False
PMID 30779529 a_Summary_SoE.pdf,NCT02853331,0,Arm 2 (Sunitinib),14.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30779529 a_Summary_SoE.pdf,NCT02853331,0,Arm 1 (Pembrolizumab + Axitinib),19.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30786186 a_Summary_SoE.pdf,NCT02555878,0,Arm B (Placebo),4.0,control,intervention,EXPERIMENTAL,control,"double-blind, randomized trial ... we randomly assigned patients ... to receive rivaroxaban (at a dose of 10 mg) or placebo daily",control,pubmed,False,confident_2arm,2,2,False
PMID 30786186 a_Summary_SoE.pdf,NCT02555878,0,Arm A (Rivaroxaban),4.0,intervention,intervention,EXPERIMENTAL,intervention,the benefit of thromboprophylaxis in these patients is uncertain ... assigned patients ... to receive rivaroxaban (at a dose of 10 mg),intervention,pubmed,False,confident_2arm,2,2,False
PMID 30811280 a_Summary_SoE.pdf,NCT02714218,0,Arm B (N1I3: Nivolumab 1 mg/kg + Ipilimumab 3 mg/kg),20.0,control,intervention,EXPERIMENTAL,control,Nivolumab 1 mg/kg plus ipilimumab 3 mg/kg (NIVO1+IPI3) is approved for first-line treatment of patients with advanced melanoma,control,pubmed,False,count_mismatch,2,3,False
PMID 30811280 a_Summary_SoE.pdf,NCT02714218,0,Arm A (N3I1: Nivolumab 3 mg/kg + Ipilimumab 1 mg/kg),20.0,intervention,intervention,EXPERIMENTAL,intervention,to determine if nivolumab 3 mg/kg plus ipilimumab 1 mg/kg (NIVO3+IPI1) improves the safety profile of the combination,intervention,pubmed,False,count_mismatch,2,3,False
PMID 30817251 CT_Summary_SoE.pdf,NCT01322490,0,Arm P (Double placebo),9.0,control,control,PLACEBO_COMPARATOR,control,study design was a superiority trial of PROSTVAC (Arm V or Arm VG) versus Arm P,control,pubmed,False,confident,3,3,False
PMID 30817251 CT_Summary_SoE.pdf,NCT01322490,0,Arm V+G (PROSTVAC-V/F plus GM-CSF),9.0,intervention,intervention,EXPERIMENTAL,intervention,PROSTVAC plus granulocyte-macrophage colony-stimulating factor (Arm VG ... superiority trial of PROSTVAC (Arm V or Arm VG) versus Arm P,intervention,pubmed,False,uncertain,3,3,False
PMID 30817251 CT_Summary_SoE.pdf,NCT01322490,1,Arm V (PROSTVAC-V/F plus GM-CSF placebo),9.0,intervention,intervention,EXPERIMENTAL,intervention,"PROSTVAC, a viral vector-based immunotherapy ... superiority trial of PROSTVAC (Arm V or Arm VG) versus Arm P",intervention,pubmed,False,confident,3,3,False
PMID 30819926 a_Summary_SoE.pdf,NCT01818752,0,Bortezomib group (VMP),26.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30819926 a_Summary_SoE.pdf,NCT01818752,0,Carfilzomib group (KMP),36.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30897038 a_Summary_SoE.pdf,NCT01938001,0,Control: Rituximab plus Placebo,19.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30897038 a_Summary_SoE.pdf,NCT01938001,0,Experimental: Rituximab plus Lenalidomide (CC-5013),19.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30901302 a_Summary_SoE.pdf,NCT01855750,0,Arm A (Placebo + R-CHOP),27.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30901302 a_Summary_SoE.pdf,NCT01855750,0,Arm B (Ibrutinib + R-CHOP),27.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30939090 a_Summary_SoE.pdf,NCT00118209,0,Arm A (R-CHOP),11.5,control,control,ACTIVE_COMPARATOR,control,"compared dose-adjusted ... (DA-EPOCH-R) with standard rituximab, cyclophosphamide, doxorubicin, vincristine, and prednisone (R-CHOP)",control,pubmed,False,count_mismatch,3,2,False
PMID 30939090 a_Summary_SoE.pdf,NCT00118209,0,Arm A (R-CHOP),41.0,intervention,intervention,,control,"compared dose-adjusted ... (DA-EPOCH-R) with standard rituximab, cyclophosphamide, doxorubicin, vincristine, and prednisone (R-CHOP)",control,pubmed,False,count_mismatch_leftover,3,2,True
PMID 30939090 a_Summary_SoE.pdf,NCT00118209,1,Arm B (DA-EPOCH-R),40.0,intervention,intervention,EXPERIMENTAL,intervention,"the more intensive, infusional DA-EPOCH-R was more toxic and did not improve PFS or OS compared with R-CHOP",intervention,pubmed,False,count_mismatch,3,2,False
PMID 30955977 a_Summary_SoE.pdf,NCT02220894,0,Arm B (Standard of Care Platinum-based Chemotherapy),18.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30955977 a_Summary_SoE.pdf,NCT02220894,0,Arm A (Pembrolizumab),18.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30990550 a_Summary_SoE.pdf,NCT02229539,0,Arm C (Placebo mouthwash),2.0,control,control,PLACEBO_COMPARATOR,control,92 patients to placebo,control,pubmed,False,confident,3,3,False
PMID 30990550 a_Summary_SoE.pdf,NCT02229539,0,Arm A (Doxepin mouthwash),2.0,intervention,intervention,EXPERIMENTAL,intervention,To evaluate the effect of doxepin mouthwash or diphenhydramine-lidocaine-antacid mouthwash for the treatment of oral mucositis-related pain,intervention,pubmed,False,uncertain,3,3,False
PMID 30990550 a_Summary_SoE.pdf,NCT02229539,1,Arm B (DLA mouthwash),2.0,intervention,control,ACTIVE_COMPARATOR,intervention,diphenhydramine-lidocaine-antacid mouthwash compared with a single dose of placebo,intervention,pubmed,False,uncertain,3,3,False
PMID 30995174 a_Summary_SoE.pdf,NCT00807768,0,Regimen I (Pelvic Radiation Therapy),32.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30995174 a_Summary_SoE.pdf,NCT00807768,0,Regimen II (Vaginal Cuff Brachytherapy + Chemotherapy),16.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 30995176 CT a_Summary_SoE.pdf,NCT01539291,0,Arm B (Standard-dose GS-1101),14.0,control,intervention,EXPERIMENTAL,unresolved,,control,pipeline_fallback(pubmed_unresolved),True,confident_2arm,2,2,False
PMID 30995176 CT a_Summary_SoE.pdf,NCT01539291,0,Arm A (High-dose GS-1101),14.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,pipeline_fallback(pubmed_unresolved),True,confident_2arm,2,2,False
PMID 31002578 a_Summary_SoE.pdf,NCT00951496,0,"Arm I (TJIV: IV paclitaxel, IV carboplatin, IV bevacizumab)",30.0,control,intervention,EXPERIMENTAL,control,"Compared with the IV carboplatin reference arm, the duration of PFS was not significantly increased with either IP regimen",control,pubmed,False,confident,3,3,False
PMID 31002578 a_Summary_SoE.pdf,NCT00951496,0,"Arm II (TJIP: IV paclitaxel, IP carboplatin, IV bevacizumab)",30.0,intervention,intervention,EXPERIMENTAL,intervention,"Compared with the IV carboplatin reference arm, the duration of PFS was not significantly increased with either IP regimen",intervention,pubmed,False,confident,3,3,False
PMID 31002578 a_Summary_SoE.pdf,NCT00951496,1,"Arm III (TCTIP: IV paclitaxel, IP cisplatin, IP paclitaxel, IV bevacizumab)",36.0,intervention,intervention,EXPERIMENTAL,intervention,"Compared with the IV carboplatin reference arm, the duration of PFS was not significantly increased with either IP regimen",intervention,pubmed,False,confident,3,3,False
